assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,0,0,0,0.0,58621,40,0.00000,0.00000,0.00000,0.00000,3,0,0.0,0.0,180,0,0,0,0,0,2009/10,40,0,0.0,7,0
3,5,0,2,0.0,58621,40,0.00000,0.00000,0.00000,0.00000,20,1,0.0,0.0,1341,0,0,0,0,1,2010/11,40,0,0.0,51,3
1,8,0,14,0.0,58621,65,0.00000,0.00000,0.00000,0.00000,32,2,0.0,0.0,3227,0,0,0,0,0,2011/12,55,0,0.0,140,4
6,9,0,8,0.0,58621,61,0.00000,0.00000,0.00000,0.00000,42,0,0.0,0.0,3157,0,0,0,0,0,2012/13,65,0,0.0,114,5
4,15,155,9,0.0,58621,59,0.00000,0.00000,0.00000,0.00000,36,1,0.0,0.0,2297,0,0,0,0,0,2013/14,60,0,0.0,103,5
1,1,218,1,0.0,58621,58,0.00000,0.00000,0.00000,0.00000,24,0,0.0,0.0,1306,0,0,0,0,0,2014/15,60,0,0.0,27,3
3,8,706,12,0.0,58621,51,0.00000,0.00000,0.00000,0.00000,28,1,0.0,0.0,2941,1,0,0,0,0,2015/16,50,0,0.0,121,7
6,18,640,14,570.5,58621,62,0.00000,0.00000,0.00000,0.00000,21,0,140.2,564.0,2701,0,0,0,0,0,2016/17,55,0,264.0,142,8
6,8,691,15,511.4,58621,66,0.00000,0.00000,0.00000,0.00000,22,0,117.1,542.4,2784,1,0,0,1,0,2017/18,65,0,117.0,138,2
1,11,684,18,448.4,58621,64,0.00000,0.00000,0.00000,0.00000,17,1,113.1,498.8,2776,0,0,0,0,0,2018/19,65,0,183.0,150,3
4,7,573,12,394.4,58621,57,0.00000,0.00000,0.00000,0.00000,24,1,100.1,435.6,2392,0,0,0,0,0,2019/20,60,0,169.0,114,5
1,7,410,9,200.9,58621,61,0.00000,0.00000,0.00000,0.00000,20,1,62.1,332.2,1944,0,0,0,0,0,2020/21,60,0,88.0,91,1
2,5,403,10,247.8,58621,54,0.00000,0.00000,0.00000,0.00000,14,0,63.2,274.2,1755,0,0,0,0,0,2021/22,55,0,110.0,85,1
