assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
14,54,0,0,0.0,0,17878,90,31,2,0.0,14,0.0,3185,0,0,0,0,0,1,2006/07,80,0.0,182,7
20,43,0,0,0.0,0,17878,100,27,7,0.0,675,0.0,2857,0,0,0,0,0,2,2007/08,95,0.0,205,9
10,20,0,0,0.0,0,17878,97,27,3,0.0,1312,0.0,1900,0,0,0,0,0,3,2008/09,100,0.0,108,7
15,41,0,0,0.0,0,17878,117,26,15,0.0,1986,0.0,2188,0,1,0,0,0,4,2009/10,105,0.0,214,5
13,28,0,8,0.0,0,17878,117,20,3,0.0,2658,0.0,1880,0,1,0,0,0,5,2010/11,120,0.0,128,5
0,0,0,0,0.0,0,17878,120,0,0,0.0,3594,0.0,0,0,0,0,0,0,6,2011/12,120,0.0,0,0
19,26,784,15,0.0,755,17878,91,28,3,0.0,5725,0.0,2884,0,0,0,1,0,9,2014/15,90,0.0,165,11
7,16,699,8,0.0,617,17878,85,45,5,0.0,6432,0.0,2896,0,0,0,0,0,10,2015/16,90,0.0,133,5
15,14,529,4,881.8,0,17878,70,14,5,184.1,7137,635.0,1340,0,0,0,0,0,11,2016/17,75,325.0,121,8
4,7,539,11,1349.3,0,17878,68,26,2,254.9,7822,713.8,2300,0,0,0,1,0,12,2017/18,70,485.0,89,4
