assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,11,0,0,0.0,9089,50,44,0,0.0,0.0,2565,0,0,0,0,114,2006/07,50,0.0,109,0
0,0,0,0,0.0,9089,40,0,0,0.0,0.0,90,0,0,0,0,5,2007/08,50,0.0,7,0
0,0,0,0,0.0,9089,48,1,0,0.0,0.0,180,0,0,0,0,5,2008/09,50,0.0,9,0
0,2,0,0,0.0,9089,45,8,0,0.0,0.0,810,0,0,0,0,21,2009/10,50,0.0,37,0
1,9,0,9,0.0,9089,53,55,0,0.0,0.0,3369,0,0,1,0,178,2010/11,45,0.0,153,3
0,8,0,10,0.0,9089,48,49,0,0.0,0.0,3330,0,0,2,0,109,2011/12,50,0.0,140,0
0,5,0,7,0.0,9089,51,46,0,0.0,0.0,2700,0,0,1,0,100,2012/13,50,0.0,105,0
0,13,112,4,0.0,9089,47,38,0,0.0,0.0,2148,0,0,2,0,72,2013/14,50,0.0,92,1
0,3,433,11,0.0,9089,45,34,0,0.0,0.0,2485,0,0,0,0,74,2014/15,45,0.0,98,2
0,5,262,4,0.0,9089,49,17,0,0.0,0.0,1350,0,0,0,0,45,2015/16,50,0.0,56,1
0,4,629,6,20.3,9089,47,51,0,79.5,767.0,3420,0,0,0,0,115,2016/17,45,5.0,113,2
0,11,635,10,20.0,9089,43,55,0,73.8,716.8,3330,0,0,0,0,99,2017/18,45,0.0,123,2
0,11,703,7,50.0,9089,46,59,0,104.1,988.0,3420,0,0,1,0,128,2018/19,45,1.0,129,1
