assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,4,0,0,0.0,0,37642,44,15,0,0.0,1167,0.0,1336,0,0,0,0,0,2,2007/08,45,0.0,50,0
0,4,0,0,0.0,0,37642,42,8,0,0.0,1634,0.0,1422,0,0,0,0,0,3,2008/09,45,0.0,73,2
0,0,0,0,0.0,0,37642,48,12,0,0.0,2367,0.0,1585,0,0,0,0,0,4,2009/10,55,0.0,68,2
0,0,0,4,0.0,0,37642,46,16,0,0.0,3009,0.0,1004,0,0,0,1,0,5,2010/11,55,0.0,29,2
3,11,0,15,0.0,482,37642,53,23,1,0.0,3456,0.0,2423,1,0,0,1,0,6,2011/12,45,0.0,123,6
2,11,0,8,0.0,421,37642,53,23,3,0.0,4128,0.0,1902,1,0,0,0,0,7,2012/13,60,0.0,99,2
0,7,100,4,0.0,177,37642,47,20,0,0.0,4849,0.0,1375,0,0,0,0,0,8,2013/14,55,0.0,47,0
0,5,270,6,0.0,172,37642,50,7,0,0.0,5539,0.0,1090,0,0,0,0,0,9,2014/15,55,0.0,53,1
1,11,575,8,0.0,343,37642,45,34,1,0.0,6247,0.0,2590,0,0,0,0,0,10,2015/16,50,0.0,96,4
1,7,478,4,117.5,0,37642,44,39,2,100.6,7031,626.6,2637,0,0,0,0,0,11,2016/17,45,259.0,79,8
2,5,455,6,104.2,0,37642,49,38,2,85.1,7711,536.2,2269,1,0,0,0,0,12,2017/18,50,211.0,78,7
