h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.38064,1.14757,1.38064,1.14757,"{'att': 228, 'def': 18}","{'att': 224, 'def': 29}",1,4,2,1,1.5885,w,2024-08-18 13:00:00,1,0,0,3,0.2330700000000001
a,0.457239,2.71877,0.457239,2.71877,"{'att': 324, 'def': 10}","{'att': 233, 'def': 23}",2,21,0,2,0.1535,l,2024-08-25 15:30:00,0,0,1,0,-2.261531
h,3.86281,1.64713,3.86281,1.64713,"{'att': 306, 'def': 21}","{'att': 189, 'def': 23}",15,14,3,1,2.6071,w,2024-08-31 14:00:00,1,0,0,3,2.21568
a,1.05094,1.55279,1.05094,1.55279,"{'att': 194, 'def': 8}","{'att': 311, 'def': 19}",6,22,1,2,0.9993000000000001,l,2024-09-14 14:00:00,0,0,1,0,-0.5018499999999999
a,0.893565,3.89481,0.893565,3.89481,"{'att': 173, 'def': 19}","{'att': 294, 'def': 32}",5,17,1,3,0.0881,l,2024-09-21 14:00:00,0,0,1,0,-3.001245
h,0.370222,0.878617,0.370222,0.878617,"{'att': 181, 'def': 18}","{'att': 277, 'def': 10}",7,12,1,1,0.8435,d,2024-09-28 14:00:00,0,1,0,1,-0.5083949999999999
h,4.13513,0.696254,3.37396,0.696254,"{'att': 213, 'def': 18}","{'att': 179, 'def': 20}",9,10,5,3,2.9151,w,2024-10-05 14:00:00,1,0,0,3,2.6777059999999997
a,0.892843,1.76555,0.892843,1.76555,"{'att': 276, 'def': 17}","{'att': 306, 'def': 19}",3,12,1,2,0.7375,l,2024-10-19 14:00:00,0,0,1,0,-0.8727069999999999
h,4.09663,1.65698,3.33546,1.65698,"{'att': 119, 'def': 15}","{'att': 354, 'def': 19}",9,6,4,3,2.6407,w,2024-10-26 14:00:00,1,0,0,3,1.67848
a,0.739231,1.43017,0.739231,1.43017,"{'att': 296, 'def': 24}","{'att': 156, 'def': 26}",2,13,1,2,0.8258,l,2024-11-04 20:00:00,0,0,1,0,-0.690939
h,1.56474,2.49234,1.56474,2.49234,"{'att': 135, 'def': 15}","{'att': 202, 'def': 23}",14,6,3,2,0.7424999999999999,w,2024-11-09 15:00:00,1,0,0,3,-0.9276
a,1.34314,1.5951,1.34314,1.5951,"{'att': 183, 'def': 23}","{'att': 223, 'def': 15}",1,8,0,0,1.2202000000000002,d,2024-11-23 15:00:00,0,1,0,1,-0.25195999999999996
h,2.21885,0.907555,2.21885,0.907555,"{'att': 213, 'def': 28}","{'att': 274, 'def': 19}",7,3,4,1,2.3232999999999997,w,2024-11-30 15:00:00,1,0,0,3,1.3112950000000003
a,1.13266,3.21673,1.13266,2.45556,"{'att': 225, 'def': 31}","{'att': 211, 'def': 19}",5,11,1,3,0.2826,l,2024-12-04 20:15:00,0,0,1,0,-1.3229000000000002
h,1.746,1.95645,1.746,1.95645,"{'att': 269, 'def': 25}","{'att': 182, 'def': 15}",6,9,4,2,1.2189,w,2024-12-07 15:00:00,1,0,0,3,-0.21045000000000003
a,1.65861,2.59146,1.65861,2.59146,"{'att': 234, 'def': 16}","{'att': 184, 'def': 21}",6,13,1,2,0.8152,l,2024-12-15 19:00:00,0,0,1,0,-0.9328500000000002
h,0.769004,0.964897,0.769004,0.964897,"{'att': 141, 'def': 29}","{'att': 274, 'def': 18}",11,6,0,2,1.1537,l,2024-12-21 15:00:00,0,0,1,0,-0.19589299999999998
a,0.961233,1.33538,0.961233,1.33538,"{'att': 240, 'def': 19}","{'att': 192, 'def': 23}",5,21,0,0,1.0741999999999998,d,2024-12-27 19:30:00,0,1,0,1,-0.374147
h,0.272604,1.99848,0.272604,1.99848,"{'att': 195, 'def': 11}","{'att': 296, 'def': 17}",2,17,1,3,0.1493,l,2025-01-01 17:30:00,0,0,1,0,-1.725876
a,5.54874,0.249614,4.78757,0.249614,"{'att': 244, 'def': 22}","{'att': 232, 'def': 18}",15,9,5,0,2.9964,w,2025-01-04 15:00:00,1,0,0,3,4.537955999999999
h,2.39088,2.65315,2.39088,2.65315,"{'att': 199, 'def': 14}","{'att': 222, 'def': 11}",14,15,2,2,1.2401,d,2025-01-14 19:30:00,0,1,0,1,-0.26227
h,1.20021,4.16249,1.20021,4.16249,"{'att': 169, 'def': 10}","{'att': 204, 'def': 25}",8,23,0,2,0.1391,l,2025-01-18 15:00:00,0,0,1,0,-2.96228
a,1.92037,1.23177,1.1592,1.23177,"{'att': 153, 'def': 18}","{'att': 170, 'def': 11}",11,9,2,1,1.9575,w,2025-01-26 14:00:00,1,0,0,3,-0.07257000000000002
h,1.66475,0.945355,1.66475,0.945355,"{'att': 259, 'def': 21}","{'att': 218, 'def': 24}",8,4,0,2,1.9175999999999997,l,2025-02-02 14:00:00,0,0,1,0,0.719395
a,1.96499,0.673466,1.96499,0.673466,"{'att': 282, 'def': 32}","{'att': 191, 'def': 19}",9,8,1,0,2.3373999999999997,w,2025-02-15 15:00:00,1,0,0,3,1.291524
a,2.03465,0.727901,2.03465,0.727901,"{'att': 183, 'def': 17}","{'att': 227, 'def': 12}",8,9,4,0,2.3359,w,2025-02-21 20:00:00,1,0,0,3,1.306749
h,1.34009,1.44955,1.34009,1.44955,"{'att': 218, 'def': 16}","{'att': 255, 'def': 8}",6,4,1,1,1.2521,d,2025-02-26 19:30:00,0,1,0,1,-0.10945999999999989
h,0.637743,1.29638,0.637743,1.29638,"{'att': 156, 'def': 27}","{'att': 243, 'def': 12}",10,5,0,1,0.7849999999999999,l,2025-03-08 17:30:00,0,0,1,0,-0.6586370000000001
a,1.60321,2.02714,1.60321,2.02714,"{'att': 156, 'def': 20}","{'att': 153, 'def': 21}",8,17,2,1,1.0722,w,2025-03-15 17:30:00,1,0,0,3,-0.42393000000000014
a,1.53201,2.26584,0.770838,2.26584,"{'att': 193, 'def': 25}","{'att': 228, 'def': 23}",7,7,1,2,0.8807,l,2025-04-02 19:45:00,0,0,1,0,-1.495002
h,1.36123,1.47829,1.36123,1.47829,"{'att': 273, 'def': 21}","{'att': 192, 'def': 22}",9,9,0,0,1.3049,d,2025-04-06 13:00:00,0,1,0,1,-0.11706000000000016
