h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.90915,1.24405,1.90915,1.24405,"{'att': 219, 'def': 22}","{'att': 225, 'def': 26}",4,10,1,1,1.8944000000000003,d,2024-08-17 14:00:00,0,1,0,1,0.6650999999999998
h,2.53513,1.89287,2.53513,1.89287,"{'att': 276, 'def': 30}","{'att': 127, 'def': 14}",8,9,1,1,1.8521999999999998,d,2024-08-25 13:00:00,0,1,0,1,0.64226
a,2.95688,2.55629,2.95688,2.55629,"{'att': 149, 'def': 21}","{'att': 191, 'def': 23}",7,15,3,2,1.6599,w,2024-08-31 14:00:00,1,0,0,3,0.4005899999999998
h,1.53731,0.932726,0.77614,0.932726,"{'att': 338, 'def': 30}","{'att': 133, 'def': 14}",5,9,0,1,1.8796000000000002,l,2024-09-14 19:00:00,0,0,1,0,-0.156586
a,1.46979,2.43731,1.46979,2.43731,"{'att': 370, 'def': 23}","{'att': 237, 'def': 20}",6,13,0,3,0.7964000000000001,l,2024-09-21 14:00:00,0,0,1,0,-0.9675200000000002
h,1.44215,0.696068,1.44215,0.696068,"{'att': 371, 'def': 32}","{'att': 188, 'def': 16}",7,7,3,1,1.9961000000000002,w,2024-09-30 19:00:00,1,0,0,3,0.746082
a,1.94963,0.912063,1.94963,0.912063,"{'att': 221, 'def': 26}","{'att': 201, 'def': 15}",7,2,0,1,2.1873,l,2024-10-05 14:00:00,0,0,1,0,1.0375670000000001
h,2.18419,0.740758,1.42302,0.740758,"{'att': 247, 'def': 21}","{'att': 178, 'def': 20}",7,4,2,0,2.4646,w,2024-10-19 16:30:00,1,0,0,3,0.6822619999999999
a,0.328651,1.974,0.328651,1.974,"{'att': 229, 'def': 26}","{'att': 186, 'def': 18}",6,16,1,1,0.267,d,2024-10-26 14:00:00,0,1,0,1,-1.645349
h,2.4493,2.3527,2.4493,2.3527,"{'att': 301, 'def': 20}","{'att': 169, 'def': 13}",6,17,2,1,1.4571,w,2024-11-02 15:00:00,1,0,0,3,0.09660000000000002
a,2.49234,1.56474,2.49234,1.56474,"{'att': 202, 'def': 23}","{'att': 135, 'def': 15}",6,14,2,3,2.0433,l,2024-11-09 15:00:00,0,0,1,0,0.9276
h,1.91157,1.23059,1.91157,1.23059,"{'att': 230, 'def': 31}","{'att': 247, 'def': 19}",11,5,1,2,1.8321999999999998,l,2024-11-23 15:00:00,0,0,1,0,0.6809799999999999
a,3.07901,0.866034,0.795501,0.866034,"{'att': 290, 'def': 27}","{'att': 181, 'def': 16}",4,8,4,2,2.7676,w,2024-11-30 15:00:00,1,0,0,3,-0.07053299999999996
h,3.27716,0.623934,3.27716,0.623934,"{'att': 219, 'def': 31}","{'att': 97, 'def': 27}",10,11,1,0,2.7977000000000003,w,2024-12-05 20:15:00,1,0,0,3,2.653226
a,3.49127,1.5668,3.49127,1.5668,"{'att': 164, 'def': 32}","{'att': 188, 'def': 20}",12,12,2,1,2.5852999999999997,w,2024-12-08 14:00:00,1,0,0,3,1.9244700000000001
h,2.04842,1.81827,2.04842,1.0571,"{'att': 218, 'def': 19}","{'att': 207, 'def': 19}",10,6,1,1,1.5071999999999999,d,2024-12-16 20:00:00,0,1,0,1,0.9913200000000002
a,1.82831,2.28533,1.06714,2.28533,"{'att': 240, 'def': 26}","{'att': 169, 'def': 23}",3,14,3,0,1.0631,w,2024-12-22 14:00:00,1,0,0,3,-1.21819
h,1.20189,0.500066,1.20189,0.500066,"{'att': 218, 'def': 34}","{'att': 225, 'def': 19}",10,8,0,0,1.9444000000000001,d,2024-12-26 15:00:00,0,1,0,1,0.7018239999999999
