id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1250,Mohamed Salah,31,2766,27,22.73575109243393,17,11.92607805505395,108,70,1,0,F M,Liverpool,18,15.885231513530016,36.5840120986104,11.152481760829687
8260,Erling Haaland,28,2488,21,22.889690689742565,3,3.3539292896166444,103,26,2,0,F,Manchester City,19,20.606184132397175,22.09531505405903,3.048169631510973
5232,Alexander Isak,27,2231,20,17.115028209984303,5,4.949788585305214,75,37,1,0,F,Newcastle United,18,15.592690505087376,22.23838596045971,3.177486339583993
4456,Chris Wood,29,2405,18,12.613875955343246,3,2.3563519548624754,53,15,1,0,F S,Nottingham Forest,15,10.33036932349205,11.470611158758402,1.4116240590810776
6552,Bryan Mbeumo,31,2789,16,11.200962003320456,5,8.225785536691546,68,55,2,0,D F M,Brentford,11,7.395117733627558,20.759860210120678,7.739358428865671
8497,Cole Palmer,30,2598,14,13.91231257840991,7,10.342251390218735,107,71,5,0,M S,Chelsea,11,10.867637146264315,23.970960477367043,7.39438009262085
5735,Jean-Philippe Mateta,29,2282,13,13.414906974881887,2,3.612476220354438,57,26,2,0,F S,Crystal Palace,11,11.892569240182638,15.633345125243068,2.6924072885885835
5786,Yoane Wissa,28,2313,13,15.129569418728352,2,2.5439011082053185,69,23,2,0,F M S,Brentford,13,15.129569418728352,21.002961304038763,3.901313431560993
7080,Matheus Cunha,26,2158,13,6.695632383227348,4,6.292770346626639,86,43,3,0,F M S,Wolverhampton Wanderers,13,6.695632383227348,15.532685063779354,6.229968358762562
8865,Ollie Watkins,31,2208,13,16.21034386754036,6,3.31786048412323,72,21,1,0,F S,Aston Villa,11,14.688006073236465,16.042568415403366,2.6828529611229897
6963,Justin Kluivert,28,1985,12,10.10940053127706,6,4.7975802924484015,56,42,6,0,M S,Bournemouth,6,5.5423873998224735,13.834104228764772,5.073739780113101
8868,Liam Delap,30,2406,12,11.465802527964115,2,2.7063311636447906,60,19,8,0,F S,Ipswich,10,9.94346485286951,14.337222635746002,3.120483895763755
10760,Brennan Johnson,28,1886,11,10.616742681711912,2,2.8692280910909176,52,18,5,0,F M S,Tottenham,11,10.616742681711912,15.675110135227442,3.490306168794632
11070,Jørgen Strand Larsen,29,2275,11,8.542625434696674,2,2.882735962048173,44,17,4,0,F S,Wolverhampton Wanderers,11,8.542625434696674,13.825123926624656,3.3533140756189823
4105,Raúl Jiménez,31,1965,10,12.086033035069704,3,3.6030040066689253,79,17,3,0,F S,Fulham,7,9.802526447921991,14.528608315624297,4.239570082165301
10408,Luis Díaz,30,1996,10,8.97520861029625,5,5.296486782841384,58,47,2,0,F M S,Liverpool,10,8.97520861029625,21.690371967852116,8.927203059196472
5220,Kai Havertz,21,1848,9,11.7567791454494,3,2.8705838210880756,52,16,4,0,F M,Arsenal,9,11.7567791454494,15.865237101912498,4.696250442415476
6818,James Maddison,29,1723,9,5.846499286592007,6,5.791084833443165,38,37,6,0,M S,Tottenham,9,5.846499286592007,15.168265976011753,7.385663418099284
10048,Nicolas Jackson,25,1927,9,12.991743460297585,5,3.3569803182035685,67,27,6,0,F S,Chelsea,9,12.991743460297585,15.879112273454666,2.969531351700425
