h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.24405,1.90915,1.24405,1.90915,"{'att': 225, 'def': 26}","{'att': 219, 'def': 22}",10,4,1,1,0.8518999999999999,d,2024-08-17 14:00:00,0,1,0,1,-0.6650999999999998
a,2.86475,0.214952,2.86475,0.214952,"{'att': 425, 'def': 23}","{'att': 171, 'def': 21}",9,4,1,0,2.8807,w,2024-08-24 14:00:00,1,0,0,3,2.649798
h,1.41069,0.937632,1.41069,0.937632,"{'att': 190, 'def': 29}","{'att': 186, 'def': 29}",9,4,1,1,1.7413,d,2024-08-31 14:00:00,0,1,0,1,0.473058
a,0.589532,1.17044,0.589532,1.17044,"{'att': 307, 'def': 18}","{'att': 112, 'def': 30}",4,6,1,0,0.7849,w,2024-09-14 14:00:00,1,0,0,3,-0.580908
a,1.36923,1.56836,0.608061,1.56836,"{'att': 273, 'def': 12}","{'att': 122, 'def': 23}",3,4,2,2,1.2142,d,2024-09-22 13:00:00,0,1,0,1,-0.960299
h,0.614351,1.43592,0.614351,0.674751,"{'att': 281, 'def': 14}","{'att': 157, 'def': 19}",8,4,0,1,0.6134,l,2024-09-28 14:00:00,0,0,1,0,-0.06040000000000001
a,1.66654,2.27752,1.66654,2.27752,"{'att': 270, 'def': 17}","{'att': 135, 'def': 23}",5,13,1,1,0.9482,d,2024-10-06 13:00:00,0,1,0,1,-0.6109800000000001
h,1.88573,0.835001,1.88573,0.835001,"{'att': 248, 'def': 17}","{'att': 208, 'def': 24}",9,5,1,0,2.1385,w,2024-10-21 19:00:00,1,0,0,3,1.050729
a,2.54488,0.832415,2.54488,0.832415,"{'att': 298, 'def': 21}","{'att': 118, 'def': 23}",6,8,3,1,2.5784000000000002,w,2024-10-25 19:00:00,1,0,0,3,1.712465
h,2.35011,0.132317,2.35011,0.132317,"{'att': 227, 'def': 16}","{'att': 196, 'def': 15}",11,2,3,0,2.8259999999999996,w,2024-11-02 15:00:00,1,0,0,3,2.217793
h,1.17852,1.86904,1.17852,1.86904,"{'att': 246, 'def': 23}","{'att': 166, 'def': 12}",4,10,1,3,0.8372999999999999,l,2024-11-10 14:00:00,0,0,1,0,-0.69052
a,0.403136,1.66016,0.403136,1.66016,"{'att': 368, 'def': 17}","{'att': 158, 'def': 15}",0,19,0,3,0.4249,l,2024-11-23 15:00:00,0,0,1,0,-1.2570240000000001
h,1.76587,0.462771,1.0047,0.462771,"{'att': 206, 'def': 16}","{'att': 139, 'def': 18}",3,5,1,0,2.4696000000000002,w,2024-11-30 15:00:00,1,0,0,3,0.5419289999999999
a,0.802155,3.20169,0.802155,3.20169,"{'att': 289, 'def': 27}","{'att': 118, 'def': 15}",7,10,0,3,0.1778,l,2024-12-04 19:30:00,0,0,1,0,-2.399535
a,0.651217,1.4697,0.651217,1.4697,"{'att': 343, 'def': 13}","{'att': 77, 'def': 24}",4,7,3,2,0.6564000000000001,w,2024-12-07 17:30:00,1,0,0,3,-0.818483
h,2.2861,0.389423,2.2861,0.389423,"{'att': 277, 'def': 16}","{'att': 237, 'def': 14}",5,7,2,1,2.6913,w,2024-12-14 17:30:00,1,0,0,3,1.8966769999999997
a,0.964897,0.769004,0.964897,0.769004,"{'att': 274, 'def': 18}","{'att': 141, 'def': 29}",6,11,2,0,1.5014,w,2024-12-21 15:00:00,1,0,0,3,0.19589299999999998
h,1.30018,1.05758,1.30018,1.05758,"{'att': 301, 'def': 13}","{'att': 108, 'def': 20}",5,9,1,0,1.5766999999999998,w,2024-12-26 15:00:00,1,0,0,3,0.24259999999999993
a,2.02753,0.615191,2.02753,0.615191,"{'att': 221, 'def': 13}","{'att': 131, 'def': 16}",7,8,2,0,2.4487,w,2024-12-29 15:00:00,1,0,0,3,1.412339
a,2.57227,1.90463,2.57227,1.90463,"{'att': 273, 'def': 15}","{'att': 191, 'def': 20}",11,12,3,0,1.8789,w,2025-01-06 20:00:00,1,0,0,3,0.66764
h,0.5292,2.72291,0.5292,2.72291,"{'att': 237, 'def': 11}","{'att': 102, 'def': 16}",2,18,1,1,0.1675,d,2025-01-14 20:00:00,0,1,0,1,-2.1937100000000003
h,2.36419,1.25922,2.36419,1.25922,"{'att': 244, 'def': 19}","{'att': 167, 'def': 17}",9,2,3,2,2.3204,w,2025-01-19 14:00:00,1,0,0,3,1.1049699999999998
