goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.1011062040925026,90,MC,Everton,Arsenal,1,1,2025-04-05,26905,2024,716505,0,0,0,0,0.1011062040925026,0.10987962037324905,0.05894769728183746
1,2,0.11255132406949997,90,FW,Arsenal,Fulham,2,1,2025-04-01,26892,2024,715950,0,0,0,1,0.11255132406949997,0.5380284786224365,0.5380284786224365
1,2,0.13565976917743683,90,FW,Arsenal,Chelsea,1,0,2025-03-16,26883,2024,713663,0,0,0,1,0.13565976917743683,0.18105171620845795,0.09519220888614655
0,1,0.09800684452056885,90,FW,Manchester United,Arsenal,1,1,2025-03-09,26877,2024,712204,0.3530222475528717,0,2,0,0.09800684452056885,0.8981125354766846,0.4470834732055664
0,2,0.25601303577423096,90,FW,Nottingham Forest,Arsenal,0,0,2025-02-26,26864,2024,709166,0.1792166382074356,0,2,0,0.25601303577423096,0.23456920683383942,0.1952008157968521
0,2,0.4766212999820709,90,FW,Arsenal,West Ham,0,1,2025-02-22,26853,2024,707769,0.07876785099506378,0,2,0,0.4766212999820709,0.5683088898658752,0.11571358889341354
2,2,0.9708110094070435,17,Sub,Leicester,Arsenal,0,2,2025-02-15,26846,2024,705963,0,0,0,2,0.9708110094070435,1.0218467712402344,0.05103578418493271
0,0,0,5,Sub,Arsenal,Manchester City,5,1,2025-02-02,26833,2024,704202,0,0,0,0,0,0.05261600762605667,0.05261600762605667
0,3,0.21912062168121338,90,MC,Arsenal,Aston Villa,2,2,2025-01-18,26812,2024,700180,0.023637913167476654,0,1,0,0.21912062168121338,0.9512650370597839,0.7914488315582275
0,0,0,1,Sub,Arsenal,Tottenham,2,1,2025-01-15,26802,2024,699517,0,0,0,0,0,0,0
0,1,0.42732805013656616,90,MC,Brighton,Arsenal,1,1,2025-01-04,26794,2024,697389,0.31540384888648987,1,2,0,0.42732805013656616,0.6484442949295044,0.36149150133132935
1,2,0.9583759307861328,82,MC,Brentford,Arsenal,1,3,2025-01-01,26783,2024,697033,0,0,0,1,0.9583759307861328,0.22501377761363983,0.10277167707681656
0,1,0.06511839479207993,17,Sub,Arsenal,Ipswich,1,0,2024-12-27,26773,2024,696408,0,0,0,0,0.06511839479207993,0.598857045173645,0.5337386131286621
0,0,0,1,Sub,Crystal Palace,Arsenal,1,5,2024-12-21,26765,2024,695508,0,0,0,0,0,0,0
0,1,0.06120174378156662,70,MC,Arsenal,Everton,0,0,2024-12-14,26755,2024,693730,0.16835659742355347,0,2,0,0.06120174378156662,0.2236192226409912,0.055262621492147446
0,0,0,15,Sub,Fulham,Arsenal,1,1,2024-12-08,26749,2024,692739,0,0,0,0,0,0,0
0,1,0.19437436759471893,18,Sub,Arsenal,Manchester United,2,0,2024-12-04,26733,2024,691521,0,0,0,0,0.19437436759471893,0.4393773376941681,0.4393773376941681
0,1,0.0364292748272419,90,MC,Arsenal,Nottingham Forest,3,0,2024-11-23,26714,2024,688487,0,0,0,0,0.0364292748272419,0.4688176214694977,0.4323883652687073
0,1,0.38459455966949463,16,Sub,Chelsea,Arsenal,1,1,2024-11-10,26705,2024,687582,0,0,0,0,0.38459455966949463,0.961180567741394,0.961180567741394
0,2,0.14623093605041504,64,MC,Newcastle United,Arsenal,1,0,2024-11-02,26694,2024,684672,0,0,0,0,0.14623093605041504,0.009320346638560295,0
1,2,0.46802812814712524,90,MC,Arsenal,Liverpool,2,2,2024-10-27,26691,2024,683701,0.057853396981954575,0,1,1,0.46802812814712524,0.1901012808084488,0.1901012808084488
