goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DC,Southampton,Crystal Palace,1,1,2025-04-02,26900,2024,716206,0.04370501637458801,0,1,0,0,0.20186902582645416,0.15816400945186615
0,1,0.0338749885559082,90,DC,Southampton,Wolverhampton Wanderers,1,2,2025-03-15,26891,2024,713042,0,0,0,0,0.0338749885559082,0.18013092875480652,0.18013092875480652
0,1,0.0855180025100708,90,DC,Liverpool,Southampton,3,1,2025-03-08,26876,2024,711400,0,0,0,0,0.0855180025100708,0.05873589217662811,0.05873589217662811
0,0,0,42,Sub,Chelsea,Southampton,4,0,2025-02-25,26869,2024,709024,0,0,0,0,0,0.10860729217529297,0.10860729217529297
0,0,0,49,DC,Ipswich,Southampton,1,2,2025-02-01,26837,2024,703371,0,0,0,0,0,0.017885666340589523,0.017885666340589523
0,2,0.13392126560211182,90,DC,Southampton,Newcastle United,1,3,2025-01-25,26829,2024,701467,0.03021988458931446,0,1,0,0.13392126560211182,0.18777863681316376,0.15755875408649445
0,1,0.04261612892150879,90,DC,Nottingham Forest,Southampton,3,2,2025-01-19,26820,2024,700517,0,0,0,0,0.04261612892150879,0.023052163422107697,0.023052163422107697
0,1,0.04050851985812187,90,DC,Manchester United,Southampton,3,1,2025-01-16,26811,2024,699584,0.20479626953601837,0,2,0,0.04050851985812187,0.5755384564399719,0.5755384564399719
0,1,0.025177307426929474,90,DC,Southampton,Brentford,0,5,2025-01-04,26799,2024,697190,0,0,0,0,0.025177307426929474,0.16180966794490814,0.13663235306739807
0,1,0.0320218987762928,90,DC,Crystal Palace,Southampton,2,1,2024-12-29,26784,2024,696657,0,0,0,0,0.0320218987762928,0.12393573671579361,0.12393573671579361
0,0,0,90,DC,Southampton,West Ham,0,1,2024-12-26,26780,2024,696272,0.43850359320640564,0,1,0,0,1.1686618328094482,0.730158269405365
0,0,0,90,DC,Fulham,Southampton,0,0,2024-12-22,26763,2024,695648,0,0,0,0,0,0.07891258597373962,0.07891258597373962
0,1,0.00962061807513237,90,DC,Southampton,Tottenham,0,5,2024-12-15,26759,2024,694620,0,0,0,0,0.00962061807513237,0.9319111704826355,0.922290563583374
0,0,0,90,DC,Aston Villa,Southampton,1,0,2024-12-07,26742,2024,692179,0,0,0,0,0,0.11882439255714417,0.11882439255714417
0,0,0,90,DC,Brighton,Southampton,1,1,2024-11-29,26723,2024,689632,0,0,0,0,0,0.14916974306106567,0.14916974306106567
0,0,0,90,DC,Southampton,Liverpool,2,3,2024-11-24,26721,2024,689130,0.023734262213110924,0,1,0,0,0.05263259634375572,0.02889833226799965
0,1,0.402206689119339,90,DC,Wolverhampton Wanderers,Southampton,2,0,2024-11-09,26711,2024,686679,0,0,0,0,0.402206689119339,0.06133110448718071,0.06133110448718071
0,2,0.16225364804267883,90,DC,Southampton,Everton,1,0,2024-11-02,26699,2024,685116,0,0,0,0,0.16225364804267883,0.3122638463973999,0.3122638463973999
0,0,0,90,DC,Manchester City,Southampton,1,0,2024-10-26,26683,2024,682947,0,0,0,0,0,0.32219818234443665,0.32219818234443665
0,2,0.12682697176933289,90,DC,Southampton,Leicester,2,3,2024-10-19,26678,2024,681384,0.6065917611122131,0,2,0,0.12682697176933289,0.618867814540863,0
0,1,0.5442954301834106,90,DC,Arsenal,Southampton,3,1,2024-10-05,26666,2024,679534,0.0684124007821083,0,1,0,0.5442954301834106,0.14547474682331085,0.07706234604120255
1,2,0.3969308137893677,90,DC,Bournemouth,Southampton,3,1,2024-09-30,26661,2024,678940,0,0,0,1,0.3969308137893677,0.11251577734947205,0.11251577734947205
0,1,0.09397579729557037,90,DC,Southampton,Ipswich,1,1,2024-09-21,26643,2024,675627,0.07464812695980072,0,1,0,0.09397579729557037,0.10417649149894714,0.10417649149894714
0,0,0,5,Sub,Southampton,Manchester United,0,3,2024-09-14,26632,2024,673368,0,0,0,0,0,0,0
0,0,0,59,DC,Brentford,Southampton,3,1,2024-08-31,26623,2024,671739,0.11520012468099594,0,1,0,0,0.11520012468099594,0.11520012468099594
0,0,0,77,DC,Southampton,Nottingham Forest,0,1,2024-08-24,26616,2024,668041,0,0,0,0,0,0.030219756066799164,0.030219756066799164
0,0,0,90,DC,Newcastle United,Southampton,1,0,2024-08-17,26606,2024,666372,0.0185290165245533,0,1,0,0,0.6051218509674072,0.6051218509674072
