first_name,second_name,id
David,Raya Martín,1
Kepa,Arrizabalaga Revuelta,2
Karl,Hein,3
Tommy,Setford,4
Gabriel,dos Santos Magalhães,5
William,Saliba,6
Riccardo,Calafiori,7
Jurriën,Timber,8
Jakub,Kiwior,9
Myles,Lewis-Skelly,10
Benjamin,White,11
Oleksandr,Zinchenko,12
Brayden,Clarke,13
Maldini,Kacurri,14
Josh,Nichols,15
Bukayo,Saka,16
Martin,Ødegaard,17
Noni,Madueke,18
Gabriel,Martinelli Silva,19
Leandro,Trossard,20
Declan,Rice,21
Mikel,Merino Zazón,22
Fábio,Ferreira Vieira,23
Christian,Nørgaard,24
Ethan,Nwaneri,25
Martín,Zubimendi Ibáñez,26
Reiss,Nelson,27
Ismeal,Kabia,28
Albert,Sambi Lokonga,29
Kai,Havertz,30
Gabriel,Fernando de Jesus,31
Cristhian,Mosquera,662
Viktor,Gyökeres,666
Emiliano,Martínez Romero,32
Marco,Bizot,33
Joe,Gauci,34
Filip,Marschall,35
Matty,Cash,36
Lucas,Digne,37
Ezri,Konsa Ngoyo,38
Ian,Maatsen,39
Tyrone,Mings,40
Pau,Torres,41
Andrés,García,42
Álex,Moreno Lopera,43
Lamare,Bogarde,44
Lino,da Cruz Sousa,45
Yasin,Özcan,46
Morgan,Rogers,47
Youri,Tielemans,48
Leon,Bailey,49
Emiliano,Buendía Stati,50
Samuel,Iling-Junior,51
Jacob,Ramsey,52
Donyell,Malen,53
John,McGinn,54
Ross,Barkley,55
Enzo,Barrenechea,56
Lewis,Dobbin,57
Boubacar,Kamara,58
Amadou,Onana,59
Ben,Broggio,60
Leander,Dendoncker,61
Jamaldeen,Jimoh-Aloba,62
Kadan,Young,63
Ollie,Watkins,64
Zépiqueno,Redmond,65
Max,Weiß,183
Etienne,Green,184
Václav,Hladký,185
Connor,Roberts,186
Kyle,Walker,187
Hannes,Delcroix,188
Owen,Dodgson,189
Hjalmar,Ekdal,190
Maxime,Estève,191
Quilindschy,Hartman,192
Bashir,Humphreys,193
Jordan,Beyer,194
Lucas,Pires Silva,195
Shurandy,Sambo,196
Oliver,Sonne,197
Axel,Tuanzebe,198
Joe,Worrall,199
Jaidon,Anthony,200
Manuel,Benson Hedilazio,201
Jacob,Bruun Larsen,202
Enock,Agyei,203
Darko,Churlinov,204
Josh,Cullen,205
Marcus,Edwards,206
Hannibal,Mejbri,207
Luca,Koleosho,208
Josh,Laurent,209
Loum,Tchaouna,210
Aaron,Ramsey,211
Oluwaseun,Adewumi,212
Jaydon,Banel,213
Mike,Trésor Ndayishimiye,214
Zian,Flemming,215
Zeki,Amdouni,216
Lyle,Foster,217
Ashley,Barnes,218
Michael,Obafemi,219
Norberto,Murara Neto,66
Đorđe,Petrović,67
Will,Dennis,68
Callan,McKenna,69
Alex,Paulsen,70
Illia,Zabarnyi,71
Marcos,Senesi Barón,72
Adam,Smith,73
Adrien,Truffert,74
Matai,Akinmboni,75
Owen,Bevan,76
James,Hill,77
Julián,Araujo Zúñiga,78
Chris,Mepham,79
Julio,Soler Barreto,80
Justin,Kluivert,81
Antoine,Semenyo,82
Dango,Ouattara,83
Marcus,Tavernier,84
Tyler,Adams,85
David,Brooks,86
Ryan,Christie,87
Lewis,Cook,88
Philip,Billing,89
Alex,Scott,90
Luis,Sinisterra Lucumí,91
Romain,Faivre,92
Hamed,Traorè,93
Dominic,Sadi,94
Zain,Silcott-Duberry,95
Ben,Winterburn,96
Francisco Evanilson,de Lima Barbosa,97
Enes,Ünal,98
Daniel,Adu-Adjei,99
Eli Junior,Kroupi,100
Caoimhín,Kelleher,101
Ellery,Balcombe,102
Matthew,Cox,103
Julian,Eyestone,104
Hákon Rafn,Valdimarsson,105
Nathan,Collins,106
Keane,Lewis-Potter,107
Kristoffer,Ajer,108
Rico,Henry,109
Michael,Kayode,110
