name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell,0,25,0,0,0,12,0,16,18,5.7,0,0,454,0,0,146,1,2,0,3.3,8602,26.6,0,2016-12-11T16:30:00Z,11 Dec 16:30,0,0,90,1,1,9,0,0,0,0,5,0,15,0,13321,1,0,1,2,2,1.0,1,-1195,163,1358,53,False,0,0
Aaron_Lennon,1,3,1,0,0,18,0,1,3,28.5,0,0,142,0,0,148,0,0,0,5.3,8290,24.4,2,2016-12-10T12:30:00Z,10 Dec 12:30,0,0,8,0,2,18,0,0,0,0,0,0,15,0,7459,1,0,0,2,3,0.0,4,-105,73,178,55,False,0,0
Aaron_Ramsey,0,0,0,0,0,0,0,0,0,0.0,0,0,16,0,0,141,0,0,0,0.0,8164,0.0,0,2016-12-10T15:00:00Z,10 Dec 15:00,0,0,0,0,0,14,0,0,0,0,0,0,15,0,42097,0,0,0,1,3,0.0,0,-827,401,1228,76,True,0,0
Abdoulaye_Doucouré,0,0,0,0,0,0,0,0,0,0.0,0,0,482,0,0,148,0,0,0,0.0,8630,0.0,0,2016-12-10T12:30:00Z,10 Dec 12:30,0,0,0,0,0,6,0,0,0,0,0,0,15,0,663,0,0,0,2,3,0.0,0,-5,7,12,46,True,0,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,0,0,0.0,0,0,80,0,0,143,0,0,0,0.0,8228,0.0,0,2016-12-11T12:00:00Z,11 Dec 12:00,0,0,0,0,0,19,0,0,0,0,0,0,15,0,1060,0,0,0,0,1,0.0,0,-12,17,29,55,True,0,0
Abel_Hernández,0,0,0,0,0,0,0,0,0,0.0,0,0,163,0,0,144,0,0,0,0.0,8311,0.0,0,2016-12-10T15:00:00Z,10 Dec 15:00,0,0,0,0,0,5,0,0,0,0,0,0,15,0,38830,0,0,0,3,3,0.0,0,-2128,106,2234,59,True,0,0
Adama_Diomande,0,22,0,1,0,25,0,0,19,5.3,2,0,164,0,0,144,4,3,1,12.4,8312,39.4,0,2016-12-10T15:00:00Z,10 Dec 15:00,0,0,90,2,0,5,0,0,0,0,1,0,15,0,190623,1,2,1,3,3,79.0,6,-6760,5261,12021,45,True,0,0
Adama_Traoré,0,0,0,0,0,4,0,0,0,0.0,2,0,563,0,0,150,0,0,0,0.2,8711,2.0,0,2016-12-11T14:15:00Z,11 Dec 14:15,0,0,10,0,0,13,0,0,0,0,1,0,15,0,10794,1,0,0,0,1,0.0,1,-1150,734,1884,48,False,0,0
Adam_Clayton,0,52,0,0,0,12,0,10,46,2.2,0,0,283,0,0,150,3,1,0,3.3,8431,30.6,0,2016-12-11T14:15:00Z,11 Dec 14:15,0,0,90,0,0,13,0,0,0,0,6,0,15,0,25556,1,1,0,0,1,0.0,1,-883,856,1739,43,False,0,1
Adam_Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,30,0,0,142,0,0,0,0.0,8178,0.0,0,2016-12-10T15:00:00Z,10 Dec 15:00,0,0,0,0,0,3,0,0,0,0,0,0,15,0,5354,0,0,0,2,3,0.0,0,8,196,188,44,False,0,0
