pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,1,22,0,1,Sat,0,Premier League,0,4,33,0.0,LB,10,2021-08-14,0,25,Y,Aston Villa,0,0,0.0,0.0,83.3,0,30,,45,0,L 2–3,0,,2,0,Away,0,Matchweek 1,Watford,1
,,,,,Sat,,Premier League,,,,,,,2021-08-21,,,N,Aston Villa,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Newcastle Utd,
0,,,0,,Tue,,EFL Cup,0,,,,LB,,2021-08-24,0,,Y,Aston Villa,0,,,,,0,,,90,,W 6–0,0,,,,Away,0,Second round,Barrow,1
0,0,55,0,5,Sat,0,Premier League,0,3,87,0.0,LB,6,2021-08-28,0,49,Y,Aston Villa,0,1,0.0,0.0,63.6,0,77,,90,0,D 1–1,0,,3,0,Home,0,Matchweek 3,Brentford,4
0,1,16,0,2,Sat,0,Premier League,0,5,36,0.0,WB,15,2021-09-11,0,21,Y,Aston Villa,0,0,0.0,0.0,77.8,1,27,,90,0,L 0–3,0,,0,0,Away,0,Matchweek 4,Chelsea,4
0,1,32,0,1,Sat,0,Premier League,0,8,48,0.0,WB,12,2021-09-18,0,28,Y,Aston Villa,0,0,0.1,0.0,68.3,0,41,,60,0,W 3–0,0,,4,2,Home,0,Matchweek 5,Everton,0
0,0,26,0,1,Sat,0,Premier League,0,3,49,0.3,WB,11,2021-09-25,0,27,Y,Aston Villa,1,0,0.0,0.3,64.3,0,42,,90,0,W 1–0,0,,1,0,Away,0,Matchweek 6,Manchester Utd,3
0,3,28,0,2,Sun,1,Premier League,1,9,54,0.1,"WB,LB",17,2021-10-03,0,25,Y,Aston Villa,1,1,0.6,0.1,65.8,0,38,,90,0,L 1–2,0,,1,3,Away,0,Matchweek 7,Tottenham,3
0,1,35,0,2,Sat,0,Premier League,0,5,64,0.0,WB,5,2021-10-16,0,42,Y,Aston Villa,0,0,0.0,0.0,77.8,0,54,,90,0,L 2–3,0,,2,1,Home,0,Matchweek 8,Wolves,4
0,5,22,0,2,Fri,0,Premier League,0,8,49,0.0,"LB,WB",15,2021-10-22,0,35,Y,Aston Villa,0,0,0.9,0.0,83.3,1,42,,90,0,L 1–3,0,,3,1,Away,0,Matchweek 9,Arsenal,1
