pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Leicester City,
0,1,5,0,0,Sun,0,Premier League,0,0,4,0.0,RW,2021-08-22,0,0,2,N,Wolves,1,1,0.0,0.0,66.7,0,3,,7,1,L 0–1,0,,2,0,Home,0,Matchweek 2,Tottenham,0
0,,,0,,Tue,,EFL Cup,0,,,,DM,2021-08-24,,1,,Y,Wolves,1,,,,,0,,,81,,W 4–0,0,,,,Away,0,Second round,Nott'ham Forest,2
,,,,,Sun,,Premier League,,,,,,2021-08-29,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Manchester Utd,
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Wolves,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Watford,
,,,,,Sat,,Premier League,,,,,,2021-09-18,,,,N,Wolves,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Brentford,
0,,,0,,Wed,,EFL Cup,1,,,,LM,2021-09-22,,1,,Y,Wolves,1,,,,,0,,,74,,D 2 ,0,,,,Home,0,Third round,Tottenham,1
,,,,,Sat,,Premier League,,,,,,2021-10-02,,,,N,Wolves,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Newcastle Utd,
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Wolves,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Matchweek 8,Aston Villa,
0,2,27,0,2,Sat,0,Premier League,0,3,54,0.1,WB,2021-10-23,22,1,28,Y,Wolves,1,3,0.0,0.1,75.7,0,37,,82,2,D 1–1,0,,2,5,Away,0,Matchweek 9,Leeds United,2
0,2,59,0,1,Mon,1,Premier League,1,6,81,0.0,WB,2021-11-01,35,0,57,Y,Wolves,0,4,0.1,0.0,79.2,1,72,,90,3,W 2–1,0,,14,0,Home,0,Matchweek 10,Everton,2
0,0,37,0,1,Sat,0,Premier League,0,0,61,0.0,WB,2021-11-06,25,0,27,Y,Wolves,0,2,0.0,0.0,64.3,0,42,,90,2,L 0–2,0,,4,9,Away,0,Matchweek 11,Crystal Palace,2
0,4,39,0,0,Sat,0,Premier League,0,2,70,0.0,WB,2021-11-20,17,0,43,Y,Wolves,0,0,0.4,0.0,69.4,0,62,,90,0,W 1–0,0,,5,5,Home,0,Matchweek 12,West Ham,0
0,1,47,0,1,Sat,0,Premier League,0,0,79,0.0,"WB,LB",2021-11-27,25,1,47,Y,Wolves,1,4,0.1,0.0,73.4,0,64,,90,0,D 0–0,0,,13,2,Away,0,Matchweek 13,Norwich City,3
0,1,65,0,1,Wed,0,Premier League,0,5,83,0.1,WB,2021-12-01,14,0,49,Y,Wolves,2,9,0.0,0.1,68.1,0,72,,90,4,D 0–0,0,,17,2,Home,0,Matchweek 14,Burnley,0
