pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Norwich City,,,,,,,,,,,L 0–5,,"On matchday squad, but did not play",,,Away,,Matchweek 2,Manchester City,
0,,,0,,Tue,,EFL Cup,0,,,,CB,2021-08-24,,1,,Y,Norwich City,1,,,,,0,,,90,,W 6–0,0,,,,Home,0,Second round,Bournemouth,1
,,,,,Sat,,Premier League,,,,,,2021-08-28,,,,N,Norwich City,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Leicester City,
0,,,0,,Wed,,WCQ,0,,,,,2021-09-01,,0,,N,Republic of Ireland,0,,,,,0,,,56,,L 1–2,0,,,,Away,0,First round,Portugal,1
,,,,,Sat,,WCQ,,,,,,2021-09-04,,,,N,Republic of Ireland,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,First round,Azerbaijan,
0,,,0,,Tue,,WCQ,0,,,,CB,2021-09-07,,1,,Y,Republic of Ireland,1,,,,,0,,,90,,D 1–1,0,,,,Home,0,First round,Serbia,1
0,0,38,0,4,Sat,0,Premier League,0,2,57,0.0,CB,2021-09-11,6,0,44,Y,Norwich City,0,0,0.0,0.0,89.8,0,49,,90,0,L 0–1,0,,1,0,Away,0,Matchweek 4,Arsenal,2
,,,,,Sat,,Premier League,,,,,,2021-09-18,,,,N,Norwich City,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Watford,
0,,,0,,Tue,,EFL Cup,0,,,,CB,2021-09-21,,0,,Y,Norwich City,0,,,,,0,,,90,,L 0–3,0,,,,Home,0,Third round,Liverpool,1
,,,,,Sat,,Premier League,,,,,,2021-09-25,,,,N,Norwich City,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Everton,
,,,,,Sat,,Premier League,,,,,,2021-10-02,,,,N,Norwich City,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 7,Burnley,
0,,,0,,Sat,,WCQ,0,,,,FW,2021-10-09,,0,,Y,Republic of Ireland,0,,,,,0,,,90,,W 3–0,0,,,,Away,0,First round,Azerbaijan,1
0,,,0,,Tue,,Friendlies (M),0,,,,CB,2021-10-12,,,,Y,Republic of Ireland,,,,,,0,,,90,,W 4–0,0,,,,Home,0,Friendlies (M),Qatar,
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Norwich City,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 8,Brighton,
0,0,6,0,0,Sat,0,Premier League,0,0,12,0.0,CB,2021-10-23,9,0,4,N,Norwich City,0,0,0.0,0.0,57.1,0,7,,22,0,L 0–7,0,,0,1,Away,0,Matchweek 9,Chelsea,1
0,0,29,0,1,Sun,0,Premier League,0,3,64,0.1,CB,2021-10-31,12,1,41,Y,Norwich City,1,0,0.0,0.1,78.8,0,52,,90,0,L 1–2,0,,6,4,Home,1,Matchweek 10,Leeds United,2
0,0,15,0,5,Sat,0,Premier League,0,1,44,0.0,CB,2021-11-06,12,0,17,Y,Norwich City,0,0,0.0,0.0,77.3,1,22,,90,0,W 2–1,0,,1,2,Away,0,Matchweek 11,Brentford,4
0,,,0,,Sun,,WCQ,0,,,,,2021-11-14,,0,,N,Republic of Ireland,0,,,,,0,,,1,,W 3–0,0,,,,Away,0,First round,Luxembourg,0
,,,,,Sat,,Premier League,,,,,,2021-11-20,,,,N,Norwich City,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 12,Southampton,
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Norwich City,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 13,Wolves,
,,,,,Tue,,Premier League,,,,,,2021-11-30,,,,N,Norwich City,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 14,Newcastle Utd,
0,0,74,0,0,Sun,0,Premier League,0,7,99,0.2,CB,2021-12-05,10,0,90,Y,Norwich City,1,0,0.0,0.2,93.8,0,96,,90,0,L 0–3,0,,8,1,Away,0,Matchweek 15,Tottenham,1
