pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,13,0,0,Sat,0,UEFA Euro,0,0,38,0.0,GK,0,2021-07-03,0,22,Y,Denmark,0,0,0.0,0.0,64.7,0,34,,90,0,W 2–1,0,,0,0,Away,0,Quarter-finals,Czech Republic,0
0,0,18,0,0,Wed,0,UEFA Euro,0,0,43,0.0,GK,0,2021-07-07,0,24,Y,Denmark,0,0,0.0,0.0,68.6,0,35,,120,0,L 1–2,0,,0,0,Away,0,Semi-finals,England,0
0,,,0,,Sat,,Community Shield,,,,,GK,,2021-08-07,0,,Y,Leicester City,0,,,,,0,,,90,,W 1–0,0,,,,Neutral,0,FA Community Shield,Manchester City,0
0,0,15,0,0,Sat,0,Premier League,0,0,40,0.0,GK,0,2021-08-14,0,33,Y*,Leicester City,0,0,0.0,0.0,84.6,0,39,,90,0,W 1–0,0,,0,0,Home,0,Matchweek 1,Wolves,0
0,0,15,0,0,Mon,0,Premier League,0,0,39,0.0,GK,0,2021-08-23,0,29,Y*,Leicester City,0,0,0.0,0.0,80.6,0,36,,90,0,L 1–4,0,,0,0,Away,0,Matchweek 2,West Ham,0
0,0,11,0,0,Sat,0,Premier League,0,0,38,0.0,GK,0,2021-08-28,0,24,Y*,Leicester City,0,0,0.0,0.0,66.7,0,36,,90,0,W 2–1,0,,0,0,Away,0,Matchweek 3,Norwich City,0
0,,,0,,Wed,,WCQ,0,,,,GK,,2021-09-01,0,,Y,Denmark,0,,,,,0,,,90,,W 2–0,0,,,,Home,0,First round,Scotland,0
0,,,0,,Sat,,WCQ,0,,,,GK,,2021-09-04,0,,Y*,Denmark,0,,,,,0,,,90,,W 1–0,0,,,,Away,0,First round,Faroe Islands,0
0,,,0,,Tue,,WCQ,0,,,,GK,,2021-09-07,0,,Y,Denmark,0,,,,,0,,,90,,W 5–0,0,,,,Home,0,First round,Israel,0
0,0,22,0,0,Sat,0,Premier League,0,0,56,0.0,GK,0,2021-09-11,0,38,Y*,Leicester City,0,0,0.0,0.0,73.1,0,52,,90,0,L 0–1,0,,0,0,Home,0,Matchweek 4,Manchester City,0
0,0,14,0,0,Thu,0,Europa Lg,0,0,48,0.0,GK,0,2021-09-16,0,31,Y*,Leicester City,0,0,0.0,0.0,70.5,0,44,,90,0,D 2–2,0,,0,0,Home,0,Group stage,Napoli,0
