pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,11,0,0,Sat,0,Copa América,0,0,25,0.0,GK,0,2021-07-03,0,16,Y,Argentina,0,0,0.0,0.0,69.6,0,23,,90,0,W 3–0,0,0,0,Neutral,0,Quarter-finals,Ecuador,0
0,0,17,0,0,Tue,0,Copa América,0,0,34,0.0,GK,0,2021-07-06,0,25,Y,Argentina,0,0,0.0,0.0,78.1,0,32,,120,0,D 1 ,0,0,0,Home,0,Semi-finals,Colombia,0
0,0,12,0,0,Sat,0,Copa América,0,0,28,0.0,GK,0,2021-07-10,0,16,Y,Argentina,0,0,0.0,0.0,59.3,0,27,,90,0,W 1–0,0,0,0,Neutral,0,Final,Brazil,0
0,0,14,0,0,Sat,0,Premier League,0,0,33,0.0,GK,0,2021-08-14,0,30,Y,Aston Villa,0,0,0.0,0.0,90.9,0,33,,90,0,L 2–3,0,0,0,Away,0,Matchweek 1,Watford,0
0,0,6,0,0,Sat,0,Premier League,0,0,25,0.0,GK,0,2021-08-21,0,15,Y,Aston Villa,0,0,0.0,0.0,65.2,1,23,,90,0,W 2–0,0,0,0,Home,0,Matchweek 2,Newcastle Utd,0
0,0,22,0,0,Sat,0,Premier League,0,0,35,0.0,GK,0,2021-08-28,0,24,Y,Aston Villa,0,0,0.0,0.0,68.6,0,35,,90,0,D 1–1,0,0,0,Home,0,Matchweek 3,Brentford,0
0,,,0,,Thu,,WCQ,0,,,,GK,,2021-09-02,0,,Y,Argentina,0,,,,,0,,,90,,W 3–1,0,,,Away,0,WCQ — CONMEBOL (M),Venezuela,0
0,,,0,,Sun,,WCQ,0,,,,GK,,2021-09-05,0,,Y,Argentina,0,,,,,0,,,90,, 0–0,0,,,Away,0,WCQ — CONMEBOL (M),Brazil,0
0,1,19,0,0,Sat,0,Premier League,0,0,41,0.0,GK,0,2021-09-18,0,33,Y,Aston Villa,0,0,0.0,0.0,80.5,0,41,,90,0,W 3–0,0,0,0,Home,0,Matchweek 5,Everton,0
0,0,15,0,0,Sat,0,Premier League,0,0,43,0.0,GK,0,2021-09-25,0,17,Y,Aston Villa,0,0,0.0,0.0,41.5,0,41,,90,0,W 1–0,0,0,0,Away,0,Matchweek 6,Manchester Utd,0
