pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Tottenham,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Crystal Palace,
0,,,0,,Thu,,Conf Lg,0,,,,CM,2021-09-16,,,,Y,Tottenham,,,,,,0,,,77,,D 2–2,0,,,,Away,0,Group stage,Rennes,
0,2,33,0,0,Sun,0,Premier League,0,4,47,0.0,CM,2021-09-19,9,0,32,Y,Tottenham,1,2,0.0,0.0,86.5,0,37,,61,2,L 0–3,0,,5,4,Home,0,Matchweek 5,Chelsea,0
0,,,0,,Wed,,EFL Cup,0,,,,CM,2021-09-22,,2,,Y,Tottenham,2,,,,,1,,,120,,D 2 ,0,,,,Away,1,Third round,Wolves,2
0,1,35,0,0,Sun,0,Premier League,0,2,46,0.0,"CM,AM",2021-09-26,15,0,28,Y,Tottenham,0,4,0.0,0.0,87.5,0,32,,69,4,L 1–3,0,,7,3,Away,0,Matchweek 6,Arsenal,1
,,,,,Thu,,Conf Lg,,,,,,2021-09-30,,,,N,Tottenham,,,,,,,,,,,W 5–1,,"On matchday squad, but did not play",,,Home,,Group stage,NŠ Mura,
0,3,27,0,0,Sun,0,Premier League,0,2,38,0.0,AM,2021-10-03,13,1,19,Y,Tottenham,1,2,0.0,0.0,73.1,0,26,,75,1,W 2–1,0,,4,0,Home,0,Matchweek 7,Aston Villa,0
0,3,72,0,0,Sun,0,Premier League,0,3,94,0.3,AM,2021-10-17,13,1,62,Y,Tottenham,5,9,0.0,0.3,88.6,0,70,,90,4,W 3–2,0,,13,5,Away,1,Matchweek 8,Newcastle Utd,0
0,1,51,0,0,Sun,0,Premier League,0,2,63,0.1,AM,2021-10-24,11,1,45,Y,Tottenham,2,2,0.2,0.1,86.5,0,52,,83,1,L 0–1,0,,12,0,Away,0,Matchweek 9,West Ham,1
0,,,0,,Wed,,EFL Cup,0,,,,,2021-10-27,,0,,N,Tottenham,0,,,,,0,,,25,,W 1–0,0,,,,Away,0,Fourth round,Burnley,0
0,0,24,0,0,Sat,0,Premier League,0,1,25,0.0,DM,2021-10-30,4,0,23,N,Tottenham,0,2,0.0,0.0,95.8,0,24,,25,1,L 0–3,0,,4,1,Home,0,Matchweek 10,Manchester Utd,0
0,,,0,,Thu,,Conf Lg,0,,,,,2021-11-04,,,,N,Tottenham,,,,,,0,,,19,,W 3–2,0,,,,Home,0,Group stage,Vitesse,
0,0,5,0,0,Sun,0,Premier League,0,0,5,0.0,AM,2021-11-07,2,0,0,N,Tottenham,0,0,0.0,0.0,0.0,1,1,,6,0,D 0–0,0,,1,0,Away,0,Matchweek 11,Everton,0
,,,,,Sun,,Premier League,,,,,,2021-11-21,,,,N,Tottenham,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 12,Leeds United,
0,,,0,,Thu,,Conf Lg,0,,,,CM,2021-11-25,,,,Y,Tottenham,,,,,,0,,,75,,L 1–2,0,,,,Away,0,Group stage,NŠ Mura,
,,,,,Thu,,Premier League,,,,,,2021-12-02,,,,N,Tottenham,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 14,Brentford,
,,,,,Sun,,Premier League,,,,,,2021-12-05,,,,N,Tottenham,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Home,,Matchweek 15,Norwich City,
0,3,12,0,2,Sun,1,Premier League,1,3,25,0.0,CM,2021-12-19,18,0,11,Y,Tottenham,0,3,0.1,0.0,78.6,0,14,,63,0,D 2–2,0,,5,0,Home,0,Matchweek 18,Liverpool,1
,,,,,Wed,,EFL Cup,,,,,,2021-12-22,,,,N,Tottenham,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Quarter-finals,West Ham,
0,0,5,0,0,Sun,0,Premier League,0,3,9,0.0,DM,2021-12-26,3,0,8,N,Tottenham,0,0,0.0,0.0,100.0,0,8,,12,0,W 3–0,0,,1,0,Home,0,Matchweek 19,Crystal Palace,0
,,,,,Tue,,Premier League,,,,,,2021-12-28,,,,N,Tottenham,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 20,Southampton,
,,,,,Sat,,Premier League,,,,,,2022-01-01,,,,N,Tottenham,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 21,Watford,
0,,,0,,Wed,,EFL Cup,0,,,,,2022-01-05,,0,,N,Tottenham,1,,,,,0,,,45,,L 0–2,0,,,,Away,0,Semi-finals,Chelsea,0
0,,,0,,Sun,,FA Cup,0,,,,CM,2022-01-09,,0,,Y,Tottenham,3,,,,,0,,,68,,W 3–1,0,,,,Home,0,Third round proper,Morecambe,0
0,2,40,0,0,Sat,0,Ligue 1,0,6,54,0.0,DM,2022-02-05,7,0,45,N,Lyon,0,2,0.0,0.0,93.8,0,48,,45,2,L 0–2,0,,6,1,Away,0,Matchweek 23,Monaco,1
0,2,75,0,0,Sat,1,Ligue 1,1,10,93,0.1,DM,2022-02-12,17,0,79,Y,Lyon,1,2,0.9,0.1,91.9,0,86,,89,1,W 2–0,0,,4,2,Home,0,Matchweek 24,Nice,1
0,2,48,0,1,Sat,0,Ligue 1,0,5,70,0.0,DM,2022-02-19,20,0,46,Y,Lyon,1,5,0.0,0.0,83.6,0,55,,90,3,D 1–1,0,,4,2,Away,0,Matchweek 25,Lens,4
0,1,57,0,0,Sun,0,Ligue 1,0,5,74,0.0,DM,2022-02-27,22,0,57,Y,Lyon,0,2,0.0,0.0,91.9,0,62,,90,1,L 0–1,0,,4,2,Home,0,Matchweek 26,Lille,0
0,0,41,0,2,Wed,0,Europa Lg,0,2,46,0.0,DM,2022-03-09,34,0,27,Y,Lyon,2,8,0.0,0.0,90.0,0,30,,90,8,W 1–0,0,,5,3,Away,0,Round of 16,Porto,3
0,0,47,0,0,Sun,0,Ligue 1,0,2,60,0.0,DM,2022-03-13,12,0,42,Y,Lyon,1,5,0.0,0.0,84.0,1,50,,78,3,L 2–4,0,,6,7,Home,0,Matchweek 28,Rennes,1
0,0,32,0,4,Thu,0,Europa Lg,0,4,57,0.0,DM,2022-03-17,21,0,40,Y,Lyon,0,2,0.0,0.0,85.1,0,47,,90,1,D 1–1,0,,3,2,Home,0,Round of 16,Porto,2
,,,,,Sun,,Ligue 1,,,,,,2022-03-20,,,,N,Lyon,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 29,Reims,
0,4,73,0,1,Sun,1,Ligue 1,1,7,83,0.0,DM,2022-04-03,29,0,66,Y,Lyon,0,2,0.5,0.0,88.0,0,75,,77,1,W 3–2,0,,9,2,Home,0,Matchweek 30,Angers,0
0,3,86,0,2,Thu,0,Europa Lg,0,6,111,0.8,DM,2022-04-07,9,1,92,Y,Lyon,3,3,0.1,0.8,92.0,0,100,,90,3,D 1–1,0,,20,1,Away,1,Quarter-finals,West Ham,2
0,3,53,0,3,Sun,0,Ligue 1,0,2,72,0.0,DM,2022-04-10,28,0,46,Y,Lyon,0,4,0.1,0.0,90.2,0,51,,83,1,D 1–1,0,,7,3,Away,0,Matchweek 31,Strasbourg,1
0,0,17,0,0,Thu,0,Europa Lg,0,1,29,0.0,DM,2022-04-14,9,0,23,Y,Lyon,0,0,0.0,0.0,92.0,0,25,,45,0,L 0–3,0,,1,0,Home,0,Quarter-finals,West Ham,0
0,0,2,0,1,Sun,0,Ligue 1,0,0,5,0.0,DM,2022-05-01,4,0,2,N,Lyon,0,0,0.0,0.0,100.0,0,2,,22,0,W 3–0,0,,0,0,Away,0,Matchweek 35,Marseille,0
0,0,18,0,0,Sun,0,Ligue 1,0,2,28,0.0,DM,2022-05-08,9,0,17,N,Lyon,1,0,0.0,0.0,73.9,1,23,,45,0,L 2–3,0,,4,2,Away,0,Matchweek 36,Metz,0
0,1,39,0,0,Sat,0,Ligue 1,0,5,50,0.0,DM,2022-05-14,13,0,42,Y,Lyon,0,1,0.0,0.0,89.4,1,47,,62,1,W 3–2,0,,4,1,Home,0,Matchweek 37,Nantes,1
0,1,24,0,1,Sat,0,Ligue 1,0,2,27,0.1,CM,2022-05-21,3,0,20,N,Lyon,1,0,0.0,0.1,95.2,0,21,,20,0,W 2–1,0,,2,2,Away,0,Matchweek 38,Clermont Foot,0
