pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,27,0,1,Sat,0,Premier League,0,3,52,0.1,"DM,CM",11,2021-08-14,1,31,Y,Aston Villa,3,2,0.0,0.1,77.5,0,40,,90,2,L 2–3,0,1,3,Away,1,Matchweek 1,Watford,2
0,5,23,0,0,Sat,0,Premier League,0,5,43,0.0,CM,5,2021-08-21,0,28,Y,Aston Villa,1,0,0.1,0.0,80.0,0,35,,90,0,W 2–0,0,2,0,Home,0,Matchweek 2,Newcastle Utd,2
0,,,0,,Sat,,WCQ,0,,,,AM,,2021-09-04,0,,Y,Scotland,1,,,,,0,,,64,,W 1–0,0,,,Home,0,First round,Moldova,2
0,,,0,,Tue,,WCQ,0,,,,AM,,2021-09-07,0,,Y,Scotland,2,,,,,0,,,90,,W 1–0,0,,,Away,0,First round,Austria,1
0,4,41,0,0,Sat,0,Premier League,0,9,66,0.0,"CM,DM",30,2021-09-11,0,35,Y,Aston Villa,1,4,0.6,0.0,61.4,1,57,,90,1,L 0–3,0,6,5,Away,0,Matchweek 4,Chelsea,3
0,1,16,0,1,Sat,0,Premier League,0,1,25,0.1,CM,7,2021-09-18,0,11,Y,Aston Villa,2,3,0.0,0.1,73.3,0,15,,39,1,W 3–0,0,1,1,Home,0,Matchweek 5,Everton,1
0,1,24,0,1,Sat,0,Premier League,0,2,40,0.0,CM,19,2021-09-25,0,17,Y,Aston Villa,0,1,0.0,0.0,63.0,1,27,,90,1,W 1–0,0,2,1,Away,0,Matchweek 6,Manchester Utd,1
0,3,27,0,0,Sun,0,Premier League,0,6,41,0.1,CM,22,2021-10-03,1,19,Y,Aston Villa,3,1,0.0,0.1,61.3,0,31,,90,1,L 1–2,0,5,2,Away,0,Matchweek 7,Tottenham,0
0,,,0,,Sat,,WCQ,0,,,,CM,,2021-10-09,2,,Y,Scotland,5,,,,,1,,,90,,W 3–2,0,,,Home,1,First round,Israel,1
0,,,0,,Tue,,WCQ,0,,,,AM,,2021-10-12,1,,Y,Scotland,2,,,,,0,,,90,,W 1–0,0,,,Away,0,First round,Faroe Islands,0
0,7,42,0,1,Sat,1,Premier League,1,6,58,0.0,DM,11,2021-10-16,1,32,Y,Aston Villa,2,2,0.2,0.0,69.6,0,46,,90,2,L 2–3,0,4,4,Home,1,Matchweek 8,Wolves,1
0,2,39,0,0,Fri,0,Premier League,0,5,51,0.0,DM,11,2021-10-22,0,32,Y,Aston Villa,1,2,0.0,0.0,74.4,1,43,,90,1,L 1–3,0,7,1,Away,0,Matchweek 9,Arsenal,2
