pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sun,,Premier League,,,,,,2021-08-15,,,,N,Newcastle Utd,,,,,,,,,,,L 2–4,,"On matchday squad, but did not play",,,Home,,Matchweek 1,West Ham,
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Newcastle Utd,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 2,Aston Villa,
0,,,0,,Wed,,EFL Cup,0,,,,CM,2021-08-25,,1,,Y,Newcastle Utd,6,,,,,0,,,90,,D 0 ,0,,,,Home,0,Second round,Burnley,1
,,,,,Sat,,Premier League,,,,,,2021-08-28,,,,N,Newcastle Utd,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Southampton,
0,,,0,,Wed,,WCQ,0,,,,CM,2021-09-01,,0,,Y,Republic of Ireland,0,,,,,1,,,90,,L 1–2,0,,,,Away,0,First round,Portugal,1
,,,,,Sat,,WCQ,,,,,,2021-09-04,,,,N,Republic of Ireland,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,First round,Azerbaijan,
0,,,0,,Tue,,WCQ,0,,,,CM,2021-09-07,,1,,Y,Republic of Ireland,3,,,,,0,,,77,,D 1–1,0,,,,Home,0,First round,Serbia,1
0,0,3,0,0,Sat,0,Premier League,0,0,4,0.0,DM,2021-09-11,1,0,4,N,Newcastle Utd,0,0,0.0,0.0,100.0,0,4,,6,0,L 1–4,0,,0,0,Away,0,Matchweek 4,Manchester Utd,0
,,,,,Fri,,Premier League,,,,,,2021-09-17,,,,N,Newcastle Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Leeds United,
,,,,,Sat,,Premier League,,,,,,2021-09-25,,,,N,Newcastle Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Watford,
0,0,21,0,0,Sat,0,Premier League,0,1,27,0.0,"DM,CM",2021-10-02,15,1,19,N,Newcastle Utd,1,1,0.0,0.0,86.4,0,22,,55,1,L 1–2,0,,0,1,Away,1,Matchweek 7,Wolves,0
0,,,0,,Sat,,WCQ,0,,,,CM,2021-10-09,,0,,Y,Republic of Ireland,0,,,,,0,,,90,,W 3–0,0,,,,Away,0,First round,Azerbaijan,0
0,,,0,,Tue,,Friendlies (M),1,,,,CM,2021-10-12,,,,Y,Republic of Ireland,,,,,,0,,,90,,W 4–0,0,,,,Home,0,Friendlies (M),Qatar,
,,,,,Sun,,Premier League,,,,,,2021-10-17,,,,N,Newcastle Utd,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Home,,Matchweek 8,Tottenham,
,,,,,Sat,,Premier League,,,,,,2021-10-23,,,,N,Newcastle Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 9,Crystal Palace,
0,,,0,,Thu,,WCQ,0,,,,CM,2021-11-11,,0,,Y,Republic of Ireland,0,,,,,0,,,77,,D 0–0,0,,,,Home,0,First round,Portugal,1
0,,,0,,Sun,,WCQ,0,,,,DM,2021-11-14,,0,,Y,Republic of Ireland,1,,,,,0,,,90,,W 3–0,0,,,,Away,0,First round,Luxembourg,2
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Newcastle Utd,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 13,Arsenal,
,,,,,Tue,,Premier League,,,,,,2021-11-30,,,,N,Newcastle Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 14,Norwich City,
,,,,,Sat,,Premier League,,,,,,2021-12-04,,,,N,Newcastle Utd,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 15,Burnley,
