pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,,,0,,Sat,,Community Shield,,,,,CB,,2021-08-07,0,,Y,Manchester City,0,,,,,0,,,90,,L 0–1,0,,,,Neutral,0,FA Community Shield,Leicester City,1
0,0,44,0,2,Sun,0,Premier League,0,2,68,0.2,CB,1,2021-08-15,0,49,Y,Manchester City,1,0,0.0,0.2,83.1,0,59,,90,0,L 0–1,0,,5,1,Away,0,Matchweek 1,Tottenham,0
,,,,,Sat,,Premier League,,,,,,,2021-08-21,,,N,Manchester City,,,,,,,,,,,W 5–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Norwich City,
,,,,,Sat,,Premier League,,,,,,,2021-08-28,,,N,Manchester City,,,,,,,,,,,W 5–0,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Arsenal,
,,,,,Wed,,WCQ,,,,,,,2021-09-01,,,N,Netherlands,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,First round,Norway,
,,,,,Sat,,WCQ,,,,,,,2021-09-04,,,N,Netherlands,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Home,,First round,Montenegro,
,,,,,Sat,,Premier League,,,,,,,2021-09-11,,,N,Manchester City,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Leicester City,
0,1,53,0,1,Wed,1,Champions Lg,0,2,79,0.2,CB,4,2021-09-15,1,66,Y,Manchester City,1,0,0.0,0.2,97.1,0,68,,90,0,W 6–3,0,,2,0,Home,1,Group stage,RB Leipzig,3
0,0,50,0,1,Sat,0,Premier League,0,0,70,0.0,CB,5,2021-09-18,0,52,Y,Manchester City,0,0,0.0,0.0,88.1,0,59,,90,0,D 0–0,0,,3,2,Home,0,Matchweek 5,Southampton,2
,,,,,Sat,,Premier League,,,,,,,2021-09-25,,,N,Manchester City,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Chelsea,
,,,,,Tue,,Champions Lg,,,,,,,2021-09-28,,,N,Manchester City,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Group stage,Paris S-G,
,,,,,Sun,,Premier League,,,,,,,2021-10-03,,,N,Manchester City,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Away,,Matchweek 7,Liverpool,
0,0,85,0,0,Sat,0,Premier League,0,6,106,0.0,LB,8,2021-10-16,0,96,Y,Manchester City,0,0,0.0,0.0,95.0,0,101,,90,0,W 2–0,0,,10,1,Home,0,Matchweek 8,Burnley,1
0,0,15,0,1,Tue,0,Champions Lg,0,1,31,0.1,CB,6,2021-10-19,0,22,N,Manchester City,1,0,0.0,0.1,100.0,0,22,,35,0,W 5–1,0,,1,2,Away,0,Group stage,Club Brugge,2
,,,,,Sat,,Premier League,,,,,,,2021-10-23,,,N,Manchester City,,,,,,,,,,,W 4–1,,"On matchday squad, but did not play",,,Away,,Matchweek 9,Brighton,
0,,,0,,Wed,,EFL Cup,0,,,,CB,,2021-10-27,0,,Y,Manchester City,1,,,,,0,,,120,,D 0 ,0,,,,Away,0,Fourth round,West Ham,0
,,,,,Sat,,Premier League,,,,,,,2021-10-30,,,N,Manchester City,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 10,Crystal Palace,
,,,,,Wed,,Champions Lg,,,,,,,2021-11-03,,,N,Manchester City,,,,,,,,,,,W 4–1,,"On matchday squad, but did not play",,,Home,,Group stage,Club Brugge,
,,,,,Sat,,Premier League,,,,,,,2021-11-06,,,N,Manchester City,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 11,Manchester Utd,
,,,,,Sat,,WCQ,,,,,,,2021-11-13,,,N,Netherlands,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Away,,First round,Montenegro,
0,,,0,,Tue,,WCQ,0,,,,,,2021-11-16,0,,N,Netherlands,0,,,,,0,,,2,,W 2–0,0,,,,Home,0,First round,Norway,0
0,0,16,0,1,Sun,0,Premier League,0,0,20,0.0,CB,3,2021-11-21,0,17,N,Manchester City,0,0,0.0,0.0,100.0,0,17,,15,0,W 3–0,0,,1,0,Home,0,Matchweek 12,Everton,1
,,,,,Wed,,Champions Lg,,,,,,,2021-11-24,,,N,Manchester City,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Group stage,Paris S-G,
,,,,,Sun,,Premier League,,,,,,,2021-11-28,,,N,Manchester City,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 13,West Ham,
0,0,48,0,1,Wed,0,Premier League,0,1,63,0.0,CB,4,2021-12-01,0,57,Y,Manchester City,0,0,0.0,0.0,98.3,0,58,,90,0,W 2–1,0,,6,0,Away,0,Matchweek 14,Aston Villa,3
,,,,,Sat,,Premier League,,,,,,,2021-12-04,,,N,Manchester City,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Away,,Matchweek 15,Watford,
0,0,59,0,0,Tue,0,Champions Lg,0,2,74,0.2,CB,13,2021-12-07,0,61,Y,Manchester City,2,0,0.0,0.2,91.0,0,67,,86,0,L 1–2,0,,3,1,Away,0,Group stage,RB Leipzig,3
,,,,,Sat,,Premier League,,,,,,,2021-12-11,,,N,Manchester City,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 16,Wolves,
0,0,32,0,1,Tue,0,Premier League,0,2,39,0.1,CB,3,2021-12-14,1,34,N,Manchester City,1,1,0.0,0.1,100.0,0,34,,26,0,W 7–0,0,,7,0,Home,1,Matchweek 17,Leeds United,0
,,,,,Sun,,Premier League,,,,,,,2021-12-19,,,N,Manchester City,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Away,,Matchweek 18,Newcastle Utd,
,,,,,Sun,,Premier League,,,,,,,2021-12-26,,,N,Manchester City,,,,,,,,,,,W 6–3,,"On matchday squad, but did not play",,,Home,,Matchweek 19,Leicester City,
0,0,87,0,2,Wed,0,Premier League,0,4,110,0.0,LB,3,2021-12-29,0,96,Y,Manchester City,0,0,0.0,0.0,93.2,0,103,,90,0,W 1–0,0,,13,1,Away,0,Matchweek 20,Brentford,1
0,0,42,0,0,Sat,0,Premier League,0,0,75,0.0,LB,12,2022-01-01,0,57,Y,Manchester City,0,1,0.0,0.0,86.4,0,66,,90,0,W 2–1,0,,2,1,Away,0,Matchweek 21,Arsenal,4
0,,,0,,Fri,,FA Cup,0,,,,CB,,2022-01-07,0,,Y,Manchester City,0,,,,,0,,,85,,W 4–1,0,,,,Away,0,Third round proper,Swindon Town,2
,,,,,Sat,,Premier League,,,,,,,2022-01-22,,,N,Manchester City,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 23,Southampton,
0,,,0,,Sat,,FA Cup,0,,,,CB,,2022-02-05,0,,Y,Manchester City,0,,,,,0,,,90,,W 4–1,0,,,,Home,0,Fourth round proper,Fulham,1
,,,,,Wed,,Premier League,,,,,,,2022-02-09,,,N,Manchester City,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 24,Brentford,
0,3,75,0,2,Sat,0,Premier League,0,7,101,0.5,CB,5,2022-02-12,0,87,Y,Manchester City,1,0,0.5,0.5,93.5,0,93,,90,0,W 4–0,0,,7,3,Away,0,Matchweek 25,Norwich City,4
0,0,9,0,0,Tue,0,Champions Lg,0,1,11,0.0,CB,0,2022-02-15,0,9,N,Manchester City,0,0,0.0,0.0,90.0,0,10,,7,0,W 5–0,0,,2,0,Away,0,Round of 16,Sporting CP,0
,,,,,Sat,,Premier League,,,,,,,2022-02-19,,,N,Manchester City,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Home,,Matchweek 26,Tottenham,
,,,,,Sat,,Premier League,,,,,,,2022-02-26,,,N,Manchester City,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 27,Everton,
0,,,0,,Tue,,FA Cup,0,,,,CB,,2022-03-01,0,,Y,Manchester City,0,,,,,1,,,45,,W 2–0,0,,,,Away,0,Fifth round proper,P'borough Utd,0
,,,,,Mon,,Premier League,,,,,,,2022-03-14,,,N,Manchester City,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 29,Crystal Palace,
0,,,0,,Sun,,FA Cup,0,,,,,,2022-03-20,0,,N,Manchester City,0,,,,,0,,,8,,W 4–1,0,,,,Away,0,Quarter-finals,Southampton,0
0,,,0,,Sat,,Friendlies (M),0,,,,CB,,2022-03-26,,,Y,Netherlands,,,,,,0,,,75,,W 4–2,0,,,,Home,1,Friendlies (M),Denmark,
0,,,0,,Tue,,Friendlies (M),0,,,,,,2022-03-29,,,N,Netherlands,,,,,,0,,,17,,D 1–1,0,,,,Home,0,Friendlies (M),Germany,
0,0,87,0,0,Sat,0,Premier League,0,6,120,0.0,CB,9,2022-04-02,0,106,Y,Manchester City,0,0,0.0,0.0,93.0,0,114,,90,0,W 2–0,0,,13,3,Away,0,Matchweek 31,Burnley,0
0,5,74,0,0,Tue,0,Champions Lg,0,4,108,0.0,LB,5,2022-04-05,0,92,Y,Manchester City,0,1,0.0,0.0,92.9,0,99,,90,0,W 1–0,0,,3,0,Home,0,Quarter-finals,Atlético Madrid,3
,,,,,Sun,,Premier League,,,,,,,2022-04-10,,,N,Manchester City,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 32,Liverpool,
0,0,5,0,0,Wed,0,Champions Lg,0,1,19,0.0,LB,3,2022-04-13,0,8,N,Manchester City,0,0,0.0,0.0,66.7,1,12,,18,0,D 0–0,0,,0,0,Away,0,Quarter-finals,Atlético Madrid,2
0,,,0,,Sat,,FA Cup,0,,,,CB,,2022-04-16,0,,Y,Manchester City,0,,,,,0,,,90,,L 2–3,0,,,,Home,0,Semi-finals,Liverpool,0
0,0,23,0,2,Wed,0,Premier League,0,0,45,0.0,LB,8,2022-04-20,0,34,Y,Manchester City,0,0,0.0,0.0,85.0,0,40,,45,0,W 3–0,0,,1,1,Home,0,Matchweek 30,Brighton,0
0,0,27,0,0,Sat,0,Premier League,0,2,31,0.0,CB,2,2022-04-23,0,27,N,Manchester City,0,0,0.0,0.0,93.1,0,29,,28,0,W 5–1,0,,2,1,Home,0,Matchweek 34,Watford,0
,,,,,Tue,,Champions Lg,,,,,,,2022-04-26,,,N,Manchester City,,,,,,,,,,,W 4–3,,"On matchday squad, but did not play",,,Home,,Semi-finals,Real Madrid,
0,0,37,0,0,Sat,0,Premier League,0,1,57,0.4,LB,5,2022-04-30,1,39,Y,Manchester City,2,0,0.0,0.4,75.0,0,52,,59,0,W 4–0,0,,4,1,Away,1,Matchweek 35,Leeds United,2
,,,,,Wed,,Champions Lg,,,,,,,2022-05-04,,,N,Manchester City,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Away,,Semi-finals,Real Madrid,
,,,,,Sun,,Premier League,,,,,,,2022-05-08,,,N,Manchester City,,,,,,,,,,,W 5–0,,"On matchday squad, but did not play",,,Home,,Matchweek 36,Newcastle Utd,
0,0,27,0,0,Wed,0,Premier League,0,0,31,0.0,CB,2,2022-05-11,0,29,N,Manchester City,0,0,0.0,0.0,96.7,0,30,,30,0,W 5–1,0,,0,0,Away,0,Matchweek 33,Wolves,0
,,,,,Sun,,Premier League,,,,,,,2022-05-15,,,N,Manchester City,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Away,,Matchweek 37,West Ham,
,,,,,Sun,,Premier League,,,,,,,2022-05-22,,,N,Manchester City,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Home,,Matchweek 38,Aston Villa,
0,,,0,,Fri,,UEFA Nations League,0,,,,CB,,2022-06-03,0,,Y,Netherlands,0,,,,,0,,,73,,W 4–1,0,,,,Away,0,League A,Belgium,
,,,,,Wed,,UEFA Nations League,,,,,,,2022-06-08,,,N,Netherlands,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,League A,Wales,
0,,,0,,Sat,,UEFA Nations League,0,,,,CB,,2022-06-11,0,,Y,Netherlands,0,,,,,0,,,90,,D 2–2,0,,,,Home,0,League A,Poland,
