pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,0,0,0,Fri,0,Premier League,0,0,4,0.0,CB,4,2021-08-13,0,0,N,Brentford,0,0,0.0,0.0,0.0,0,2,,20,0,W 2–0,0,,0,1,Home,0,Matchweek 1,Arsenal,0
,,,,,Sat,,Premier League,,,,,,,2021-08-21,,,N,Brentford,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 2,Crystal Palace,
0,,,0,,Tue,,EFL Cup,0,,,,CB,,2021-08-24,0,,Y,Brentford,1,,,,,0,,,44,,W 3–1,0,,,,Home,0,Second round,FG Rovers,0
,,,,,Sun,,Premier League,,,,,,,2021-11-28,,,N,Brentford,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 13,Everton,
,,,,,Fri,,Premier League,,,,,,,2021-12-10,,,N,Brentford,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 16,Watford,
0,,,0,,Wed,,EFL Cup,0,,,,CB,,2021-12-22,0,,Y,Brentford,0,,,,,0,,,90,,L 0–2,0,,,,Home,0,Quarter-finals,Chelsea,1
0,2,44,0,0,Sun,0,Premier League,0,0,78,0.0,CB,6,2021-12-26,0,59,Y,Brentford,0,0,0.0,0.0,83.1,1,71,,90,0,L 0–2,0,,7,2,Away,0,Matchweek 19,Brighton,4
0,0,30,0,0,Wed,0,Premier League,0,1,53,0.0,CB,3,2021-12-29,0,26,Y,Brentford,0,0,0.0,0.0,56.5,0,46,,90,0,L 0–1,0,,0,0,Home,0,Matchweek 20,Manchester City,2
0,2,37,0,1,Sun,0,Premier League,0,1,66,0.0,CB,7,2022-01-02,0,51,Y,Brentford,0,0,0.0,0.0,85.0,0,60,,90,0,W 2–1,0,,2,0,Home,0,Matchweek 21,Aston Villa,2
0,,,0,,Sat,,FA Cup,0,,,,CB,,2022-01-08,0,,Y,Brentford,0,,,,,0,,,90,,W 4–1,0,,,,Away,0,Third round proper,Port Vale,0
,,,,,Tue,,Premier League,,,,,,,2022-01-11,,,N,Brentford,,,,,,,,,,,L 1–4,,"On matchday squad, but did not play",,,Away,,Matchweek 18,Southampton,
,,,,,Sun,,Premier League,,,,,,,2022-01-16,,,N,Brentford,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Away,,Matchweek 22,Liverpool,
0,1,32,0,1,Wed,0,Premier League,0,3,67,0.0,CB,9,2022-01-19,0,43,Y,Brentford,1,0,0.1,0.0,70.5,0,61,,90,0,L 1–3,0,,4,2,Home,0,Matchweek 17,Manchester Utd,0
,,,,,Sat,,Premier League,,,,,,,2022-01-22,,,N,Brentford,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Home,,Matchweek 23,Wolves,
0,,,0,,Sat,,FA Cup,0,,,,CB,,2022-02-05,0,,Y,Brentford,0,,,,,0,,,90,,L 1–4,0,,,,Away,0,Fourth round proper,Everton,1
,,,,,Wed,,Premier League,,,,,,,2022-02-09,,,N,Brentford,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 24,Manchester City,
