pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,2,21,0,2,Fri,0,Premier League,0,3,33,0.0,WB,20,2021-08-13,0,20,Y,Brentford,0,1,0.0,0.0,83.3,0,24,,90,0,W 2–0,0,2,4,Home,0,Matchweek 1,Arsenal,0
0,4,32,0,3,Sat,0,Premier League,0,2,48,0.0,WB,11,2021-08-21,0,28,Y,Brentford,0,5,0.1,0.0,75.7,0,37,,90,3,D 0–0,0,5,1,Away,0,Matchweek 2,Crystal Palace,5
0,2,35,0,0,Sat,0,Premier League,0,3,51,0.2,WB,6,2021-08-28,0,23,Y,Brentford,1,5,0.0,0.2,63.9,0,36,,90,3,D 1–1,0,5,1,Away,0,Matchweek 3,Aston Villa,1
0,1,38,0,3,Sat,0,Premier League,0,6,52,0.0,WB,18,2021-09-11,0,28,Y,Brentford,0,3,0.0,0.0,73.7,0,38,,90,0,L 0–1,0,7,3,Home,0,Matchweek 4,Brighton,1
0,0,18,0,4,Sat,0,Premier League,0,2,33,0.0,WB,18,2021-09-18,0,20,Y,Brentford,0,1,0.0,0.0,87.0,1,23,,74,0,W 2–0,0,0,0,Away,0,Matchweek 5,Wolves,0
0,2,25,0,2,Sat,0,Premier League,0,2,37,0.0,WB,12,2021-09-25,0,21,Y,Brentford,1,2,0.0,0.0,80.8,0,26,,90,0,D 3–3,0,2,2,Home,0,Matchweek 6,Liverpool,3
0,4,25,0,6,Sun,0,Premier League,0,2,42,0.0,WB,13,2021-10-03,0,18,Y,Brentford,0,1,0.1,0.0,62.1,0,29,,90,1,W 2–1,0,4,1,Away,0,Matchweek 7,West Ham,2
0,1,25,0,1,Sat,0,Premier League,0,4,35,0.0,WB,5,2021-10-16,0,21,Y,Brentford,0,2,0.2,0.0,72.4,0,29,,90,1,L 0–1,0,0,0,Home,0,Matchweek 8,Chelsea,3
0,0,29,0,2,Sun,0,Premier League,0,2,48,0.0,WB,13,2021-10-24,0,26,Y,Brentford,1,1,0.0,0.0,66.7,0,39,,90,1,L 1–2,0,3,0,Home,0,Matchweek 9,Leicester City,2
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-10-27,0,,N,Brentford,1,,,,,0,,,19,,W 2–1,0,,,Away,0,Fourth round,Stoke City,0
0,2,41,0,1,Sat,0,Premier League,0,3,57,0.0,WB,10,2021-10-30,0,32,Y,Brentford,0,0,0.0,0.0,66.7,0,48,,90,0,L 1–3,0,0,0,Away,0,Matchweek 10,Burnley,2
0,0,38,0,1,Sat,0,Premier League,0,2,54,0.5,WB,4,2021-11-06,1,39,Y,Brentford,1,2,0.0,0.5,81.3,0,48,,68,2,L 1–2,0,5,1,Home,1,Matchweek 11,Norwich City,0
0,2,24,0,2,Sat,0,Premier League,0,5,47,0.3,WB,9,2021-11-20,1,29,Y,Brentford,1,0,0.0,0.3,80.6,0,36,,90,0,D 3–3,0,4,1,Away,1,Matchweek 12,Newcastle Utd,1
0,0,20,0,0,Sun,0,Premier League,0,1,29,0.0,WB,7,2021-11-28,0,16,Y,Brentford,0,3,0.0,0.0,76.2,0,21,,76,1,W 1–0,0,1,0,Home,0,Matchweek 13,Everton,2
0,1,45,0,3,Thu,0,Premier League,0,3,67,0.0,WB,9,2021-12-02,0,40,Y,Brentford,0,1,0.0,0.0,72.7,0,55,,90,0,L 0–2,0,4,0,Away,0,Matchweek 14,Tottenham,2
0,1,22,0,3,Sun,0,Premier League,0,4,41,0.0,WB,10,2021-12-05,0,23,Y,Brentford,0,2,0.1,0.0,76.7,1,30,,90,1,D 2–2,0,1,0,Away,0,Matchweek 15,Leeds United,4
0,1,33,0,0,Fri,0,Premier League,0,3,54,0.1,WB,8,2021-12-10,0,25,Y,Brentford,2,1,0.0,0.1,56.8,0,44,,76,0,W 2–1,0,4,2,Home,0,Matchweek 16,Watford,2
0,,,0,,Wed,,EFL Cup,0,,,,LM,,2021-12-22,1,,Y,Brentford,1,,,,,0,,,72,,L 0–2,0,,,Home,0,Quarter-finals,Chelsea,2
0,0,13,0,4,Sun,0,Premier League,0,0,28,0.0,WB,8,2022-01-16,0,9,Y,Brentford,0,2,0.0,0.0,50.0,0,18,,48,1,L 0–3,0,0,0,Away,0,Matchweek 22,Liverpool,1
