pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Aston Villa,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Chelsea,
0,,,0,,Wed,,EFL Cup,0,,,,DM,2021-09-22,,0,,Y,Aston Villa,0,,,,,0,,,41,,D 1 ,0,,,,Away,0,Third round,Chelsea,0
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Aston Villa,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Home,,Matchweek 8,Wolves,
,,,,,Fri,,Premier League,,,,,,2021-10-22,,,,N,Aston Villa,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Away,,Matchweek 9,Arsenal,
,,,,,Sat,,Premier League,,,,,,2021-11-20,,,,N,Aston Villa,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 12,Brighton,
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Aston Villa,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 13,Crystal Palace,
0,0,5,0,0,Wed,0,Premier League,0,1,6,0.0,CM,2021-12-01,7,0,3,N,Aston Villa,0,0,0.0,0.0,75.0,0,4,,14,0,L 1–2,0,,4,1,Home,0,Matchweek 14,Manchester City,0
0,0,4,0,0,Sun,0,Premier League,0,0,8,0.0,CM,2021-12-05,3,0,4,N,Aston Villa,0,0,0.0,0.0,66.7,0,6,,14,0,W 2–1,0,,1,0,Home,0,Matchweek 15,Leicester City,0
0,0,16,0,3,Sat,0,Premier League,0,2,26,0.0,DM,2021-12-11,12,0,9,N,Aston Villa,0,2,0.0,0.0,50.0,0,18,,34,2,L 0–1,0,,1,1,Away,0,Matchweek 16,Liverpool,2
0,1,35,0,2,Sun,0,Premier League,0,2,43,0.0,CM,2021-12-26,28,0,25,Y,Aston Villa,1,1,0.0,0.0,80.6,0,31,,75,1,L 1–3,0,,5,3,Home,0,Matchweek 19,Chelsea,4
