pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Brighton,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Burnley,
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Brighton,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Watford,
0,,,0,,Tue,,EFL Cup,0,,,,AM,2021-08-24,,0,,Y,Brighton,2,,,,,0,,,67,,W 2–0,0,,,,Away,0,Second round,Cardiff City,0
0,0,16,0,0,Sat,0,Premier League,0,1,20,0.0,CM,2021-08-28,7,0,14,N,Brighton,1,0,0.0,0.0,82.4,0,17,,18,0,L 0–2,0,,2,0,Home,0,Matchweek 3,Everton,0
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Brighton,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Brentford,
,,,,,Sun,,Premier League,,,,,,2021-09-19,,,,N,Brighton,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Leicester City,
0,,,0,,Wed,,EFL Cup,0,,,,RM,2021-09-22,,0,,Y,Brighton,2,,,,,0,,,90,,W 2–0,0,,,,Home,0,Third round,Swansea City,1
,,,,,Mon,,Premier League,,,,,,2021-09-27,,,,N,Brighton,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Crystal Palace,
,,,,,Sat,,Premier League,,,,,,2021-10-02,,,,N,Brighton,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Arsenal,
,,,,,Sat,,Premier League,,,,,,2021-10-23,,,,N,Brighton,,,,,,,,,,,L 1–4,,"On matchday squad, but did not play",,,Home,,Matchweek 9,Manchester City,
,,,,,Sat,,Premier League,,,,,,2021-11-06,,,,N,Brighton,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 11,Newcastle Utd,
,,,,,Sat,,Premier League,,,,,,2021-11-20,,,,N,Brighton,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 12,Aston Villa,
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Brighton,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 13,Leeds United,
,,,,,Sat,,Premier League,,,,,,2021-12-04,,,,N,Brighton,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 15,Southampton,
0,1,10,0,0,Wed,0,Premier League,0,1,12,0.0,RW,2021-12-15,3,0,9,N,Brighton,0,1,0.0,0.0,90.0,0,10,,7,0,L 0–1,0,,1,0,Home,0,Matchweek 17,Wolves,0
,,,,,Sun,,Premier League,,,,,,2021-12-26,,,,N,Brighton,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 19,Brentford,
,,,,,Wed,,Premier League,,,,,,2021-12-29,,,,N,Brighton,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 20,Chelsea,
,,,,,Sun,,Premier League,,,,,,2022-01-02,,,,N,Brighton,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Matchweek 21,Everton,
,,,,,Sat,,Championship,,,,,,2022-02-26,,,,N,Birmingham City,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 35,Huddersfield,
0,,,0,,Sun,,PL2 — Div. 2,0,,,,CM,2022-02-27,,,,Y,Birmingham City FC U23,,,,,,0,,,45,,W 4–2,0,,,,Home,1,Matchweek 21,Middlesbrough,
,,,,,Sat,,Championship,,,,,,2022-03-05,,,,N,Birmingham City,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 36,Bristol City,
0,,,0,,Sat,,Championship,0,,,,,2022-03-12,,0,,N,Birmingham City,0,,,,,0,,,22,,D 0–0,0,,,,Home,0,Matchweek 37,Hull City,0
0,,,0,,Tue,,Championship,0,,,,CM,2022-03-15,,0,,Y,Birmingham City,1,,,,,0,,,54,,L 0–2,0,,,,Home,0,Matchweek 38,Middlesbrough,0
0,,,0,,Sat,,Championship,0,,,,,2022-03-19,,0,,N,Birmingham City,0,,,,,0,,,16,,D 0–0,0,,,,Away,0,Matchweek 39,Swansea City,0
0,,,0,,Sun,,Championship,0,,,,,2022-04-03,,0,,N,Birmingham City,0,,,,,0,,,35,,W 1–0,0,,,,Home,0,Matchweek 40,West Brom,0
0,,,0,,Sat,,Championship,0,,,,FW,2022-04-09,,1,,Y,Birmingham City,1,,,,,0,,,81,,L 0–2,0,,,,Away,0,Matchweek 41,Nott'ham Forest,0
0,,,0,,Fri,,Championship,0,,,,,2022-04-15,,0,,N,Birmingham City,1,,,,,1,,,15,,L 2–4,0,,,,Home,0,Matchweek 42,Coventry City,0
