pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Leicester City,
,,,,,Sun,,Premier League,,,,,,2021-08-22,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Tottenham,
0,,,0,,Tue,,EFL Cup,0,,,,GK,2021-08-24,,0,,Y,Wolves,0,,,,,0,,,90,,W 4–0,0,,,,Away,0,Second round,Nott'ham Forest,0
,,,,,Sun,,Premier League,,,,,,2021-08-29,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Manchester Utd,
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Wolves,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Watford,
,,,,,Sat,,Premier League,,,,,,2021-09-18,,,,N,Wolves,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Brentford,
0,,,0,,Wed,,EFL Cup,0,,,,GK,2021-09-22,,0,,Y,Wolves,0,,,,,0,,,120,,D 2 ,0,,,,Home,0,Third round,Tottenham,0
,,,,,Sun,,Premier League,,,,,,2021-09-26,,,,N,Wolves,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Southampton,
,,,,,Sat,,Premier League,,,,,,2021-10-02,,,,N,Wolves,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Newcastle Utd,
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Wolves,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Matchweek 8,Aston Villa,
,,,,,Sat,,Premier League,,,,,,2021-10-23,,,,N,Wolves,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 9,Leeds United,
,,,,,Mon,,Premier League,,,,,,2021-11-01,,,,N,Wolves,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 10,Everton,
,,,,,Sat,,Premier League,,,,,,2021-11-06,,,,N,Wolves,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 11,Crystal Palace,
,,,,,Sat,,Premier League,,,,,,2021-11-20,,,,N,Wolves,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 12,West Ham,
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Wolves,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 13,Norwich City,
,,,,,Wed,,Premier League,,,,,,2021-12-01,,,,N,Wolves,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 14,Burnley,
,,,,,Sat,,Premier League,,,,,,2021-12-04,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 15,Liverpool,
,,,,,Sat,,Premier League,,,,,,2021-12-11,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 16,Manchester City,
,,,,,Wed,,Premier League,,,,,,2021-12-15,,,,N,Wolves,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 17,Brighton,
,,,,,Sun,,Premier League,,,,,,2021-12-19,,,,N,Wolves,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 18,Chelsea,
,,,,,Mon,,Premier League,,,,,,2022-01-03,,,,N,Wolves,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 21,Manchester Utd,
0,,,0,,Sun,,FA Cup,0,,,,GK,2022-01-09,,0,,Y,Wolves,0,,,,,0,,,90,,W 3–0,0,,,,Home,0,Third round proper,Sheffield Utd,0
,,,,,Sat,,Premier League,,,,,,2022-01-15,,,,N,Wolves,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Home,,Matchweek 22,Southampton,
,,,,,Sat,,Premier League,,,,,,2022-01-22,,,,N,Wolves,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 23,Brentford,
0,,,0,,Sat,,FA Cup,0,,,,GK,2022-02-05,,0,,Y,Wolves,0,,,,,0,,,90,,L 0–1,0,,,,Home,0,Fourth round proper,Norwich City,0
,,,,,Thu,,Premier League,,,,,,2022-02-10,,,,N,Wolves,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 24,Arsenal,
