pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,16,0,1,Sun,0,Premier League,0,0,21,0.6,FW,17,2021-08-15,2,9,Y,Newcastle Utd,4,0,0.0,0.6,75.0,0,12,,84,0,L 2–4,0,3,0,Home,1,Matchweek 1,West Ham,0
0,1,11,0,1,Sat,0,Premier League,0,0,16,0.5,FW,7,2021-08-21,0,4,Y,Newcastle Utd,3,2,0.0,0.5,100.0,1,4,,90,1,L 0–2,0,2,2,Away,0,Matchweek 2,Aston Villa,0
0,1,22,0,0,Sat,0,Premier League,0,0,24,0.7,FW,8,2021-08-28,2,7,Y,Newcastle Utd,3,5,0.0,0.7,70.0,0,10,,68,5,D 2–2,0,0,0,Home,1,Matchweek 3,Southampton,0
0,2,14,0,1,Sun,0,Premier League,0,0,26,0.3,FW,16,2021-10-17,1,6,Y,Newcastle Utd,1,3,0.0,0.3,60.0,0,10,,76,1,L 2–3,0,2,1,Home,1,Matchweek 8,Tottenham,0
0,2,13,0,0,Sat,0,Premier League,0,2,30,0.2,FW,9,2021-10-23,1,12,Y,Newcastle Utd,2,1,0.1,0.2,70.6,1,17,,90,0,D 1–1,0,1,0,Away,1,Matchweek 9,Crystal Palace,1
0,0,7,0,2,Sat,0,Premier League,0,0,25,0.0,FW,14,2021-10-30,0,7,Y,Newcastle Utd,1,2,0.0,0.0,70.0,0,10,,90,1,L 0–3,0,0,0,Home,0,Matchweek 10,Chelsea,0
0,0,7,0,1,Sat,0,Premier League,0,0,18,0.0,FW,15,2021-11-06,0,5,Y,Newcastle Utd,0,0,0.0,0.0,71.4,1,7,,90,0,D 1–1,0,0,2,Away,0,Matchweek 11,Brighton,1
0,1,14,0,0,Sat,0,Premier League,0,0,26,0.8,FW,7,2021-11-20,1,8,Y,Newcastle Utd,6,1,0.0,0.8,66.7,1,12,,90,0,D 3–3,0,2,0,Home,0,Matchweek 12,Brentford,0
0,0,12,0,0,Sat,0,Premier League,0,0,14,0.0,FW,23,2021-11-27,0,6,Y,Newcastle Utd,0,2,0.0,0.0,75.0,0,8,,90,2,L 0–2,0,3,0,Away,0,Matchweek 13,Arsenal,0
1,3,17,1,1,Tue,0,Premier League,0,2,23,0.8,"RW,FW",13,2021-11-30,0,12,Y*,Newcastle Utd,1,3,0.2,0.1,80.0,0,15,,90,2,D 1–1,0,1,1,Home,1,Matchweek 14,Norwich City,0
0,3,11,0,1,Sat,0,Premier League,0,1,26,0.4,FW,10,2021-12-04,1,8,Y,Newcastle Utd,3,1,0.1,0.4,57.1,0,14,,90,0,W 1–0,0,2,0,Home,1,Matchweek 15,Burnley,0
0,1,11,0,0,Sun,0,Premier League,0,0,21,0.0,FW,9,2021-12-12,0,7,Y,Newcastle Utd,0,1,0.0,0.0,63.6,0,11,,90,0,L 0–4,0,2,1,Away,0,Matchweek 16,Leicester City,0
0,0,4,0,0,Thu,0,Premier League,0,0,7,0.0,FW,2,2021-12-16,0,1,N,Newcastle Utd,0,0,0.0,0.0,100.0,0,1,,12,0,L 1–3,0,0,0,Away,0,Matchweek 17,Liverpool,0
0,0,16,0,0,Sun,0,Premier League,0,1,30,0.1,FW,5,2021-12-19,1,13,Y,Newcastle Utd,1,1,0.0,0.1,65.0,0,20,,90,1,L 0–4,0,1,0,Home,0,Matchweek 18,Manchester City,1
0,0,8,0,1,Mon,0,Premier League,0,0,10,0.0,FW,7,2021-12-27,0,0,Y,Newcastle Utd,0,1,0.0,0.0,0.0,0,3,,44,1,D 1–1,0,0,0,Home,0,Matchweek 19,Manchester Utd,1
0,1,3,0,0,Sun,0,Premier League,0,0,8,0.3,FW,3,2022-05-08,1,4,N,Newcastle Utd,1,0,0.0,0.3,80.0,0,5,,23,0,L 0–5,0,2,0,Away,0,Matchweek 36,Manchester City,0
0,3,13,0,0,Mon,0,Premier League,0,0,18,0.4,FW,16,2022-05-16,0,5,Y*,Newcastle Utd,3,2,0.1,0.4,83.3,0,6,,89,0,W 2–0,0,1,0,Home,0,Matchweek 37,Arsenal,0
1,2,14,1,0,Sun,0,Premier League,0,1,23,1.4,FW,9,2022-05-22,2,9,Y,Newcastle Utd,3,0,0.1,0.7,81.8,0,11,,90,0,W 2–1,0,3,1,Away,2,Matchweek 38,Burnley,0
