pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,6,0,0,Sun,0,Premier League,0,1,7,0.1,AM,6,2022-02-20,0,3,N,Wolves,1,0,0.0,0.1,75.0,0,4,,10,0,W 2–1,0,0,1,Home,0,Matchweek 26,Leicester City,1
0,0,6,0,0,Thu,0,Premier League,0,0,7,0.1,"RW,LW",3,2022-02-24,0,4,N,Wolves,1,1,0.0,0.1,100.0,0,4,,16,0,L 1–2,0,1,0,Away,0,Matchweek 20,Arsenal,0
0,2,16,0,0,Sun,0,Premier League,0,2,19,0.0,LW,2,2022-02-27,0,12,N,Wolves,1,0,0.0,0.0,66.7,0,18,,15,0,L 0–1,0,8,0,Away,0,Matchweek 27,West Ham,0
0,4,28,0,0,Sat,0,Premier League,0,0,42,0.0,AM,15,2022-03-05,0,18,Y,Wolves,0,1,0.1,0.0,64.3,0,28,,62,1,L 0–2,0,3,3,Home,0,Matchweek 28,Crystal Palace,2
0,2,22,0,0,Thu,0,Premier League,0,3,25,0.1,AM,4,2022-03-10,1,20,N,Wolves,2,1,0.2,0.1,95.2,0,21,,30,1,W 4–0,0,3,0,Home,0,Matchweek 19,Watford,0
0,0,10,0,0,Sat,0,Premier League,0,0,14,0.0,"AM,FW",8,2022-04-02,0,5,N,Wolves,0,0,0.0,0.0,50.0,1,10,,16,0,W 2–1,0,1,0,Home,0,Matchweek 31,Aston Villa,0
0,1,14,0,0,Fri,0,Premier League,0,1,16,0.0,AM,0,2022-04-08,0,13,N,Wolves,0,0,0.0,0.0,86.7,0,15,,13,0,L 0–1,0,1,0,Away,0,Matchweek 32,Newcastle Utd,0
0,1,14,0,0,Sun,0,Premier League,0,0,24,0.0,"LW,FW",7,2022-04-24,0,16,N,Wolves,1,1,0.1,0.0,88.9,1,18,,24,0,L 0–1,0,5,0,Away,0,Matchweek 34,Burnley,0
0,3,18,0,0,Sat,0,Premier League,0,0,24,0.1,"LW,RW",10,2022-04-30,0,12,N,Wolves,3,3,0.0,0.1,66.7,0,18,,45,2,L 0–3,0,3,0,Home,0,Matchweek 35,Brighton,1
0,4,22,0,0,Sat,0,Premier League,0,0,31,0.1,FW,12,2022-05-07,1,11,Y,Wolves,1,5,0.3,0.1,57.9,1,19,,69,2,D 2–2,0,5,0,Away,0,Matchweek 36,Chelsea,2
0,3,22,0,1,Wed,1,Premier League,1,1,37,0.0,FW,15,2022-05-11,0,21,Y,Wolves,1,4,0.3,0.0,77.8,0,27,,71,0,L 1–5,0,5,1,Home,0,Matchweek 33,Manchester City,0
0,2,34,0,0,Sun,0,Premier League,0,2,45,0.4,LW,7,2022-05-15,1,28,Y,Wolves,5,5,0.0,0.4,84.8,0,33,,74,2,D 1–1,0,9,0,Home,0,Matchweek 37,Norwich City,0
0,1,14,0,0,Sun,0,Premier League,0,0,16,0.4,FW,1,2022-05-22,1,8,Y,Wolves,1,1,0.1,0.4,61.5,0,13,,21,1,L 1–3,0,1,0,Away,1,Matchweek 38,Liverpool,0
