pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sun,,Premier League,,,,,,2021-09-19,,,,N,Brighton,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Leicester City,
0,,,0,,Wed,,EFL Cup,0,,,,RB,2021-09-22,,0,,Y,Brighton,0,,,,,0,,,45,,W 2–0,0,,,,Home,0,Third round,Swansea City,0
,,,,,Mon,,Premier League,,,,,,2021-09-27,,,,N,Brighton,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Crystal Palace,
,,,,,Sat,,Premier League,,,,,,2021-10-02,,,,N,Brighton,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Arsenal,
0,0,21,0,1,Sat,0,Premier League,0,4,31,0.0,WB,2021-10-16,4,0,24,N,Brighton,0,3,0.0,0.0,88.9,0,27,,32,0,D 0–0,0,,1,0,Away,0,Matchweek 8,Norwich City,0
0,2,18,0,1,Sat,0,Premier League,0,2,24,0.0,RB,2021-10-23,3,0,12,N,Brighton,1,3,0.0,0.0,66.7,0,18,,34,3,L 1–4,0,,7,2,Home,0,Matchweek 9,Manchester City,2
0,0,13,0,0,Sat,0,Premier League,0,0,14,0.0,"RW,LW",2021-10-30,4,0,5,N,Brighton,0,1,0.0,0.0,50.0,1,10,,25,1,D 2–2,0,,2,0,Away,0,Matchweek 10,Liverpool,0
0,5,29,0,2,Sat,0,Premier League,0,0,37,0.2,"RW,RM",2021-11-06,8,1,18,Y,Brighton,2,3,0.2,0.2,72.0,0,25,,74,1,D 1–1,0,,10,0,Home,0,Matchweek 11,Newcastle Utd,0
0,2,52,0,2,Sat,0,Premier League,0,2,67,0.1,WB,2021-11-20,12,1,48,Y,Brighton,1,9,0.0,0.1,87.3,0,55,,78,2,L 0–2,0,,10,1,Away,0,Matchweek 12,Aston Villa,0
0,9,35,0,1,Sat,0,Premier League,0,3,42,0.0,RW,2021-11-27,8,0,24,Y,Brighton,0,5,0.6,0.0,80.0,0,30,,75,3,D 0–0,0,,8,2,Home,0,Matchweek 13,Leeds United,1
