pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Fri,,Premier League,,,,,,2021-08-13,,,,N,Arsenal,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Brentford,
,,,,,Sun,,Premier League,,,,,,2021-08-22,,,,N,Arsenal,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Chelsea,
0,,,0,,Wed,,EFL Cup,1,,,,,2021-08-25,,0,,N,Arsenal,0,,,,,0,,,30,,W 6–0,0,,,,Away,0,Second round,West Brom,1
0,0,2,0,0,Sat,0,Premier League,0,1,5,0.0,RM,2021-08-28,1,0,2,N,Arsenal,0,0,0.0,0.0,66.7,0,3,,20,0,L 0–5,0,,0,0,Away,0,Matchweek 3,Manchester City,0
0,5,43,0,3,Sat,0,Premier League,0,5,69,0.0,"DM,RB",2021-09-11,20,0,42,Y,Arsenal,1,5,0.2,0.0,77.8,0,54,,81,1,W 1–0,0,,5,2,Home,0,Matchweek 4,Norwich City,0
0,0,13,0,0,Sat,0,Premier League,0,1,19,0.0,DM,2021-09-18,4,0,14,N,Arsenal,0,1,0.0,0.0,82.4,0,17,,16,0,W 1–0,0,,0,0,Away,0,Matchweek 5,Burnley,1
0,,,0,,Wed,,EFL Cup,0,,,,DM,2021-09-22,,0,,Y,Arsenal,0,,,,,0,,,90,,W 3–0,0,,,,Home,0,Third round,AFC Wimbledon,2
0,0,3,0,1,Sun,0,Premier League,0,0,5,0.0,RW,2021-09-26,3,0,2,N,Arsenal,0,0,0.0,0.0,50.0,0,4,,4,0,W 3–1,0,,0,0,Home,0,Matchweek 6,Tottenham,0
0,0,0,0,0,Sat,0,Premier League,0,0,0,0.0,LW,2021-10-02,0,0,0,N,Arsenal,0,0,0.0,0.0,,0,0,,1,0,D 0–0,0,,0,0,Away,0,Matchweek 7,Brighton,0
,,,,,Mon,,Premier League,,,,,,2021-10-18,,,,N,Arsenal,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 8,Crystal Palace,
0,0,2,0,0,Fri,0,Premier League,0,0,9,0.0,DM,2021-10-22,0,0,4,N,Arsenal,0,0,0.0,0.0,50.0,0,8,,18,0,W 3–1,0,,1,0,Home,0,Matchweek 9,Aston Villa,0
0,,,0,,Tue,,EFL Cup,0,,,,DM,2021-10-26,,0,,Y,Arsenal,0,,,,,0,,,90,,W 2–0,0,,,,Home,0,Fourth round,Leeds United,0
,,,,,Sat,,Premier League,,,,,,2021-10-30,,,,N,Arsenal,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 10,Leicester City,
0,3,29,0,1,Sun,0,Premier League,0,6,44,0.0,DM,2021-11-07,12,0,27,Y,Arsenal,1,1,0.2,0.0,81.8,0,33,,90,1,W 1–0,0,,4,4,Home,0,Matchweek 11,Watford,2
0,0,9,0,0,Sat,0,Premier League,0,0,20,0.0,DM,2021-11-20,14,0,14,N,Arsenal,0,0,0.0,0.0,82.4,0,17,,38,0,L 0–4,0,,0,1,Away,0,Matchweek 12,Liverpool,0
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Arsenal,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 13,Newcastle Utd,
