pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,1,52,0,2,Sat,0,UEFA Euro,0,4,83,0.0,"LB,WB",12,2021-07-03,0,62,Y,Ukraine,0,1,0.0,0.0,92.5,0,67,,90,0,L 0–4,0,,1,6,Home,0,Quarter-finals,England,4
0,,,0,,Sun,,Premier League,0,,,,LB,,2021-08-01,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 4–0,0,,,,Home,0,Regular Season,Veres Rivne,
0,,,0,,Sun,,Premier League,1,,,,LB,,2021-08-08,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 2–1,0,,,,Away,0,Regular Season,Zorya Luhansk,
0,,,0,,Wed,,Premier League,0,,,,LB,,2021-08-11,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 2–0,0,,,,Home,0,Regular Season,FK Mynai,
0,,,0,,Wed,,Premier League,0,,,,LB,,2021-08-18,,,Y,Dynamo Kyiv,,,,,,0,,,89,,D 1–1,0,,,,Away,0,Regular Season,FK Inhulets,
0,,,0,,Sun,,Premier League,0,,,,LB,,2021-08-22,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 4–0,0,,,,Home,0,Regular Season,Desna Chernihiv,
0,,,0,,Sat,,Premier League,1,,,,LB,,2021-08-28,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 7–0,0,,,,Home,0,Regular Season,FK Kolos,
0,,,0,,Wed,,WCQ,0,,,,LB,,2021-09-01,0,,Y,Ukraine,1,,,,,1,,,90,,D 2–2,0,,,,Away,0,First round,Kazakhstan,1
0,,,0,,Sat,,WCQ,0,,,,LM,,2021-09-04,0,,Y,Ukraine,0,,,,,0,,,90,,D 1–1,0,,,,Home,0,First round,France,1
0,,,0,,Sat,,Premier League,0,,,,LB,,2021-09-11,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 2–0,0,,,,Away,0,Regular Season,FK Metalist 1925 Kharkiv,
0,0,30,0,7,Tue,0,Champions Lg,0,2,66,0.0,LB,18,2021-09-14,1,32,Y,Dynamo Kyiv,2,0,0.0,0.0,65.3,0,49,,90,0,D 0–0,0,,1,1,Home,0,Group stage,Benfica,3
0,,,0,,Sat,,Premier League,0,,,,LB,,2021-09-18,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 1–0,0,,,,Home,0,Regular Season,FC Oleksandriya,
0,,,0,,Sat,,Premier League,0,,,,LB,,2021-09-25,,,Y,Dynamo Kyiv,,,,,,0,,,76,,W 2–0,0,,,,Away,0,Regular Season,Рух,
0,0,29,0,2,Wed,0,Champions Lg,0,4,54,0.0,LB,8,2021-09-29,0,40,Y,Dynamo Kyiv,0,1,0.0,0.0,88.9,0,45,,90,1,L 0–5,0,,4,2,Away,0,Group stage,Bayern Munich,3
0,,,0,,Sat,,Premier League,1,,,,LB,,2021-10-16,,,Y,Dynamo Kyiv,,,,,,1,,,45,,W 4–1,0,,,,Away,0,Regular Season,FC Lviv,
0,0,25,0,3,Wed,0,Champions Lg,0,1,48,0.0,LB,10,2021-10-20,0,29,Y,Dynamo Kyiv,0,0,0.0,0.0,72.5,0,40,,90,0,L 0–1,0,,2,1,Away,0,Group stage,Barcelona,2
0,,,0,,Sun,,Premier League,0,,,,LB,,2021-10-24,,,Y,Dynamo Kyiv,,,,,,0,,,75,,W 2–0,0,,,,Home,0,Regular Season,SK Dnipro-1,
0,,,0,,Fri,,Premier League,0,,,,LB,,2021-11-19,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 6–1,0,,,,Away,0,Regular Season,Chornomorets Odesa,
0,1,35,0,0,Tue,1,Champions Lg,0,3,60,0.0,LB,16,2021-11-23,0,41,Y,Dynamo Kyiv,0,0,0.0,0.0,78.8,0,52,,90,0,L 1–2,0,,4,2,Home,0,Group stage,Bayern Munich,4
0,,,0,,Sat,,Premier League,0,,,,LB,,2021-11-27,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 2–0,0,,,,Away,0,Regular Season,FK Mynai,
0,,,0,,Sat,,Premier League,0,,,,LB,,2021-12-04,,,Y,Dynamo Kyiv,,,,,,0,,,90,,W 3–0,0,,,,Away,0,Regular Season,Veres Rivne,
