pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,4,32,0,0,Sat,1,Premier League,0,3,44,0.2,LW,19,2021-08-14,0,19,Y,Liverpool,3,2,0.2,0.2,61.3,0,31,,90,1,W 3–0,0,7,2,Away,0,Matchweek 1,Norwich City,0
0,2,21,0,2,Sat,0,Premier League,0,4,39,1.3,LW,8,2021-08-21,4,16,Y,Liverpool,7,3,0.2,1.3,69.6,0,23,,90,1,W 2–0,0,4,0,Home,1,Matchweek 2,Burnley,0
0,4,45,0,2,Sat,1,Premier League,0,3,68,0.5,LW,13,2021-08-28,0,27,Y,Liverpool,3,5,0.0,0.5,64.3,0,42,,90,1,D 1–1,0,11,3,Home,0,Matchweek 3,Chelsea,2
0,,,0,,Wed,,WCQ,0,,,,AM,,2021-09-01,,,Y,Senegal,,,,,,0,,,90,,W 2–0,0,,,Home,1,Second round,Togo,
1,,,1,,Tue,,WCQ,0,,,,AM,,2021-09-07,,,Y,Senegal,,,,,,1,,,90,,W 3–1,0,,,Away,1,Second round,Congo,
0,6,42,0,2,Sun,0,Premier League,0,4,54,2.0,LW,8,2021-09-12,2,26,Y,Liverpool,10,3,0.0,2.0,83.9,0,31,,90,1,W 3–0,0,8,0,Away,1,Matchweek 4,Leeds United,0
0,0,14,0,1,Wed,0,Champions Lg,0,0,20,0.0,FW,2,2021-09-15,0,10,N,Liverpool,1,3,0.0,0.0,90.9,0,11,,28,1,W 3–2,0,2,0,Home,0,Group stage,Milan,1
0,2,28,0,0,Sat,0,Premier League,0,3,32,0.5,"LW,FW",10,2021-09-18,1,14,Y,Liverpool,2,3,0.1,0.5,60.9,0,23,,90,3,W 3–0,0,6,2,Home,1,Matchweek 5,Crystal Palace,0
0,3,40,0,1,Sat,0,Premier League,0,4,48,0.1,"LW,LM",6,2021-09-25,0,29,Y,Liverpool,1,2,0.5,0.1,74.4,0,39,,90,1,D 3–3,0,10,1,Away,0,Matchweek 6,Brentford,0
0,3,25,0,2,Tue,0,Champions Lg,0,5,40,0.8,LW,7,2021-09-28,1,22,Y,Liverpool,1,1,0.1,0.8,88.0,0,25,,65,0,W 5–1,0,8,2,Away,1,Group stage,Porto,0
0,0,17,0,1,Sun,0,Premier League,0,0,27,0.3,LW,18,2021-10-03,1,8,Y,Liverpool,1,2,0.0,0.3,61.5,0,13,,90,1,D 2–2,0,3,0,Home,1,Matchweek 7,Manchester City,1
