pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Tue,,Champions Lg,,,,,,2021-09-28,,,,N,Liverpool,,,,,,,,,,,W 5–1,,"On matchday squad, but did not play",,,Away,,Group stage,Porto,
,,,,,Sun,,Premier League,,,,,,2021-10-03,,,,N,Liverpool,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Manchester City,
0,,,0,,Fri,,WCQ,1,,,,LB,2021-10-08,,0,,Y,Wales,2,,,,,0,,,75,,D 2–2,0,,,,Away,0,First round,Czech Republic,0
,,,,,Mon,,WCQ,,,,,,2021-10-11,,,,N,Wales,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,First round,Estonia,
0,2,8,0,0,Sat,2,Premier League,1,0,8,0.0,RB,2021-10-16,1,0,8,N,Liverpool,0,2,0.6,0.0,100.0,0,8,,8,2,W 5–0,0,,2,0,Away,0,Matchweek 8,Watford,0
0,1,2,0,0,Tue,0,Champions Lg,0,1,5,0.0,RW,2021-10-19,0,0,2,N,Liverpool,1,0,0.0,0.0,100.0,0,2,,1,0,W 3–2,0,,1,0,Away,0,Group stage,Atlético Madrid,1
0,,,0,,Wed,,EFL Cup,1,,,,RB,2021-10-27,,1,,Y,Liverpool,2,,,,,0,,,90,,W 2–0,0,,,,Away,0,Fourth round,Preston,1
,,,,,Wed,,Champions Lg,,,,,,2021-11-03,,,,N,Liverpool,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Group stage,Atlético Madrid,
,,,,,Sun,,Premier League,,,,,,2021-11-07,,,,N,Liverpool,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Away,,Matchweek 11,West Ham,
0,,,0,,Sat,,WCQ,0,,,,LB,2021-11-13,,1,,Y,Wales,4,,,,,0,,,90,,W 5–1,0,,,,Home,1,First round,Belarus,2
0,,,0,,Tue,,WCQ,0,,,,RB,2021-11-16,,1,,Y,Wales,2,,,,,0,,,90,,D 1–1,0,,,,Home,0,First round,Belgium,0
0,3,46,0,6,Wed,0,Champions Lg,0,2,82,0.0,RB,2021-11-24,21,0,47,Y,Liverpool,0,4,0.0,0.0,69.1,0,68,,90,3,W 2–0,0,,8,2,Home,0,Group stage,Porto,3
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Liverpool,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Home,,Matchweek 13,Southampton,
,,,,,Wed,,Premier League,,,,,,2021-12-01,,,,N,Liverpool,,,,,,,,,,,W 4–1,,"On matchday squad, but did not play",,,Away,,Matchweek 14,Everton,
,,,,,Sat,,Premier League,,,,,,2021-12-04,,,,N,Liverpool,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 15,Wolves,
