pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,1,5,0,0,Sat,0,Premier League,0,0,8,0.4,FW,12,2021-08-21,0,2,N,Brighton,1,0,0.0,0.4,66.7,0,3,,45,0,W 2–0,0,,2,0,Home,0,Matchweek 2,Watford,0
,,,,,Sat,,Premier League,,,,,,,2021-08-28,,,N,Brighton,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Everton,
0,,,0,,Wed,,WCQ,0,,,,FW,,2021-09-01,0,,Y,Republic of Ireland,4,,,,,1,,,71,,L 1–2,0,,,,Away,0,First round,Portugal,0
0,,,0,,Sat,,WCQ,0,,,,LM,,2021-09-04,1,,Y,Republic of Ireland,3,,,,,0,,,45,,D 1–1,0,,,,Home,0,First round,Azerbaijan,0
,,,,,Sun,,Premier League,,,,,,,2021-09-19,,,N,Brighton,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Leicester City,
0,,,0,,Wed,,EFL Cup,0,,,,LM,,2021-09-22,2,,Y,Brighton,3,,,,,0,,,75,,W 2–0,0,,,,Home,2,Third round,Swansea City,0
0,0,4,0,0,Mon,0,Premier League,0,0,5,0.0,LW,6,2021-09-27,0,1,N,Brighton,0,0,0.0,0.0,33.3,0,3,,15,0,D 1–1,0,,0,0,Away,0,Matchweek 6,Crystal Palace,0
,,,,,Sat,,Premier League,,,,,,,2021-10-02,,,N,Brighton,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Arsenal,
,,,,,Sat,,WCQ,,,,,,,2021-10-09,,,N,Republic of Ireland,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,First round,Azerbaijan,
,,,,,Tue,,Friendlies (M),,,,,,,2021-10-12,,,N,Republic of Ireland,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Home,,Friendlies (M),Qatar,
,,,,,Sat,,Premier League,,,,,,,2021-10-16,,,N,Brighton,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 8,Norwich City,
,,,,,Sat,,Premier League,,,,,,,2021-10-23,,,N,Brighton,,,,,,,,,,,L 1–4,,"On matchday squad, but did not play",,,Home,,Matchweek 9,Manchester City,
0,,,0,,Wed,,EFL Cup,0,,,,FW,,2021-10-27,1,,Y,Brighton,2,,,,,0,,,90,,D 2 ,0,,,,Away,0,Fourth round,Leicester City,0
0,1,3,0,2,Sat,0,Premier League,0,0,9,0.0,FW,2,2021-12-04,0,5,N,Brighton,1,0,0.4,0.0,100.0,0,5,,36,0,D 1–1,0,,0,0,Away,0,Matchweek 15,Southampton,0
0,0,10,0,0,Wed,0,Premier League,0,0,12,0.0,FW,7,2021-12-15,0,7,Y,Brighton,0,1,0.0,0.0,100.0,0,7,,60,0,L 0–1,0,,1,0,Home,0,Matchweek 17,Wolves,0
