pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,FA Cup,,,,,,2022-01-08,,,,N,Newcastle Utd,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Third round proper,Cambridge Utd,
0,0,31,0,2,Sat,0,Premier League,0,1,54,0.0,LB,2022-01-15,17,0,35,Y,Newcastle Utd,0,0,0.0,0.0,76.1,1,46,,90,0,D 1–1,0,,2,5,Home,0,Matchweek 22,Watford,0
0,1,8,0,1,Sat,0,Premier League,0,2,27,0.0,LB,2022-01-22,12,0,11,Y,Newcastle Utd,0,0,0.0,0.0,73.3,1,15,,62,0,W 1–0,0,,2,3,Away,0,Matchweek 23,Leeds United,4
0,0,2,0,0,Sun,0,Premier League,0,0,10,0.0,LB,2022-02-13,2,0,5,N,Newcastle Utd,0,0,0.0,0.0,71.4,0,7,,46,0,W 1–0,0,,0,1,Home,0,Matchweek 25,Aston Villa,0
,,,,,Sat,,Premier League,,,,,,2022-02-19,,,,N,Newcastle Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 26,West Ham,
,,,,,Sat,,Premier League,,,,,,2022-02-26,,,,N,Newcastle Utd,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 27,Brentford,
,,,,,Sat,,Premier League,,,,,,2022-03-05,,,,N,Newcastle Utd,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 28,Brighton,
,,,,,Thu,,Premier League,,,,,,2022-03-10,,,,N,Newcastle Utd,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 21,Southampton,
,,,,,Sun,,Premier League,,,,,,2022-03-13,,,,N,Newcastle Utd,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 29,Chelsea,
,,,,,Thu,,Premier League,,,,,,2022-03-17,,,,N,Newcastle Utd,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 20,Everton,
,,,,,Sun,,Premier League,,,,,,2022-04-03,,,,N,Newcastle Utd,,,,,,,,,,,L 1–5,,"On matchday squad, but did not play",,,Away,,Matchweek 31,Tottenham,
,,,,,Fri,,Premier League,,,,,,2022-04-08,,,,N,Newcastle Utd,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 32,Wolves,
,,,,,Sun,,Premier League,,,,,,2022-04-17,,,,N,Newcastle Utd,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 33,Leicester City,
,,,,,Sat,,Premier League,,,,,,2022-04-30,,,,N,Newcastle Utd,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 35,Liverpool,
,,,,,Sun,,Premier League,,,,,,2022-05-08,,,,N,Newcastle Utd,,,,,,,,,,,L 0–5,,"On matchday squad, but did not play",,,Away,,Matchweek 36,Manchester City,
,,,,,Mon,,Premier League,,,,,,2022-05-16,,,,N,Newcastle Utd,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 37,Arsenal,
,,,,,Sun,,Premier League,,,,,,2022-05-22,,,,N,Newcastle Utd,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 38,Burnley,
