pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,,,0,,Sat,,Community Shield,,,,,,,2021-08-07,0,,N,Manchester City,0,,,,,0,,,17,,L 0–1,0,,,,Neutral,0,FA Community Shield,Leicester City,0
,,,,,Sun,,Premier League,,,,,,,2021-08-15,,,N,Manchester City,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Tottenham,
0,1,55,0,0,Sat,0,Premier League,0,3,66,0.0,CM,18,2021-08-21,0,46,Y,Manchester City,1,6,0.0,0.0,83.6,0,55,,90,3,W 5–0,0,,7,2,Home,0,Matchweek 2,Norwich City,1
0,2,23,0,0,Sat,1,Premier League,0,1,33,0.1,CM,7,2021-08-28,1,26,Y,Manchester City,1,0,0.0,0.1,86.7,0,30,,57,0,W 5–0,0,,4,1,Home,0,Matchweek 3,Arsenal,0
0,,,0,,Wed,,WCQ,0,,,,CM,,2021-09-01,1,,Y,Portugal,4,,,,,0,,,90,,W 2–1,0,,,,Home,0,First round,Republic of Ireland,0
,,,,,Sat,,Friendlies (M),,,,,,,2021-09-04,,,N,Portugal,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Away,,Friendlies (M),Qatar,
0,,,0,,Tue,,WCQ,0,,,,FW,,2021-09-07,2,,Y,Portugal,2,,,,,0,,,77,,W 3–0,0,,,,Away,1,First round,Azerbaijan,1
0,6,46,0,2,Sat,0,Premier League,0,0,63,0.5,"CM,RW",21,2021-09-11,2,40,Y,Manchester City,3,5,0.4,0.5,78.4,0,51,,90,2,W 1–0,0,,10,3,Away,1,Matchweek 4,Leicester City,1
0,1,11,0,1,Wed,0,Champions Lg,0,0,18,0.0,CM,21,2021-09-15,0,8,Y,Manchester City,0,3,0.0,0.0,72.7,0,11,,58,0,W 6–3,0,,1,1,Home,0,Group stage,RB Leipzig,1
0,3,35,0,1,Sat,0,Premier League,0,1,44,0.0,CM,13,2021-09-18,0,28,Y,Manchester City,0,1,0.0,0.0,73.7,0,38,,71,1,D 0–0,0,,7,1,Home,0,Matchweek 5,Southampton,0
,,,,,Tue,,EFL Cup,,,,,,,2021-09-21,,,N,Manchester City,,,,,,,,,,,W 6–1,,"On matchday squad, but did not play",,,Home,,Third round,Wycombe,
0,2,68,0,0,Sat,0,Premier League,0,7,86,0.0,CM,23,2021-09-25,0,66,Y,Manchester City,0,3,0.0,0.0,89.2,0,74,,90,2,W 1–0,0,,11,3,Away,0,Matchweek 6,Chelsea,2
0,4,38,0,3,Tue,0,Champions Lg,0,7,58,1.0,CM,17,2021-09-28,0,42,Y,Manchester City,2,2,0.1,1.0,89.4,0,47,,90,1,L 0–2,0,,10,2,Away,0,Group stage,Paris S-G,3
0,6,41,0,0,Sun,0,Premier League,0,5,69,0.0,CM,25,2021-10-03,0,46,Y,Manchester City,0,5,0.4,0.0,88.5,1,52,,90,3,D 2–2,0,,10,4,Away,0,Matchweek 7,Liverpool,4
