pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Liverpool,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Norwich City,
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Liverpool,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Burnley,
,,,,,Sat,,Premier League,,,,,,2021-08-28,,,,N,Liverpool,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Chelsea,
,,,,,Sun,,Premier League,,,,,,2021-09-12,,,,N,Liverpool,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Leeds United,
,,,,,Wed,,Champions Lg,,,,,,2021-09-15,,,,N,Liverpool,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Home,,Group stage,Milan,
0,1,44,0,2,Sat,0,Premier League,0,4,64,0.0,CB,2021-09-18,7,0,48,Y,Liverpool,0,0,0.1,0.0,88.9,0,54,,90,0,W 3–0,0,,5,1,Home,0,Matchweek 5,Crystal Palace,2
0,,,0,,Tue,,EFL Cup,0,,,,CB,2021-09-21,,0,,Y,Liverpool,2,,,,,0,,,90,,W 3–0,0,,,,Away,0,Third round,Norwich City,1
,,,,,Sat,,Premier League,,,,,,2021-09-25,,,,N,Liverpool,,,,,,,,,,,D 3–3,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Brentford,
,,,,,Tue,,Champions Lg,,,,,,2021-09-28,,,,N,Liverpool,,,,,,,,,,,W 5–1,,"On matchday squad, but did not play",,,Away,,Group stage,Porto,
,,,,,Sun,,Premier League,,,,,,2021-10-03,,,,N,Liverpool,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Manchester City,
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Liverpool,,,,,,,,,,,W 5–0,,"On matchday squad, but did not play",,,Away,,Matchweek 8,Watford,
,,,,,Tue,,Champions Lg,,,,,,2021-10-19,,,,N,Liverpool,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Group stage,Atlético Madrid,
0,1,36,0,0,Sun,0,Premier League,0,1,61,0.0,CB,2021-10-24,5,0,46,Y,Liverpool,0,0,0.0,0.0,85.2,0,54,,90,0,W 5–0,0,,1,2,Away,0,Matchweek 9,Manchester Utd,3
