pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,9,0,0,Sat,0,Premier League,0,0,10,0.0,LM,1,2021-08-14,0,7,N,Southampton,0,3,0.0,0.0,77.8,0,9,,8,2,L 1–3,0,,1,0,Away,0,Matchweek 1,Everton,1
,,,,,Sun,,Premier League,,,,,,,2021-08-22,,,N,Southampton,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Manchester Utd,
0,,,0,,Wed,,EFL Cup,1,,,,FW,,2021-08-25,3,,Y,Southampton,4,,,,,0,,,90,,W 8–0,0,,,,Away,1,Second round,Newport County,0
0,3,19,0,2,Sat,0,Premier League,0,2,25,0.0,LM,6,2021-08-28,0,14,N,Southampton,0,2,0.5,0.0,82.4,0,17,,33,1,D 2–2,0,,5,0,Away,0,Matchweek 3,Newcastle Utd,0
0,4,30,0,3,Sat,0,Premier League,0,1,43,0.1,RM,12,2021-09-11,0,26,Y,Southampton,2,2,0.0,0.1,74.3,0,35,,90,2,D 0–0,0,,7,0,Home,0,Matchweek 4,West Ham,1
0,3,21,0,2,Sat,0,Premier League,0,5,37,0.0,LM,8,2021-09-18,0,16,Y,Southampton,1,2,0.1,0.0,57.1,0,28,,90,1,D 0–0,0,,7,2,Away,0,Matchweek 5,Manchester City,2
0,,,0,,Tue,,EFL Cup,0,,,,AM,,2021-09-21,0,,Y,Southampton,0,,,,,0,,,45,,D 2 ,0,,,,Away,0,Third round,Sheffield Utd,0
0,2,23,0,0,Sun,0,Premier League,0,2,31,0.3,LM,13,2021-09-26,0,20,Y,Southampton,2,1,0.1,0.3,76.9,0,26,,63,0,L 0–1,0,,8,0,Home,0,Matchweek 6,Wolves,2
0,0,26,0,1,Sat,0,Premier League,0,1,39,0.0,"FW,RW",34,2021-10-02,0,26,Y,Southampton,0,2,0.0,0.0,81.3,0,32,,86,1,L 1–3,0,,5,1,Away,0,Matchweek 7,Chelsea,1
0,11,42,0,3,Sat,1,Premier League,1,9,60,0.2,FW,28,2021-10-16,1,33,Y,Southampton,4,3,1.0,0.2,67.3,0,49,,90,3,W 1–0,0,,8,0,Home,0,Matchweek 8,Leeds United,0
0,4,26,0,0,Sat,1,Premier League,1,4,51,0.9,FW,11,2021-10-23,1,20,Y,Southampton,4,3,0.3,0.9,55.6,0,36,,88,1,D 2–2,0,,6,1,Home,0,Matchweek 9,Burnley,0
,,,,,Tue,,EFL Cup,,,,,,,2021-10-26,,,N,Southampton,,,,,,,,,,,D 1 ,,"On matchday squad, but did not play",,,Away,,Fourth round,Chelsea,
0,3,42,0,4,Sat,0,Premier League,0,7,51,0.1,"LM,LW",15,2021-10-30,0,24,Y,Southampton,1,2,0.1,0.1,61.5,0,39,,90,0,W 1–0,0,,11,1,Away,0,Matchweek 10,Watford,1
0,0,10,0,1,Sat,0,Premier League,0,0,17,0.0,LM,13,2021-11-27,0,10,N,Southampton,0,0,0.0,0.0,83.3,0,12,,45,0,L 0–4,0,,0,1,Away,0,Matchweek 13,Liverpool,0
0,3,22,0,2,Wed,1,Premier League,1,5,38,0.1,"RM,LM",21,2021-12-01,0,23,Y,Southampton,1,1,0.4,0.1,76.7,0,30,,90,0,D 2–2,0,,4,2,Home,0,Matchweek 14,Leicester City,1
0,5,30,0,5,Sat,1,Premier League,1,2,50,0.0,RM,18,2021-12-04,0,27,Y,Southampton,0,2,0.5,0.0,69.2,0,39,,90,1,D 1–1,0,,6,1,Home,0,Matchweek 15,Brighton,2
0,2,20,0,2,Sat,0,Premier League,0,3,32,0.1,"RM,FW",15,2021-12-11,1,16,Y,Southampton,2,1,0.1,0.1,76.2,0,21,,90,1,L 0–3,0,,2,1,Away,0,Matchweek 16,Arsenal,2
0,1,25,0,1,Wed,0,Premier League,0,4,41,0.0,"LM,RM",19,2021-12-15,0,18,Y,Southampton,0,1,0.0,0.0,58.1,0,31,,90,0,D 2–2,0,,4,0,Away,0,Matchweek 17,Crystal Palace,0
0,2,39,0,0,Sun,0,Premier League,0,4,55,0.0,RM,6,2021-12-26,2,35,Y,Southampton,2,0,0.2,0.0,81.4,0,43,,90,0,W 3–2,0,,7,2,Away,0,Matchweek 19,West Ham,4
0,0,4,0,0,Tue,0,Premier League,0,1,3,0.0,WB,3,2021-12-28,0,1,N,Southampton,0,1,0.0,0.0,33.3,0,3,,8,1,D 1–1,0,,0,0,Home,0,Matchweek 20,Tottenham,1
0,,,0,,Sat,,FA Cup,0,,,,FW,,2022-01-08,1,,Y,Southampton,1,,,,,0,,,64,,W 3–2,0,,,,Away,1,Third round proper,Swansea City,0
0,1,23,0,0,Tue,0,Premier League,0,4,32,0.0,FW,14,2022-01-11,0,20,Y,Southampton,0,1,0.3,0.0,74.1,0,27,,64,0,W 4–1,0,,2,1,Home,0,Matchweek 18,Brentford,0
0,4,26,0,2,Sat,1,Premier League,0,4,35,0.0,"CM,FW",16,2022-01-15,0,22,Y,Southampton,0,1,0.1,0.0,71.0,0,31,,90,1,L 1–3,0,,6,0,Away,0,Matchweek 22,Wolves,0
0,1,14,0,0,Sat,1,Premier League,1,1,17,0.0,RM,13,2022-01-22,0,6,Y,Southampton,0,2,0.0,0.0,46.2,0,13,,45,1,D 1–1,0,,1,0,Home,0,Matchweek 23,Manchester City,0
0,,,0,,Sat,,FA Cup,0,,,,,,2022-02-05,2,,N,Southampton,3,,,,,0,,,87,,W 2–1,0,,,,Home,0,Fourth round proper,Coventry City,1
0,,,0,,Wed,,FA Cup,0,,,,,,2022-03-02,1,,N,Southampton,1,,,,,0,,,10,,W 3–1,0,,,,Home,0,Fifth round proper,West Ham,0
,,,,,Sat,,Premier League,,,,,,,2022-03-05,,,N,Southampton,,,,,,,,,,,L 0–4,,"On matchday squad, but did not play",,,Away,,Matchweek 28,Aston Villa,
0,1,5,0,0,Sun,0,Premier League,0,1,11,0.0,LM,2,2022-03-13,1,9,N,Southampton,1,0,0.1,0.0,90.0,0,10,,17,0,L 1–2,0,,2,0,Home,0,Matchweek 29,Watford,0
,,,,,Sun,,FA Cup,,,,,,,2022-03-20,,,N,Southampton,,,,,,,,,,,L 1–4,,"On matchday squad, but did not play",,,Home,,Quarter-finals,Manchester City,
,,,,,Sat,,Premier League,,,,,,,2022-04-09,,,N,Southampton,,,,,,,,,,,L 0–6,,"On matchday squad, but did not play",,,Home,,Matchweek 32,Chelsea,
0,0,1,0,2,Sat,0,Premier League,0,0,5,0.0,"RW,LW",4,2022-04-16,0,1,N,Southampton,0,0,0.0,0.0,100.0,0,1,,9,0,W 1–0,0,,0,0,Home,0,Matchweek 33,Arsenal,0
0,3,12,0,0,Thu,0,Premier League,0,1,17,0.0,"CM,LM",2,2022-04-21,0,10,N,Southampton,0,0,0.5,0.0,71.4,0,14,,25,0,L 0–2,0,,2,0,Away,0,Matchweek 30,Burnley,1
0,3,28,0,1,Sun,1,Premier League,0,7,50,0.0,RM,19,2022-04-24,0,31,Y,Southampton,1,0,0.1,0.0,75.6,0,41,,90,0,D 2–2,0,,7,3,Away,0,Matchweek 34,Brighton,0
0,2,25,0,0,Sat,0,Premier League,0,3,32,0.0,"RM,FW",29,2022-04-30,0,22,Y,Southampton,0,0,0.0,0.0,81.5,0,27,,90,0,L 1–2,0,,1,2,Home,0,Matchweek 35,Crystal Palace,2
0,5,43,0,0,Sat,0,Premier League,0,4,50,0.0,LM,13,2022-05-07,0,33,Y,Southampton,1,1,0.1,0.0,73.3,0,45,,90,1,L 0–3,0,,9,1,Away,0,Matchweek 36,Brentford,0
0,1,34,0,3,Tue,0,Premier League,0,1,52,0.0,WB,15,2022-05-17,2,23,Y,Southampton,2,6,0.0,0.0,56.1,0,41,,90,3,L 1–2,0,,4,0,Home,1,Matchweek 37,Liverpool,0
0,2,27,0,0,Sun,1,Premier League,0,2,32,0.0,FW,14,2022-05-22,1,18,Y,Southampton,1,2,0.0,0.0,69.2,0,26,,82,2,L 1–4,0,,2,1,Away,0,Matchweek 38,Leicester City,0
