pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Liverpool,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Norwich City,
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Liverpool,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Burnley,
,,,,,Sat,,Premier League,,,,,,2021-08-28,,,,N,Liverpool,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 3,Chelsea,
,,,,,Wed,,WCQ,,,,,,2021-09-01,,,,N,Republic of Ireland,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Away,,First round,Portugal,
,,,,,Sat,,WCQ,,,,,,2021-09-04,,,,N,Republic of Ireland,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,First round,Azerbaijan,
,,,,,Tue,,WCQ,,,,,,2021-09-07,,,,N,Republic of Ireland,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,First round,Serbia,
,,,,,Sun,,Premier League,,,,,,2021-09-12,,,,N,Liverpool,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Leeds United,
,,,,,Wed,,Champions Lg,,,,,,2021-09-15,,,,N,Liverpool,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Home,,Group stage,Milan,
,,,,,Sat,,Premier League,,,,,,2021-09-18,,,,N,Liverpool,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Crystal Palace,
0,,,0,,Tue,,EFL Cup,0,,,,GK,2021-09-21,,0,,Y,Liverpool,0,,,,,0,,,90,,W 3–0,0,,,,Away,0,Third round,Norwich City,0
,,,,,Sat,,Premier League,,,,,,2021-09-25,,,,N,Liverpool,,,,,,,,,,,D 3–3,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Brentford,
,,,,,Tue,,Champions Lg,,,,,,2021-09-28,,,,N,Liverpool,,,,,,,,,,,W 5–1,,"On matchday squad, but did not play",,,Away,,Group stage,Porto,
,,,,,Sun,,Premier League,,,,,,2021-10-03,,,,N,Liverpool,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Manchester City,
,,,,,Sat,,WCQ,,,,,,2021-10-09,,,,N,Republic of Ireland,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,First round,Azerbaijan,
