pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,1,31,0,0,Sat,0,Copa América,0,1,39,0.0,FW,21,2021-07-03,1,26,Y,Uruguay,1,0,0.1,0.0,89.7,0,29,,90,0,D 0 ,0,3,0,Neutral,0,Quarter-finals,Colombia,2
0,0,3,0,0,Sun,0,Premier League,0,0,8,0.0,FW,0,2021-08-29,0,7,N,Manchester Utd,0,0,0.0,0.0,100.0,0,7,,38,0,W 1–0,0,0,0,Away,0,Matchweek 3,Wolves,0
0,1,3,0,0,Sat,0,Premier League,0,0,5,0.0,FW,0,2021-09-25,0,2,N,Manchester Utd,1,0,0.0,0.0,66.7,0,3,,9,0,L 0–1,0,0,0,Home,0,Matchweek 6,Aston Villa,0
0,0,6,0,0,Wed,0,Champions Lg,0,1,9,0.2,FW,7,2021-09-29,0,7,N,Manchester Utd,1,0,0.0,0.2,100.0,0,7,,16,0,W 2–1,0,2,1,Home,0,Group stage,Villarreal,0
0,1,17,0,2,Sat,0,Premier League,0,0,30,0.1,FW,7,2021-10-02,1,17,Y,Manchester Utd,1,0,0.0,0.1,73.9,0,23,,56,0,D 1–1,0,0,0,Home,0,Matchweek 7,Everton,2
0,,,0,,Thu,,WCQ,0,,,,,,2021-10-07,0,,N,Uruguay,1,,,,,0,,,45,,D 0–0,0,,,Home,0,WCQ — CONMEBOL (M),Colombia,0
0,,,0,,Sun,,WCQ,0,,,,,,2021-10-10,0,,N,Uruguay,1,,,,,0,,,45,,L 0–3,0,,,Away,0,WCQ — CONMEBOL (M),Argentina,0
0,,,0,,Thu,,WCQ,0,,,,FW,,2021-10-14,0,,Y,Uruguay,0,,,,,1,,,90,,L 1–4,0,,,Away,0,WCQ — CONMEBOL (M),Brazil,0
0,0,6,0,1,Wed,0,Champions Lg,0,0,12,0.0,"FW,LW",4,2021-10-20,0,5,N,Manchester Utd,0,0,0.0,0.0,55.6,1,9,,25,0,W 3–2,0,0,0,Home,0,Group stage,Atalanta,0
0,0,3,0,0,Sun,0,Premier League,0,0,9,0.6,FW,2,2021-10-24,0,4,N,Manchester Utd,1,0,0.0,0.6,100.0,0,4,,29,0,L 0–5,0,0,1,Home,0,Matchweek 9,Liverpool,3
0,0,18,0,2,Sat,0,Premier League,0,2,33,0.7,FW,21,2021-10-30,1,17,Y,Manchester Utd,4,0,0.0,0.7,70.8,0,24,,81,0,W 3–0,0,1,1,Away,1,Matchweek 10,Tottenham,1
0,0,9,0,0,Tue,0,Champions Lg,0,0,18,0.0,"LW,AM",1,2021-11-02,0,10,N,Manchester Utd,0,0,0.0,0.0,90.9,0,11,,22,0,D 2–2,0,0,0,Away,0,Group stage,Atalanta,0
0,1,9,0,0,Mon,1,Premier League,0,1,21,0.8,FW,6,2021-12-27,1,9,N,Manchester Utd,5,1,0.0,0.8,81.8,0,11,,45,1,D 1–1,0,0,0,Away,1,Matchweek 19,Newcastle Utd,0
0,1,13,0,0,Thu,0,Premier League,0,1,24,0.1,FW,7,2021-12-30,0,17,Y,Manchester Utd,1,1,0.2,0.1,89.5,0,19,,90,1,W 3–1,0,1,0,Home,0,Matchweek 20,Burnley,0
0,0,22,0,1,Mon,0,Premier League,0,1,38,0.1,FW,16,2022-01-03,0,25,Y,Manchester Utd,1,2,0.0,0.1,75.8,0,33,,90,2,L 0–1,0,1,1,Home,0,Matchweek 21,Wolves,0
0,,,0,,Mon,,FA Cup,0,,,,FW,,2022-01-10,1,,Y,Manchester Utd,2,,,,,0,,,71,,W 1–0,0,,,Home,0,Third round proper,Aston Villa,1
0,1,22,0,1,Sat,0,Premier League,0,0,33,0.0,FW,11,2022-01-15,0,20,Y,Manchester Utd,0,0,0.1,0.0,76.9,0,26,,90,0,D 2–2,0,0,1,Away,0,Matchweek 22,Aston Villa,0
0,1,4,0,0,Sat,1,Premier League,1,0,6,0.0,FW,0,2022-01-22,0,5,N,Manchester Utd,0,0,0.8,0.0,100.0,0,5,,9,0,W 1–0,0,0,0,Home,0,Matchweek 23,West Ham,0
0,,,0,,Thu,,WCQ,0,,,,,,2022-01-27,1,,N,Uruguay,1,,,,,0,,,21,,W 1–0,0,,,Away,0,WCQ — CONMEBOL (M),Paraguay,0
0,,,0,,Tue,,WCQ,0,,,,FW,,2022-02-01,1,,Y,Uruguay,3,,,,,0,,,66,,W 4–1,0,,,Home,1,WCQ — CONMEBOL (M),Venezuela,0
0,0,8,0,1,Tue,0,Premier League,0,0,27,0.7,FW,5,2022-02-08,1,16,Y,Manchester Utd,2,0,0.0,0.7,80.0,0,20,,67,0,D 1–1,0,1,0,Away,0,Matchweek 24,Burnley,1
0,0,5,0,0,Sat,0,Premier League,0,0,8,0.0,FW,2,2022-03-12,0,3,N,Manchester Utd,0,1,0.0,0.0,50.0,0,6,,11,0,W 3–2,0,0,0,Home,0,Matchweek 29,Tottenham,0
0,0,3,0,0,Tue,0,Champions Lg,0,0,5,0.0,FW,2,2022-03-15,0,2,N,Manchester Utd,0,0,0.0,0.0,50.0,0,4,,16,0,L 0–1,0,0,0,Home,0,Round of 16,Atlético Madrid,0
0,,,0,,Thu,,WCQ,0,,,,,,2022-03-24,0,,N,Uruguay,1,,,,,0,,,24,,W 1–0,0,,,Home,0,WCQ — CONMEBOL (M),Peru,1
0,,,0,,Tue,,WCQ,0,,,,FW,,2022-03-29,0,,Y,Uruguay,1,,,,,0,,,28,,W 2–0,0,,,Away,0,WCQ — CONMEBOL (M),Chile,0
0,1,5,0,0,Mon,0,Premier League,0,0,9,0.0,FW,0,2022-05-02,0,5,N,Manchester Utd,0,0,0.0,0.0,100.0,0,5,,16,0,W 3–0,0,0,0,Home,0,Matchweek 35,Brentford,1
0,1,10,0,1,Sat,0,Premier League,0,2,16,0.1,FW,9,2022-05-07,1,12,N,Manchester Utd,1,0,0.0,0.1,85.7,0,14,,45,0,L 0–4,0,1,0,Away,0,Matchweek 36,Brighton,0
0,3,21,0,1,Sun,0,Premier League,0,2,29,0.1,FW,19,2022-05-22,1,21,Y,Manchester Utd,1,0,0.2,0.1,84.0,0,25,,90,0,L 0–1,0,3,0,Away,0,Matchweek 38,Crystal Palace,1
0,,,0,,Thu,,Friendlies (M),0,,,,FW,,2022-06-02,,,Y*,Uruguay,,,,,,0,,,77,,W 3–0,0,,,Neutral,2,Friendlies (M),Mexico,
