pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Manchester Utd,,,,,,,,,,,W 5–1,,"On matchday squad, but did not play",,,Home,,Matchweek 1,Leeds United,
,,,,,Sun,,Premier League,,,,,,2021-08-22,,,,N,Manchester Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 2,Southampton,
,,,,,Sun,,Premier League,,,,,,2021-08-29,,,,N,Manchester Utd,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 3,Wolves,
0,0,2,0,0,Sat,0,Premier League,0,0,2,0.0,AM,2021-09-11,0,0,1,N,Manchester Utd,0,0,0.0,0.0,100.0,0,1,,6,0,W 4–1,0,,1,0,Home,0,Matchweek 4,Newcastle Utd,0
0,0,22,0,1,Tue,0,Champions Lg,0,1,29,0.0,DM,2021-09-14,8,0,23,Y,Manchester Utd,0,1,0.0,0.0,95.8,0,24,,45,1,L 1–2,0,,5,1,Away,0,Group stage,Young Boys,2
,,,,,Sun,,Premier League,,,,,,2021-09-19,,,,N,Manchester Utd,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 5,West Ham,
0,,,0,,Wed,,EFL Cup,0,,,,CM,2021-09-22,,0,,Y,Manchester Utd,2,,,,,0,,,90,,L 0–1,0,,,,Home,0,Third round,West Ham,1
,,,,,Sat,,Premier League,,,,,,2021-09-25,,,,N,Manchester Utd,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 6,Aston Villa,
,,,,,Wed,,Champions Lg,,,,,,2021-09-29,,,,N,Manchester Utd,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Group stage,Villarreal,
,,,,,Sat,,Premier League,,,,,,2021-10-02,,,,N,Manchester Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Everton,
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Manchester Utd,,,,,,,,,,,L 2–4,,"On matchday squad, but did not play",,,Away,,Matchweek 8,Leicester City,
,,,,,Wed,,Champions Lg,,,,,,2021-10-20,,,,N,Manchester Utd,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Home,,Group stage,Atalanta,
,,,,,Sun,,Premier League,,,,,,2021-10-24,,,,N,Manchester Utd,,,,,,,,,,,L 0–5,,"On matchday squad, but did not play",,,Home,,Matchweek 9,Liverpool,
,,,,,Sat,,Premier League,,,,,,2021-10-30,,,,N,Manchester Utd,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 10,Tottenham,
0,0,3,0,0,Tue,0,Champions Lg,0,0,3,0.1,DM,2021-11-02,0,1,1,N,Manchester Utd,1,0,0.0,0.1,50.0,0,2,,4,0,D 2–2,0,,0,0,Away,0,Group stage,Atalanta,0
0,0,3,0,0,Sat,0,Premier League,0,0,2,0.0,DM,2021-11-06,3,0,1,N,Manchester Utd,0,1,0.0,0.0,50.0,0,2,,11,1,L 0–2,0,,0,0,Home,0,Matchweek 11,Manchester City,0
0,4,15,0,2,Sat,0,Premier League,0,3,32,0.7,CM,2021-11-20,5,1,19,N,Manchester Utd,1,1,0.5,0.7,79.2,0,24,,45,1,L 1–4,0,,0,3,Away,1,Matchweek 12,Watford,1
0,0,14,0,0,Tue,0,Champions Lg,0,1,24,0.0,AM,2021-11-23,12,0,16,Y,Manchester Utd,0,2,0.0,0.0,88.9,1,18,,65,1,W 2–0,0,,1,2,Away,0,Group stage,Villarreal,2
0,0,2,0,0,Sun,0,Premier League,0,0,4,0.0,AM,2021-11-28,1,0,0,N,Manchester Utd,0,0,0.0,0.0,,0,0,,2,0,D 1–1,0,,1,1,Away,0,Matchweek 13,Chelsea,0
0,0,1,0,0,Thu,0,Premier League,0,0,1,0.0,AM,2021-12-02,1,0,0,N,Manchester Utd,0,0,0.0,0.0,,0,0,,1,0,W 3–2,0,,0,0,Home,0,Matchweek 14,Arsenal,0
0,0,5,0,0,Sun,0,Premier League,0,0,9,0.0,AM,2021-12-05,2,0,4,N,Manchester Utd,0,1,0.0,0.0,80.0,0,5,,5,0,W 1–0,0,,0,1,Home,0,Matchweek 15,Crystal Palace,0
0,1,54,0,0,Wed,0,Champions Lg,0,2,85,0.0,DM,2021-12-08,22,0,66,Y,Manchester Utd,0,0,0.0,0.0,86.8,0,76,,90,0,D 1–1,0,,3,4,Home,0,Group stage,Young Boys,1
0,0,0,0,0,Sat,0,Premier League,0,0,1,0.0,AM,2021-12-11,1,0,0,N,Manchester Utd,0,0,0.0,0.0,,0,0,,3,0,W 1–0,0,,0,0,Away,0,Matchweek 16,Norwich City,1
,,,,,Mon,,Premier League,,,,,,2021-12-27,,,,N,Manchester Utd,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 19,Newcastle Utd,
,,,,,Thu,,Premier League,,,,,,2021-12-30,,,,N,Manchester Utd,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Home,,Matchweek 20,Burnley,
,,,,,Mon,,Premier League,,,,,,2022-01-03,,,,N,Manchester Utd,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 21,Wolves,
0,,,0,,Mon,,FA Cup,0,,,,,2022-01-10,,0,,N,Manchester Utd,0,,,,,0,,,19,,W 1–0,0,,,,Home,0,Third round proper,Aston Villa,0
0,1,3,0,0,Sat,0,Premier League,0,0,2,0.1,CM,2022-01-15,3,0,0,N,Manchester Utd,1,1,0.0,0.1,,0,0,,2,1,D 2–2,0,,0,0,Away,0,Matchweek 22,Aston Villa,0
,,,,,Wed,,Premier League,,,,,,2022-01-19,,,,N,Manchester Utd,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Away,,Matchweek 17,Brentford,
,,,,,Sat,,Premier League,,,,,,2022-01-22,,,,N,Manchester Utd,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 23,West Ham,
0,0,35,0,0,Tue,0,Premier League,0,5,43,0.0,DM,2022-02-08,4,0,38,N,Everton,1,1,0.0,0.0,95.0,0,40,,31,0,L 1–3,0,,5,0,Away,0,Matchweek 24,Newcastle Utd,0
0,2,21,0,1,Sat,0,Premier League,0,5,48,0.0,DM,2022-02-12,15,0,34,Y,Everton,0,2,0.0,0.0,89.5,0,38,,90,0,W 3–0,0,,2,2,Home,0,Matchweek 25,Leeds United,1
0,0,40,0,1,Sat,0,Premier League,0,1,69,0.1,DM,2022-02-19,31,0,41,Y,Everton,3,2,0.0,0.1,78.8,0,52,,90,1,L 0–2,0,,2,3,Away,0,Matchweek 26,Southampton,3
0,1,21,0,2,Sat,0,Premier League,0,1,38,0.0,CM,2022-02-26,8,0,18,Y,Everton,0,2,0.0,0.0,64.3,1,28,,70,1,L 0–1,0,,0,3,Home,0,Matchweek 27,Manchester City,2
