pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,4,28,0,2,Sat,0,Premier League,0,3,41,0.6,AM,21,2021-08-14,3,22,Y,Manchester Utd,4,1,0.1,0.6,73.3,0,30,,90,0,W 5–1,0,4,0,Home,3,Matchweek 1,Leeds United,0
0,5,35,0,1,Sun,1,Premier League,0,8,64,0.1,AM,20,2021-08-22,1,39,Y,Manchester Utd,2,1,0.4,0.1,73.6,1,53,,90,0,D 1–1,0,4,0,Away,0,Matchweek 2,Southampton,0
0,2,32,0,0,Sun,0,Premier League,0,4,57,0.2,AM,16,2021-08-29,0,33,Y,Manchester Utd,3,0,0.1,0.2,71.7,1,46,,90,0,W 1–0,0,6,1,Away,0,Matchweek 3,Wolves,0
0,,,0,,Wed,,WCQ,0,,,,CM,,2021-09-01,0,,Y,Portugal,3,,,,,0,,,61,,W 2–1,0,,,Home,0,First round,Republic of Ireland,2
1,,,1,,Sat,,Friendlies (M),0,,,,,,2021-09-04,,,N,Portugal,,,,,,0,,,32,,W 3–1,0,,,Away,1,Friendlies (M),Qatar,
0,,,0,,Tue,,WCQ,1,,,,CM,,2021-09-07,2,,Y,Portugal,3,,,,,0,,,90,,W 3–0,0,,,Away,0,First round,Azerbaijan,0
0,2,51,0,1,Sat,0,Premier League,0,4,70,0.2,AM,11,2021-09-11,1,47,Y,Manchester Utd,5,0,0.1,0.2,82.5,0,57,,84,0,W 4–1,0,10,2,Home,1,Matchweek 4,Newcastle Utd,0
0,2,33,0,0,Tue,1,Champions Lg,1,3,47,0.0,"AM,CM,RW",12,2021-09-14,0,29,Y,Manchester Utd,0,3,0.5,0.0,72.5,0,40,,71,3,L 1–2,0,3,1,Away,0,Group stage,Young Boys,0
0,7,55,0,0,Sun,0,Premier League,0,9,87,0.1,AM,20,2021-09-19,2,56,Y,Manchester Utd,3,3,0.8,0.1,71.8,0,78,,90,1,W 2–1,0,8,0,Away,0,Matchweek 5,West Ham,1
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-09-22,0,,N,Manchester Utd,3,,,,,0,,,19,,L 0–1,0,,,Home,0,Third round,West Ham,1
0,12,34,1,0,Sat,0,Premier League,0,3,66,1.0,AM,15,2021-09-25,0,36,Y,Manchester Utd,5,2,0.6,0.3,69.2,0,52,,90,2,L 0–1,0,8,3,Home,0,Matchweek 6,Aston Villa,1
0,5,46,0,0,Wed,1,Champions Lg,1,3,67,0.1,AM,29,2021-09-29,0,41,Y*,Manchester Utd,3,1,0.2,0.1,80.4,0,51,,90,1,W 2–1,0,5,4,Home,0,Group stage,Villarreal,0
0,4,54,0,1,Sat,1,Premier League,1,10,96,0.0,AM,19,2021-10-02,0,66,Y*,Manchester Utd,1,2,0.2,0.0,75.0,0,88,,90,0,D 1–1,0,6,2,Home,0,Matchweek 7,Everton,1
0,,,0,,Sat,,Friendlies (M),0,,,,,,2021-10-09,,,N,Portugal,,,,,,0,,,20,,W 3–0,0,,,Home,0,Friendlies (M),Qatar,
0,,,0,,Tue,,WCQ,1,,,,CM,,2021-10-12,1,,Y,Portugal,2,,,,,0,,,79,,W 5–0,0,,,Home,1,First round,Luxembourg,0
0,11,39,0,0,Sat,1,Premier League,1,5,66,0.0,AM,20,2021-10-16,0,41,Y,Manchester Utd,2,0,0.8,0.0,75.9,0,54,,90,0,L 2–4,0,8,2,Away,0,Matchweek 8,Leicester City,2
0,9,55,0,4,Wed,2,Champions Lg,2,8,90,0.3,AM,19,2021-10-20,1,42,Y,Manchester Utd,3,0,1.1,0.3,59.2,0,71,,90,0,W 3–2,0,9,4,Home,0,Group stage,Atalanta,1
0,3,26,0,0,Sun,0,Premier League,0,5,35,0.4,AM,6,2021-10-24,0,25,Y,Manchester Utd,1,2,0.1,0.4,78.1,1,32,,61,2,L 0–5,0,2,1,Home,0,Matchweek 9,Liverpool,1
0,3,37,0,1,Sat,1,Premier League,1,6,58,0.0,AM,15,2021-10-30,0,34,Y,Manchester Utd,0,2,0.2,0.0,70.8,0,48,,75,1,W 3–0,0,3,2,Away,0,Matchweek 10,Tottenham,2
0,4,47,0,2,Tue,1,Champions Lg,1,7,74,0.2,AM,11,2021-11-02,0,50,Y,Manchester Utd,1,1,0.6,0.2,80.6,0,62,,86,1,D 2–2,0,5,2,Away,0,Group stage,Atalanta,0
0,1,29,0,0,Sat,0,Premier League,0,2,48,0.1,"AM,CM",30,2021-11-06,0,25,Y,Manchester Utd,1,0,0.0,0.1,69.4,0,36,,90,0,L 0–2,0,3,5,Home,0,Matchweek 11,Manchester City,0
0,,,0,,Thu,,WCQ,0,,,,CM,,2021-11-11,0,,Y,Portugal,1,,,,,0,,,74,,D 0–0,0,,,Away,0,First round,Republic of Ireland,1
0,,,0,,Sun,,WCQ,0,,,,,,2021-11-14,0,,N,Portugal,0,,,,,0,,,28,,L 1–2,0,,,Home,0,First round,Serbia,0
0,1,48,0,0,Sat,0,Premier League,0,6,73,0.2,"AM,DM,CM",10,2021-11-20,0,48,Y,Manchester Utd,2,0,0.2,0.2,76.2,0,63,,90,0,L 1–4,0,3,3,Away,0,Matchweek 12,Watford,1
0,2,17,0,0,Tue,1,Champions Lg,1,4,26,0.0,AM,5,2021-11-23,0,21,N,Manchester Utd,1,1,0.5,0.0,87.5,0,24,,25,0,W 2–0,0,0,0,Away,0,Group stage,Villarreal,0
0,1,36,0,0,Sun,0,Premier League,0,1,51,0.0,AM,27,2021-11-28,0,27,Y*,Manchester Utd,1,2,0.0,0.0,73.0,1,37,,88,1,D 1–1,0,2,4,Away,0,Matchweek 13,Chelsea,3
0,5,38,0,1,Thu,1,Premier League,0,7,54,0.5,AM,11,2021-12-02,1,31,Y,Manchester Utd,2,1,0.2,0.5,70.5,0,44,,89,0,W 3–2,0,9,2,Home,1,Matchweek 14,Arsenal,1
0,7,48,0,3,Sun,0,Premier League,0,4,76,0.2,AM,16,2021-12-05,1,45,Y,Manchester Utd,3,1,0.2,0.2,72.6,0,62,,85,0,W 1–0,0,4,1,Home,0,Matchweek 15,Crystal Palace,0
0,1,39,0,2,Sat,0,Premier League,0,5,70,0.1,AM,21,2021-12-11,0,37,Y,Manchester Utd,1,1,0.0,0.1,60.7,0,61,,87,1,W 1–0,0,7,0,Away,0,Matchweek 16,Norwich City,2
0,4,62,0,1,Mon,0,Premier League,0,10,82,0.0,"DM,AM",15,2021-12-27,0,52,Y,Manchester Utd,0,3,0.3,0.0,69.3,1,75,,90,2,D 1–1,0,8,0,Away,0,Matchweek 19,Newcastle Utd,1
0,1,24,0,0,Mon,0,Premier League,0,2,32,0.4,RM,5,2022-01-03,1,17,N,Manchester Utd,2,0,0.1,0.4,70.8,0,24,,31,0,L 0–1,0,5,0,Home,0,Matchweek 21,Wolves,1
0,,,0,,Mon,,FA Cup,0,,,,LW,,2022-01-10,0,,Y*,Manchester Utd,3,,,,,0,,,85,,W 1–0,0,,,Home,0,Third round proper,Aston Villa,0
0,1,48,0,0,Sat,0,Premier League,0,5,70,0.2,CM,10,2022-01-15,2,43,Y*,Manchester Utd,2,0,0.1,0.2,78.2,1,55,,88,0,D 2–2,0,9,2,Away,2,Matchweek 22,Aston Villa,4
0,4,55,0,3,Wed,2,Premier League,2,9,78,0.4,"AM,FW",7,2022-01-19,1,50,Y*,Manchester Utd,2,2,1.1,0.4,76.9,0,65,,90,0,W 3–1,0,6,1,Away,0,Matchweek 17,Brentford,0
0,8,59,0,1,Sat,0,Premier League,0,9,67,0.1,"AM,DM",18,2022-01-22,0,44,Y,Manchester Utd,2,1,0.4,0.1,77.2,0,57,,90,1,W 1–0,0,10,2,Home,0,Matchweek 23,West Ham,2
0,,,0,,Fri,,FA Cup,1,,,,AM,,2022-02-04,1,,Y,Manchester Utd,6,,,,,0,,,120,,D 1 ,0,,,Home,0,Fourth round proper,Middlesbrough,1
0,9,54,0,0,Tue,0,Premier League,0,8,86,0.2,AM,15,2022-02-08,1,55,Y,Manchester Utd,4,1,0.3,0.2,76.4,0,72,,90,0,D 1–1,0,6,2,Away,0,Matchweek 24,Burnley,2
0,3,40,0,1,Sat,1,Premier League,0,6,55,0.0,"AM,DM",35,2022-02-12,0,33,Y,Manchester Utd,0,1,0.1,0.0,67.3,0,49,,90,1,D 1–1,0,5,2,Home,0,Matchweek 25,Southampton,1
0,6,51,0,1,Tue,0,Premier League,0,6,74,0.9,AM,18,2022-02-15,3,45,Y,Manchester Utd,4,0,0.5,0.9,70.3,1,64,,90,0,W 2–0,0,7,2,Home,1,Matchweek 18,Brighton,2
0,2,27,0,1,Sun,1,Premier League,1,4,49,0.4,"AM,FW",28,2022-02-20,2,18,Y,Manchester Utd,3,3,0.0,0.4,51.4,0,35,,90,1,W 4–2,0,4,2,Away,1,Matchweek 26,Leeds United,1
0,4,37,0,2,Wed,1,Champions Lg,1,4,72,0.0,AM,27,2022-02-23,0,41,Y,Manchester Utd,1,1,0.2,0.0,73.2,0,56,,90,0,D 1–1,0,4,1,Away,0,Round of 16,Atlético Madrid,0
0,7,73,0,1,Sat,0,Premier League,0,4,94,1.0,"AM,DM",18,2022-02-26,2,65,Y*,Manchester Utd,8,3,0.6,1.0,79.3,0,82,,90,2,D 0–0,0,11,1,Home,0,Matchweek 27,Watford,2
0,2,30,0,2,Sun,0,Premier League,0,1,40,0.0,"FW,AM",19,2022-03-06,0,21,Y,Manchester Utd,1,3,0.3,0.0,65.6,0,32,,90,1,L 1–4,0,2,0,Away,0,Matchweek 28,Manchester City,0
0,4,35,0,0,Tue,0,Champions Lg,0,1,46,0.0,AM,13,2022-03-15,1,28,Y,Manchester Utd,2,0,0.3,0.0,71.8,0,39,,66,0,L 0–1,0,3,0,Home,0,Round of 16,Atlético Madrid,1
0,,,0,,Thu,,WCQ,0,,,,CM,,2022-03-24,0,,Y,Portugal,0,,,,,0,,,79,,W 3–1,0,,,Home,0,Semi-finals,Turkey,1
0,,,0,,Tue,,WCQ,0,,,,CM,,2022-03-29,3,,Y,Portugal,5,,,,,0,,,86,,W 2–0,0,,,Home,2,Finals,North Macedonia,1
0,3,50,0,0,Sat,1,Premier League,0,8,74,0.4,"FW,AM",9,2022-04-02,2,52,Y,Manchester Utd,4,3,0.0,0.4,81.3,0,64,,90,2,D 1–1,0,7,1,Home,0,Matchweek 31,Leicester City,0
0,3,67,0,0,Sat,0,Premier League,0,8,100,0.0,AM,22,2022-04-09,0,74,Y,Manchester Utd,2,0,0.2,0.0,82.2,0,90,,90,0,L 0–1,0,8,2,Away,0,Matchweek 32,Everton,1
0,3,76,0,2,Sat,0,Premier League,0,9,99,0.1,"CM,DM,AM",8,2022-04-16,1,73,Y,Manchester Utd,3,4,0.1,0.1,89.0,0,82,,90,0,W 3–2,0,8,3,Home,0,Matchweek 33,Norwich City,1
