pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sun,,Premier League,,,,,,2021-08-15,,,,N,Tottenham,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 1,Manchester City,
0,,,0,,Thu,,Conf Lg,0,,,,FW,2021-08-19,,,,Y,Tottenham,,,,,,0,,,90,,L 0–1,0,,,,Away,0,Play-off round,Paços,
,,,,,Sun,,Premier League,,,,,,2021-08-22,,,,N,Tottenham,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 2,Wolves,
,,,,,Thu,,Conf Lg,,,,,,2021-08-26,,,,N,Tottenham,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Home,,Play-off round,Paços,
0,,,0,,Fri,,PL2 — Div. 1,0,,,,FW,2021-08-27,,,,Y,Tottenham,,,,,,0,,,78,,L 1–2,0,,,,Home,0,Matchweek 3,Arsenal,
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Tottenham,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Crystal Palace,
0,,,0,,Thu,,Conf Lg,0,,,,,2021-09-16,,,,N,Tottenham,,,,,,0,,,37,,D 2–2,0,,,,Away,0,Group stage,Rennes,
,,,,,Sun,,Premier League,,,,,,2021-09-19,,,,N,Tottenham,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Chelsea,
,,,,,Wed,,EFL Cup,,,,,,2021-09-22,,,,N,Tottenham,,,,,,,,,,,D 2 ,,"On matchday squad, but did not play",,,Away,,Third round,Wolves,
,,,,,Sun,,Premier League,,,,,,2021-09-26,,,,N,Tottenham,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Away,,Matchweek 6,Arsenal,
0,,,0,,Mon,,PL2 — Div. 1,0,,,,FW,2021-09-27,,,,Y,Tottenham,,,,,,0,,,45,,W 3–1,0,,,,Home,0,Matchweek 6,Derby County,
0,,,0,,Thu,,Conf Lg,0,,,,FW,2021-09-30,,,,Y,Tottenham,,,,,,0,,,58,,W 5–1,0,,,,Home,0,Group stage,NŠ Mura,
,,,,,Sun,,Premier League,,,,,,2021-10-03,,,,N,Tottenham,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Aston Villa,
0,,,0,,Thu,,Conf Lg,0,,,,FW,2021-10-21,,,,Y,Tottenham,,,,,,1,,,74,,L 0–1,0,,,,Away,0,Group stage,Vitesse,
0,,,0,,Sat,,PL2 — Div. 1,0,,,,FW,2021-10-30,,,,Y,Tottenham,,,,,,0,,,90,,W 1–0,0,,,,Home,0,Matchweek 10,Manchester Utd,
,,,,,Thu,,Conf Lg,,,,,,2021-11-04,,,,N,Tottenham,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Home,,Group stage,Vitesse,
,,,,,Sun,,Premier League,,,,,,2021-12-05,,,,N,Tottenham,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Home,,Matchweek 15,Norwich City,
0,,,0,,Sun,,FA Cup,0,,,,,2022-01-09,,0,,N,Tottenham,0,,,,,0,,,3,,W 3–1,0,,,,Home,0,Third round proper,Morecambe,0
,,,,,Wed,,EFL Cup,,,,,,2022-01-12,,,,N,Tottenham,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Semi-finals,Chelsea,
0,,,0,,Mon,,PL2 — Div. 1,0,,,,FW,2022-01-17,,,,Y,Tottenham,,,,,,1,,,90,,D 1–1,0,,,,Home,0,Matchweek 17,Blackburn,
,,,,,Wed,,Premier League,,,,,,2022-01-19,,,,N,Tottenham,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Matchweek 17,Leicester City,
,,,,,Sun,,Premier League,,,,,,2022-01-23,,,,N,Tottenham,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Matchweek 23,Chelsea,
0,,,0,,Mon,,PL2 — Div. 1,0,,,,,2022-01-24,,,,Y,Tottenham,,,,,,0,,,90,,L 0–1,0,,,,Away,0,Matchweek 18,Everton,
,,,,,Sat,,FA Cup,,,,,,2022-02-05,,,,N,Tottenham,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Home,,Fourth round proper,Brighton,
0,,,0,,Mon,,PL2 — Div. 1,1,,,,FW,2022-02-07,,,,Y,Tottenham,,,,,,0,,,72,,L 1–4,0,,,,Home,0,Matchweek 19,Crystal Palace U23,
,,,,,Wed,,Premier League,,,,,,2022-02-09,,,,N,Tottenham,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Home,,Matchweek 24,Southampton,
,,,,,Sun,,Premier League,,,,,,2022-02-13,,,,N,Tottenham,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 25,Wolves,
,,,,,Sat,,Premier League,,,,,,2022-02-19,,,,N,Tottenham,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Matchweek 26,Manchester City,
,,,,,Wed,,Premier League,,,,,,2022-02-23,,,,N,Tottenham,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 13,Burnley,
0,0,2,0,0,Sat,0,Premier League,0,0,1,0.0,AM,2022-02-26,2,0,1,N,Tottenham,0,1,0.0,0.0,100.0,0,1,,4,1,W 4–0,0,,0,0,Away,0,Matchweek 27,Leeds United,0
0,,,0,,Tue,,FA Cup,0,,,,,2022-03-01,,0,,N,Tottenham,0,,,,,0,,,6,,L 0–1,0,,,,Away,0,Fifth round proper,Middlesbrough,0
0,,,0,,Fri,,PL2 — Div. 1,0,,,,FW,2022-03-04,,,,Y,Tottenham,,,,,,0,,,90,,L 1–2,0,,,,Away,0,Matchweek 15,Arsenal,
,,,,,Sat,,Premier League,,,,,,2022-03-12,,,,N,Tottenham,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Away,,Matchweek 29,Manchester Utd,
,,,,,Wed,,Premier League,,,,,,2022-03-16,,,,N,Tottenham,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 16,Brighton,
,,,,,Sun,,Premier League,,,,,,2022-03-20,,,,N,Tottenham,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Home,,Matchweek 30,West Ham,
,,,,,Sun,,Premier League,,,,,,2022-04-03,,,,N,Tottenham,,,,,,,,,,,W 5–1,,"On matchday squad, but did not play",,,Home,,Matchweek 31,Newcastle Utd,
,,,,,Sat,,Premier League,,,,,,2022-04-23,,,,N,Tottenham,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 34,Brentford,
,,,,,Sun,,Premier League,,,,,,2022-05-01,,,,N,Tottenham,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Home,,Matchweek 35,Leicester City,
0,,,0,,Mon,,PL2 — Div. 1,0,,,,FW,2022-05-02,,,,Y,Tottenham,,,,,,0,,,65,,D 0–0,0,,,,Home,0,Matchweek 26,Brighton,
,,,,,Sat,,Premier League,,,,,,2022-05-07,,,,N,Tottenham,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 36,Liverpool,
,,,,,Thu,,Premier League,,,,,,2022-05-12,,,,N,Tottenham,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Home,,Matchweek 22,Arsenal,
,,,,,Sun,,Premier League,,,,,,2022-05-15,,,,N,Tottenham,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 37,Burnley,
,,,,,Sun,,Premier League,,,,,,2022-05-22,,,,N,Tottenham,,,,,,,,,,,W 5–0,,"On matchday squad, but did not play",,,Away,,Matchweek 38,Norwich City,
