pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Liverpool,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Burnley,
,,,,,Sun,,Premier League,,,,,,2021-09-12,,,,N,Liverpool,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Leeds United,
0,1,17,0,0,Wed,0,Champions Lg,0,0,19,0.0,LW,2021-09-15,8,0,13,N,Liverpool,1,1,0.0,0.0,86.7,0,15,,20,1,W 3–2,0,,5,1,Home,0,Group stage,Milan,0
0,1,6,0,0,Sat,1,Premier League,0,0,6,0.0,"LW,CM",2021-09-18,2,0,4,N,Liverpool,1,1,0.0,0.0,100.0,0,4,,15,1,W 3–0,0,,2,0,Home,0,Matchweek 5,Crystal Palace,0
0,,,0,,Tue,,EFL Cup,0,,,,CM,2021-09-21,,0,,Y,Liverpool,1,,,,,0,,,86,,W 3–0,0,,,,Away,0,Third round,Norwich City,0
0,2,43,0,0,Sat,1,Premier League,0,0,51,0.2,CM,2021-09-25,13,1,36,Y,Liverpool,4,0,0.0,0.2,87.8,0,41,,67,0,D 3–3,0,,5,2,Away,1,Matchweek 6,Brentford,0
0,6,66,0,1,Tue,3,Champions Lg,2,8,87,0.1,CM,2021-09-28,18,3,63,Y,Liverpool,4,4,0.5,0.1,90.0,0,70,,90,2,W 5–1,0,,10,3,Away,0,Group stage,Porto,1
0,0,35,0,0,Sun,0,Premier League,1,1,50,0.0,CM,2021-10-03,33,0,41,Y,Liverpool,0,1,0.1,0.0,93.2,0,44,,90,1,D 2–2,0,,6,1,Home,0,Matchweek 7,Manchester City,0
0,2,56,0,0,Sun,0,Premier League,0,2,75,0.2,CM,2021-10-24,16,0,65,N,Liverpool,1,0,0.0,0.2,97.0,0,67,,64,0,W 5–0,0,,12,0,Away,0,Matchweek 9,Manchester Utd,0
0,,,0,,Wed,,EFL Cup,0,,,,CM,2021-10-27,,1,,Y,Liverpool,1,,,,,0,,,89,,W 2–0,0,,,,Away,0,Fourth round,Preston,0
0,2,55,0,1,Sat,0,Premier League,0,5,76,0.0,CM,2021-10-30,21,0,63,Y,Liverpool,0,0,0.0,0.0,94.0,0,67,,86,0,D 2–2,0,,5,2,Home,0,Matchweek 10,Brighton,0
,,,,,Tue,,Premier League,,,,,,2021-12-28,,,,N,Liverpool,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 20,Leicester City,
0,0,4,0,0,Sun,0,Premier League,0,0,4,0.0,LW,2022-01-02,0,0,4,N,Liverpool,0,0,0.0,0.0,100.0,0,4,,1,0,D 2–2,0,,2,0,Away,0,Matchweek 21,Chelsea,0
0,,,0,,Sun,,FA Cup,0,,,,FW,2022-01-09,,0,,Y,Liverpool,2,,,,,0,,,90,,W 4–1,0,,,,Home,0,Third round proper,Shrewsbury,0
0,,,0,,Thu,,EFL Cup,0,,,,,2022-01-13,,1,,N,Liverpool,2,,,,,0,,,30,,D 0–0,0,,,,Home,0,Semi-finals,Arsenal,0
0,2,66,0,0,Sun,0,Premier League,0,1,75,0.1,"CM,LW",2022-01-16,21,2,54,Y,Liverpool,2,7,0.0,0.1,85.7,0,63,,90,3,W 3–0,0,,9,1,Home,0,Matchweek 22,Brentford,2
0,,,0,,Thu,,EFL Cup,0,,,,CM,2022-01-20,,0,,Y,Liverpool,1,,,,,1,,,90,,W 2–0,0,,,,Away,0,Semi-finals,Arsenal,1
0,3,47,0,2,Sun,0,Premier League,0,7,62,0.0,CM,2022-01-23,25,0,46,Y,Liverpool,0,1,0.1,0.0,92.0,0,50,,90,1,W 3–1,0,,5,1,Away,0,Matchweek 23,Crystal Palace,3
0,,,0,,Sun,,FA Cup,0,,,,CM,2022-02-06,,0,,Y,Liverpool,3,,,,,0,,,57,,W 3–1,0,,,,Home,0,Fourth round proper,Cardiff City,0
0,0,36,0,0,Thu,0,Premier League,0,2,46,0.0,CM,2022-02-10,12,0,30,Y,Liverpool,0,4,0.0,0.0,81.1,0,37,,58,2,W 2–0,0,,4,1,Home,0,Matchweek 24,Leicester City,2
0,2,67,0,0,Wed,0,Premier League,0,5,70,0.2,CM,2022-02-23,22,3,55,Y,Liverpool,4,4,0.2,0.2,90.2,0,61,,76,4,W 6–0,0,,7,1,Home,0,Matchweek 19,Leeds United,1
0,,,0,,Wed,,FA Cup,0,,,,CM,2022-03-02,,0,,Y,Liverpool,1,,,,,0,,,45,,W 2–1,0,,,,Home,0,Fifth round proper,Norwich City,0
0,0,1,0,0,Sat,0,Premier League,0,0,1,0.0,LW,2022-03-05,1,0,0,N,Liverpool,0,0,0.0,0.0,,0,0,,1,0,W 1–0,0,,0,0,Home,0,Matchweek 28,West Ham,0
0,2,41,0,1,Tue,0,Champions Lg,0,4,50,0.0,CM,2022-03-08,27,0,41,Y,Liverpool,1,0,0.0,0.0,93.2,0,44,,64,0,L 0–1,0,,8,0,Home,0,Round of 16,Inter,1
,,,,,Sat,,Premier League,,,,,,2022-03-12,,,,N,Liverpool,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 29,Brighton,
