pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Leeds United,,,,,,,,,,,L 1–5,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Manchester Utd,
0,0,15,0,0,Sat,0,Premier League,0,2,20,0.0,WB,2021-08-21,4,0,18,N,Leeds United,0,0,0.0,0.0,90.0,0,20,,31,0,D 2–2,0,,4,0,Home,0,Matchweek 2,Everton,0
0,,,0,,Tue,,EFL Cup,0,,,,RB,2021-08-24,,0,,Y,Leeds United,0,,,,,0,,,90,,W 3–0,0,,,,Home,0,Second round,Crewe Alexandra,1
0,3,13,0,1,Sun,1,Premier League,0,3,19,0.1,WB,2021-08-29,1,1,15,N,Leeds United,2,0,0.0,0.1,93.8,0,16,,26,0,D 1–1,0,,2,0,Away,0,Matchweek 3,Burnley,0
,,,,,Sun,,Premier League,,,,,,2021-09-12,,,,N,Leeds United,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Home,,Matchweek 4,Liverpool,
0,0,9,0,0,Fri,0,Premier League,0,1,10,0.0,DM,2021-09-17,1,0,10,N,Leeds United,0,0,0.0,0.0,100.0,0,10,,2,0,D 1–1,0,,1,0,Away,0,Matchweek 5,Newcastle Utd,0
0,,,0,,Tue,,EFL Cup,0,,,,DM,2021-09-21,,0,,Y,Leeds United,0,,,,,0,,,120,,D 0 ,0,,,,Away,0,Third round,Fulham,1
0,2,42,0,2,Sat,0,Premier League,0,3,63,0.0,RB,2021-09-25,6,0,51,Y,Leeds United,0,2,0.0,0.0,92.7,0,55,,89,1,L 1–2,0,,4,1,Home,0,Matchweek 6,West Ham,0
0,1,66,0,2,Sat,0,Premier League,0,0,88,0.0,RB,2021-10-02,10,0,64,Y,Leeds United,1,3,0.0,0.0,85.3,0,75,,90,2,W 1–0,0,,4,4,Home,0,Matchweek 7,Watford,1
0,0,37,0,1,Sat,0,Premier League,0,3,69,0.0,WB,2021-10-16,15,0,47,Y,Leeds United,0,4,0.0,0.0,85.5,0,55,,90,2,L 0–1,0,,3,5,Away,0,Matchweek 8,Southampton,2
0,2,53,0,2,Sat,0,Premier League,0,3,74,0.0,RB,2021-10-23,15,0,55,Y,Leeds United,0,3,0.0,0.0,88.7,1,62,,90,1,D 1–1,0,,5,3,Home,0,Matchweek 9,Wolves,2
0,0,17,0,3,Sun,0,Premier League,0,0,39,0.0,WB,2021-10-31,15,0,26,Y,Leeds United,0,0,0.0,0.0,83.9,1,31,,70,0,W 2–1,0,,0,4,Away,0,Matchweek 10,Norwich City,0
0,0,14,0,1,Sat,0,Premier League,0,1,26,0.0,RB,2021-11-27,12,0,12,N,Leeds United,0,1,0.0,0.0,70.6,1,17,,45,1,D 0–0,0,,3,3,Away,0,Matchweek 13,Brighton,2
,,,,,Tue,,Premier League,,,,,,2021-11-30,,,,N,Leeds United,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 14,Crystal Palace,
0,,,0,,Fri,,PL2 — Div. 1,0,,,,,2021-12-03,,,,N,Leeds Utd U23,,,,,,0,,,36,,L 1–3,0,,,,Home,0,Matchweek 14,Leicester City,
,,,,,Sun,,Premier League,,,,,,2021-12-05,,,,N,Leeds United,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 15,Brentford,
0,0,11,0,2,Sat,0,Premier League,0,0,18,0.0,CM,2021-12-11,8,0,9,Y,Leeds United,0,0,0.0,0.0,69.2,1,13,,58,0,L 2–3,0,,0,2,Away,0,Matchweek 16,Chelsea,0
