pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-08-25,2,,N,Arsenal,2,,,,,0,,,24,,W 6–0,0,,,,Away,1,Second round,West Brom,0
0,0,4,0,0,Sat,0,Premier League,0,0,10,0.0,FW,9,2021-08-28,0,3,N,Arsenal,0,2,0.0,0.0,50.0,0,6,,32,1,L 0–5,0,,0,0,Away,0,Matchweek 3,Manchester City,2
,,,,,Sat,,Premier League,,,,,,,2021-09-11,,,N,Arsenal,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 4,Norwich City,
,,,,,Sat,,Premier League,,,,,,,2021-09-18,,,N,Arsenal,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Matchweek 5,Burnley,
1,,,1,,Wed,,EFL Cup,1,,,,FW,,2021-09-22,1,,Y*,Arsenal,2,,,,,0,,,90,,W 3–0,0,,,,Home,1,Third round,AFC Wimbledon,0
,,,,,Sun,,Premier League,,,,,,,2021-09-26,,,N,Arsenal,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Home,,Matchweek 6,Tottenham,
0,1,7,0,0,Sat,0,Premier League,0,2,12,0.0,FW,4,2021-10-02,0,7,N,Arsenal,0,1,0.0,0.0,77.8,0,9,,19,1,D 0–0,0,,2,0,Away,0,Matchweek 7,Brighton,0
0,5,13,0,0,Mon,0,Premier League,0,3,18,0.5,"AM,FW",2,2021-10-18,2,8,N,Arsenal,3,2,0.2,0.5,72.7,0,11,,24,2,D 2–2,0,,0,0,Home,1,Matchweek 8,Crystal Palace,0
0,5,18,0,2,Fri,0,Premier League,0,1,42,0.0,AM,18,2021-10-22,0,25,Y,Arsenal,0,0,0.1,0.0,73.5,0,34,,67,0,W 3–1,0,,2,0,Home,0,Matchweek 9,Aston Villa,1
0,,,0,,Tue,,EFL Cup,0,,,,,,2021-10-26,0,,N,Arsenal,1,,,,,0,,,19,,W 2–0,0,,,,Home,0,Fourth round,Leeds United,0
0,0,15,0,0,Sat,0,Premier League,0,0,25,0.0,AM,13,2021-10-30,0,14,Y,Arsenal,0,1,0.0,0.0,66.7,0,21,,57,0,W 2–0,0,,1,0,Away,0,Matchweek 10,Leicester City,0
0,3,26,0,2,Sun,0,Premier League,0,3,34,0.2,AM,11,2021-11-07,1,15,Y,Arsenal,1,2,0.1,0.2,65.2,0,23,,68,1,W 1–0,0,,2,1,Home,0,Matchweek 11,Watford,1
0,3,10,0,0,Sat,0,Premier League,0,4,21,0.0,AM,16,2021-11-20,0,11,Y,Arsenal,0,0,0.2,0.0,68.8,0,16,,66,0,L 0–4,0,,2,3,Away,0,Matchweek 12,Liverpool,1
0,0,4,0,0,Sat,0,Premier League,0,1,8,0.1,FW,4,2021-11-27,0,2,N,Arsenal,1,1,0.0,0.1,50.0,0,4,,15,0,W 2–0,0,,1,0,Home,0,Matchweek 13,Newcastle Utd,0
0,0,6,0,0,Thu,0,Premier League,0,0,7,0.0,FW,2,2021-12-02,0,5,N,Arsenal,0,0,0.0,0.0,71.4,0,7,,12,0,L 2–3,0,,0,0,Away,0,Matchweek 14,Manchester Utd,0
0,2,13,0,1,Mon,1,Premier League,0,2,20,0.0,FW,19,2021-12-06,0,12,Y*,Arsenal,0,0,0.0,0.0,80.0,0,15,,84,0,L 1–2,0,,0,3,Away,0,Matchweek 15,Everton,0
