pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Aston Villa,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Away,,Matchweek 1,Watford,
,,,,,Sat,,Premier League,,,,,,2021-08-21,,,,N,Aston Villa,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 2,Newcastle Utd,
0,,,0,,Tue,,EFL Cup,0,,,,CB,2021-08-24,,0,,Y,Aston Villa,1,,,,,0,,,90,,W 6–0,0,,,,Away,0,Second round,Barrow,4
0,0,5,0,0,Sat,0,Premier League,0,0,10,0.0,CB,2021-08-28,0,0,7,N,Aston Villa,0,0,0.0,0.0,87.5,0,8,,2,0,D 1–1,0,,0,0,Home,0,Matchweek 3,Brentford,1
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Aston Villa,,,,,,,,,,,L 0–3,,"On matchday squad, but did not play",,,Away,,Matchweek 4,Chelsea,
,,,,,Sat,,Premier League,,,,,,2021-09-18,,,,N,Aston Villa,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Home,,Matchweek 5,Everton,
0,,,0,,Wed,,EFL Cup,0,,,,CB,2021-09-22,,0,,Y,Aston Villa,0,,,,,0,,,90,,D 1 ,0,,,,Away,0,Third round,Chelsea,1
0,0,21,0,4,Sat,0,Premier League,0,0,34,0.1,CB,2021-09-25,8,1,21,Y,Aston Villa,1,1,0.0,0.1,80.8,0,26,,90,1,W 1–0,0,,0,0,Away,1,Matchweek 6,Manchester Utd,1
0,0,25,0,2,Sun,0,Premier League,0,1,43,0.0,CB,2021-10-03,14,0,22,Y,Aston Villa,0,2,0.0,0.0,73.3,0,30,,79,1,L 1–2,0,,0,1,Away,0,Matchweek 7,Tottenham,5
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Aston Villa,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Home,,Matchweek 8,Wolves,
,,,,,Fri,,Premier League,,,,,,2021-10-22,,,,N,Aston Villa,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Away,,Matchweek 9,Arsenal,
0,0,30,0,2,Sun,0,Premier League,0,1,56,0.0,CB,2021-10-31,15,0,29,Y,Aston Villa,0,1,0.0,0.0,61.7,0,47,,90,0,L 1–4,0,,1,3,Home,0,Matchweek 10,West Ham,1
,,,,,Fri,,Premier League,,,,,,2021-11-05,,,,N,Aston Villa,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 11,Southampton,
,,,,,Sat,,Premier League,,,,,,2021-11-20,,,,N,Aston Villa,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 12,Brighton,
,,,,,Sat,,Premier League,,,,,,2021-11-27,,,,N,Aston Villa,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 13,Crystal Palace,
,,,,,Wed,,Premier League,,,,,,2021-12-01,,,,N,Aston Villa,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Home,,Matchweek 14,Manchester City,
,,,,,Sun,,Premier League,,,,,,2021-12-05,,,,N,Aston Villa,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Home,,Matchweek 15,Leicester City,
,,,,,Sat,,Premier League,,,,,,2021-12-11,,,,N,Aston Villa,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 16,Liverpool,
,,,,,Tue,,Premier League,,,,,,2021-12-14,,,,N,Aston Villa,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 17,Norwich City,
,,,,,Sun,,Premier League,,,,,,2021-12-26,,,,N,Aston Villa,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Home,,Matchweek 19,Chelsea,
0,0,34,0,0,Sun,0,Premier League,0,2,54,0.0,CB,2022-01-02,6,0,39,Y,Aston Villa,0,0,0.0,0.0,81.3,0,48,,90,0,L 1–2,0,,2,0,Away,0,Matchweek 21,Brentford,1
,,,,,Mon,,FA Cup,,,,,,2022-01-10,,,,N,Aston Villa,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Third round proper,Manchester Utd,
0,0,36,0,2,Sat,0,Premier League,0,2,51,0.0,CB,2022-01-15,3,1,44,N,Aston Villa,1,0,0.0,0.0,93.6,0,47,,45,0,D 2–2,0,,0,0,Home,0,Matchweek 22,Manchester Utd,0
0,0,0,0,0,Sat,0,Premier League,0,0,1,0.0,CB,2022-01-22,1,0,0,N,Aston Villa,0,0,0.0,0.0,,0,0,,1,0,W 1–0,0,,0,0,Away,0,Matchweek 23,Everton,0
,,,,,Wed,,Premier League,,,,,,2022-02-09,,,,N,Aston Villa,,,,,,,,,,,D 3–3,,"On matchday squad, but did not play",,,Home,,Matchweek 24,Leeds United,
,,,,,Sun,,Premier League,,,,,,2022-02-13,,,,N,Aston Villa,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 25,Newcastle Utd,
,,,,,Sat,,Premier League,,,,,,2022-02-19,,,,N,Aston Villa,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 26,Watford,
,,,,,Sat,,Premier League,,,,,,2022-02-26,,,,N,Aston Villa,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 27,Brighton,
,,,,,Sat,,Premier League,,,,,,2022-03-05,,,,N,Aston Villa,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Home,,Matchweek 28,Southampton,
