pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,3,22,0,1,Fri,0,Copa América,0,3,35,0.0,LW,13,2021-07-02,1,15,Y,Brazil,1,3,0.0,0.0,75.0,0,20,,89,3,W 1–0,0,6,1,Neutral,0,Quarter-finals,Chile,6
0,4,27,0,2,Mon,0,Copa América,0,1,38,0.4,FW,9,2021-07-05,2,15,Y,Brazil,3,3,0.2,0.4,71.4,0,21,,84,2,W 1–0,0,3,2,Home,0,Semi-finals,Peru,1
0,2,17,0,1,Sat,0,Copa América,0,0,31,0.4,"RW,LW",20,2021-07-10,1,12,Y,Brazil,4,1,0.1,0.4,75.0,0,16,,90,1,L 0–1,0,1,5,Neutral,0,Final,Argentina,0
0,3,38,0,2,Sat,1,Premier League,1,1,47,0.4,"LW,AM",12,2021-08-14,1,14,Y,Everton,1,7,0.8,0.4,66.7,1,21,,88,4,W 3–1,0,5,2,Home,1,Matchweek 1,Southampton,1
0,4,26,0,1,Sat,1,Premier League,0,3,37,0.3,AM,17,2021-08-21,0,12,Y,Everton,5,3,0.1,0.3,70.6,0,17,,90,0,D 2–2,0,4,0,Away,0,Matchweek 2,Leeds United,1
0,1,24,0,5,Sat,0,Premier League,0,3,42,0.2,"AM,FW",20,2021-08-28,0,9,Y,Everton,2,3,0.1,0.2,56.3,1,16,,90,1,W 2–0,0,2,3,Away,0,Matchweek 3,Brighton,0
0,0,12,0,2,Mon,0,Premier League,0,2,28,0.1,FW,19,2021-09-13,0,9,Y,Everton,1,1,0.0,0.1,60.0,0,15,,80,0,W 3–1,0,1,2,Home,0,Matchweek 4,Burnley,0
0,2,9,0,0,Sat,0,Premier League,0,0,14,0.5,AM,3,2021-10-23,1,6,N,Everton,1,1,0.1,0.5,85.7,1,7,,31,0,L 2–5,0,1,0,Home,1,Matchweek 9,Watford,0
0,4,16,0,0,Mon,0,Premier League,0,1,21,0.6,FW,25,2021-11-01,1,10,Y,Everton,2,2,0.0,0.6,71.4,0,14,,90,1,L 1–2,0,2,0,Away,0,Matchweek 10,Wolves,0
0,0,21,0,0,Sun,0,Premier League,0,0,27,0.0,FW,20,2021-11-07,0,9,Y,Everton,1,4,0.0,0.0,69.2,1,13,,90,1,D 0–0,0,1,0,Home,0,Matchweek 11,Tottenham,2
0,0,14,0,0,Sun,0,Premier League,0,1,26,0.1,FW,23,2021-11-21,0,14,Y,Everton,1,1,0.0,0.1,73.7,1,19,,90,1,L 0–3,0,3,0,Away,0,Matchweek 12,Manchester City,1
