pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,3,19,0,2,Sat,2,UEFA Euro,0,0,30,0.8,FW,18,2021-07-03,3,16,Y*,England,4,2,0.1,0.8,80.0,0,20,,72,1,W 4–0,0,,1,0,Away,2,Quarter-finals,Ukraine,1
0,8,43,1,1,Wed,1,UEFA Euro,0,4,57,1.1,FW,10,2021-07-07,2,32,Y*,England,4,2,0.3,0.2,88.9,0,36,,120,1,W 2–1,0,,9,0,Home,1,Semi-finals,Denmark,0
0,1,31,0,0,Sun,1,UEFA Euro,0,5,37,0.0,FW,12,2021-07-11,0,15,Y*,England,0,5,0.0,0.0,62.5,0,24,,120,2,D 1 ,0,,2,0,Neutral,0,Final,Italy,0
0,2,7,0,0,Sun,0,Premier League,0,2,15,0.3,FW,6,2021-08-22,1,7,N,Tottenham,1,0,0.1,0.3,70.0,1,10,,19,0,W 1–0,0,,2,0,Away,0,Matchweek 2,Wolves,0
0,,,0,,Thu,,Conf Lg,0,,,,FW,,2021-08-26,,,Y*,Tottenham,,,,,,0,,,71,,W 3–0,0,,,,Home,2,Play-off round,Paços,
0,3,29,0,0,Sun,0,Premier League,0,4,34,0.1,FW,10,2021-08-29,1,21,Y,Tottenham,1,3,0.3,0.1,80.8,1,26,,90,2,W 1–0,0,,3,0,Home,0,Matchweek 3,Watford,0
0,,,0,,Thu,,WCQ,0,,,,FW,,2021-09-02,4,,Y*,England,5,,,,,0,,,90,,W 4–0,0,,,,Away,1,First round,Hungary,0
1,,,1,,Sun,,WCQ,0,,,,,,2021-09-05,2,,N,England,2,,,,,0,,,29,,W 4–0,0,,,,Home,1,First round,Andorra,0
0,,,0,,Wed,,WCQ,0,,,,FW,,2021-09-08,1,,Y*,England,2,,,,,0,,,90,,D 1–1,0,,,,Away,1,First round,Poland,0
0,1,26,0,1,Sat,0,Premier League,0,1,38,0.0,FW,16,2021-09-11,0,16,Y,Tottenham,0,3,0.0,0.0,69.6,0,23,,90,2,L 0–3,0,,1,2,Away,0,Matchweek 4,Crystal Palace,0
