pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Tue,,Champions Lg,,,,,,2021-09-14,,,,N,Chelsea,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Group stage,Zenit,
0,,,0,,Wed,,EFL Cup,0,,,,CB,2021-09-22,,0,,Y,Chelsea,0,,,,,1,,,90,,D 1 ,0,,,,Home,0,Third round,Aston Villa,1
,,,,,Wed,,Champions Lg,,,,,,2021-09-29,,,,N,Chelsea,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Group stage,Juventus,
0,0,47,0,1,Sat,0,Premier League,0,0,84,0.0,CB,2021-10-16,11,0,58,Y,Chelsea,0,0,0.0,0.0,89.2,0,65,,90,0,W 1–0,0,,3,4,Away,0,Matchweek 8,Brentford,1
,,,,,Sat,,Premier League,,,,,,2021-10-23,,,,N,Chelsea,,,,,,,,,,,W 7–0,,"On matchday squad, but did not play",,,Home,,Matchweek 9,Norwich City,
0,,,0,,Tue,,EFL Cup,0,,,,CB,2021-10-26,,1,,Y,Chelsea,2,,,,,0,,,90,,D 1 ,0,,,,Home,0,Fourth round,Southampton,1
,,,,,Sat,,Premier League,,,,,,2021-10-30,,,,N,Chelsea,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 10,Newcastle Utd,
,,,,,Tue,,Champions Lg,,,,,,2021-11-02,,,,N,Chelsea,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Group stage,Malmö,
,,,,,Sat,,Premier League,,,,,,2021-11-06,,,,N,Chelsea,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 11,Burnley,
,,,,,Tue,,Champions Lg,,,,,,2021-11-23,,,,N,Chelsea,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Home,,Group stage,Juventus,
,,,,,Wed,,Premier League,,,,,,2021-12-01,,,,N,Chelsea,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 14,Watford,
,,,,,Sat,,Premier League,,,,,,2021-12-04,,,,N,Chelsea,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Away,,Matchweek 15,West Ham,
0,0,59,0,6,Wed,0,Champions Lg,0,5,82,0.0,CB,2021-12-08,12,0,63,Y,Chelsea,0,1,0.0,0.0,91.3,0,69,,90,1,D 3–3,0,,3,1,Away,0,Group stage,Zenit,0
,,,,,Sat,,Premier League,,,,,,2021-12-11,,,,N,Chelsea,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Home,,Matchweek 16,Leeds United,
,,,,,Thu,,Premier League,,,,,,2021-12-16,,,,N,Chelsea,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 17,Everton,
,,,,,Sun,,Premier League,,,,,,2021-12-19,,,,N,Chelsea,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Away,,Matchweek 18,Wolves,
0,,,0,,Wed,,EFL Cup,0,,,,CB,2021-12-22,,0,,Y,Chelsea,0,,,,,0,,,90,,W 2–0,0,,,,Away,0,Quarter-finals,Brentford,2
,,,,,Sun,,Premier League,,,,,,2021-12-26,,,,N,Chelsea,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Away,,Matchweek 19,Aston Villa,
,,,,,Wed,,Premier League,,,,,,2021-12-29,,,,N,Chelsea,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 20,Brighton,
,,,,,Sun,,Premier League,,,,,,2022-01-02,,,,N,Chelsea,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 21,Liverpool,
0,,,0,,Wed,,EFL Cup,0,,,,CB,2022-01-05,,0,,Y,Chelsea,0,,,,,1,,,90,,W 2–0,0,,,,Home,0,Semi-finals,Tottenham,0
0,,,0,,Sat,,FA Cup,0,,,,CB,2022-01-08,,0,,Y,Chelsea,0,,,,,0,,,90,,W 5–1,0,,,,Home,0,Third round proper,Chesterfield,0
0,,,0,,Wed,,EFL Cup,0,,,,LB,2022-01-12,,0,,Y,Chelsea,2,,,,,0,,,90,,W 1–0,0,,,,Away,0,Semi-finals,Tottenham,3
0,0,47,0,2,Sat,0,Premier League,0,0,81,0.0,"CB,LB",2022-01-15,10,0,58,Y,Chelsea,0,1,0.0,0.0,85.3,0,68,,90,0,L 0–1,0,,1,4,Away,0,Matchweek 22,Manchester City,6
,,,,,Tue,,Premier League,,,,,,2022-01-18,,,,N,Chelsea,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 24,Brighton,
0,2,60,0,1,Sun,1,Premier League,0,5,74,0.0,"LB,CB",2022-01-23,6,0,67,Y,Chelsea,0,0,0.0,0.0,94.4,0,71,,90,0,W 2–0,0,,2,0,Home,0,Matchweek 23,Tottenham,0
0,,,0,,Sat,,FA Cup,0,,,,LB,2022-02-05,,0,,Y,Chelsea,3,,,,,0,,,120,,W 2–1,0,,,,Home,0,Fourth round proper,Plymouth Argyle,5
0,3,49,0,2,Sat,0,Premier League,0,5,76,0.0,LB,2022-02-19,10,0,59,Y,Chelsea,1,0,0.3,0.0,86.8,1,68,,73,0,W 1–0,0,,9,1,Away,0,Matchweek 26,Crystal Palace,1
0,0,6,0,1,Tue,0,Champions Lg,0,0,8,0.0,WB,2022-02-22,5,0,6,N,Chelsea,0,0,0.0,0.0,85.7,0,7,,11,0,W 2–0,0,,0,1,Home,0,Round of 16,Lille,0
,,,,,Sun,,EFL Cup,,,,,,2022-02-27,,,,N,Chelsea,,,,,,,,,,,D 0 ,,"On matchday squad, but did not play",,,Home,,Final,Liverpool,
0,,,0,,Wed,,FA Cup,0,,,,CB,2022-03-02,,0,,Y,Chelsea,0,,,,,0,,,90,,W 3–2,0,,,,Away,0,Fifth round proper,Luton Town,1
,,,,,Sat,,Premier League,,,,,,2022-03-05,,,,N,Chelsea,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Away,,Matchweek 28,Burnley,
,,,,,Thu,,Premier League,,,,,,2022-03-10,,,,N,Chelsea,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Away,,Matchweek 30,Norwich City,
0,1,41,0,1,Sun,0,Premier League,0,4,59,0.0,"LB,WB",2022-03-13,9,0,47,Y,Chelsea,0,1,0.0,0.0,88.7,0,53,,77,0,W 1–0,0,,7,0,Home,0,Matchweek 29,Newcastle Utd,4
,,,,,Wed,,Champions Lg,,,,,,2022-03-16,,,,N,Chelsea,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Round of 16,Lille,
0,,,0,,Sat,,FA Cup,0,,,,LB,2022-03-19,,0,,Y,Chelsea,0,,,,,0,,,90,,W 2–0,0,,,,Away,0,Quarter-finals,Middlesbrough,1
,,,,,Sat,,Premier League,,,,,,2022-04-02,,,,N,Chelsea,,,,,,,,,,,L 1–4,,"On matchday squad, but did not play",,,Home,,Matchweek 31,Brentford,
,,,,,Wed,,Champions Lg,,,,,,2022-04-06,,,,N,Chelsea,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Home,,Quarter-finals,Real Madrid,
,,,,,Sat,,Premier League,,,,,,2022-04-09,,,,N,Chelsea,,,,,,,,,,,W 6–0,,"On matchday squad, but did not play",,,Away,,Matchweek 32,Southampton,
,,,,,Tue,,Champions Lg,,,,,,2022-04-12,,,,N,Chelsea,,,,,,,,,,,W 3–2,,"On matchday squad, but did not play",,,Away,,Quarter-finals,Real Madrid,
,,,,,Sun,,FA Cup,,,,,,2022-04-17,,,,N,Chelsea,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Semi-finals,Crystal Palace,
0,0,104,0,1,Wed,0,Premier League,0,4,135,0.0,"CB,LB",2022-04-20,19,0,111,Y,Chelsea,0,2,0.0,0.0,91.7,1,121,,90,0,L 2–4,0,,8,4,Home,0,Matchweek 25,Arsenal,0
,,,,,Sun,,Premier League,,,,,,2022-04-24,,,,N,Chelsea,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 34,West Ham,
,,,,,Thu,,Premier League,,,,,,2022-04-28,,,,N,Chelsea,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 37,Manchester Utd,
,,,,,Sun,,Premier League,,,,,,2022-05-01,,,,N,Chelsea,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 35,Everton,
0,0,1,0,1,Sat,0,Premier League,0,1,6,0.0,LB,2022-05-07,1,0,2,N,Chelsea,0,0,0.0,0.0,50.0,0,4,,4,0,D 2–2,0,,0,0,Home,0,Matchweek 36,Wolves,0
0,,,0,,Sun,,PL2 — Div. 1,0,,,,CB,2022-05-08,,,,Y,Chelsea,,,,,,0,,,90,,W 2–1,0,,,,Home,0,Matchweek 20,Tottenham,
,,,,,Wed,,Premier League,,,,,,2022-05-11,,,,N,Chelsea,,,,,,,,,,,W 3–0,,"On matchday squad, but did not play",,,Away,,Matchweek 33,Leeds United,
,,,,,Sat,,FA Cup,,,,,,2022-05-14,,,,N,Chelsea,,,,,,,,,,,D 0 ,,"On matchday squad, but did not play",,,Home,,Final,Liverpool,
,,,,,Thu,,Premier League,,,,,,2022-05-19,,,,N,Chelsea,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 27,Leicester City,
0,1,15,0,0,Sun,0,Premier League,0,1,24,0.0,"LB,WB",2022-05-22,2,0,22,N,Chelsea,0,0,0.0,0.0,95.7,0,23,,32,0,W 2–1,0,,1,0,Home,0,Matchweek 38,Watford,0
