pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,1,36,0,1,Sat,0,Premier League,0,2,43,0.0,"RM,CM,LM",26,2021-08-14,1,21,Y,Crystal Palace,1,6,0.2,0.0,80.8,0,26,,90,2,L 0–3,0,,3,1,Away,0,Matchweek 1,Chelsea,2
0,1,11,0,0,Sat,0,Premier League,0,0,15,0.0,RW,5,2021-08-21,0,8,N,Crystal Palace,1,1,0.0,0.0,80.0,0,10,,23,0,D 0–0,0,,2,1,Home,0,Matchweek 2,Brentford,0
0,,,0,,Tue,,EFL Cup,0,,,,FW,,2021-08-24,0,,Y,Crystal Palace,1,,,,,0,,,90,,L 0–1,0,,,,Away,0,Second round,Watford,1
0,1,33,0,5,Sat,0,Premier League,0,2,44,0.0,"RW,LW",19,2021-08-28,0,22,Y,Crystal Palace,1,3,0.0,0.0,81.5,0,27,,90,3,D 2–2,0,,5,4,Away,0,Matchweek 3,West Ham,1
0,,,0,,Fri,,WCQ,0,,,,FW,,2021-09-03,,,Y,Ghana,,,,,,0,,,89,,W 1–0,0,,,,Home,0,Second round,Ethiopia,
0,4,48,0,0,Sat,0,Premier League,0,1,56,0.1,RW,15,2021-09-11,0,37,Y,Crystal Palace,2,3,0.1,0.1,82.2,0,45,,85,2,W 3–0,0,,7,3,Home,0,Matchweek 4,Tottenham,1
0,2,35,0,5,Sat,0,Premier League,0,4,47,0.2,RW,15,2021-09-18,0,19,Y,Crystal Palace,4,1,0.1,0.2,76.0,0,25,,90,1,L 0–3,0,,8,2,Away,0,Matchweek 5,Liverpool,1
0,4,39,0,2,Mon,1,Premier League,0,0,46,0.5,RW,33,2021-09-27,0,32,Y,Crystal Palace,2,1,0.0,0.5,94.1,0,34,,85,0,D 1–1,0,,4,0,Home,0,Matchweek 6,Brighton,3
0,1,23,0,2,Sun,0,Premier League,0,0,28,0.0,RW,21,2021-10-03,0,16,Y,Crystal Palace,1,1,0.0,0.0,76.2,0,21,,52,0,D 2–2,0,,4,1,Home,0,Matchweek 7,Leicester City,1
0,,,0,,Sat,,WCQ,1,,,,FW,,2021-10-09,,,Y,Ghana,,,,,,0,,,59,,W 3–1,0,,,,Home,0,Second round,Zimbabwe,
0,,,0,,Tue,,WCQ,0,,,,AM,,2021-10-12,,,Y,Ghana,,,,,,0,,,85,,W 1–0,0,,,,Away,0,Second round,Zimbabwe,
0,0,31,0,2,Mon,0,Premier League,1,1,42,0.0,RW,15,2021-10-18,1,25,Y,Crystal Palace,1,0,0.0,0.0,86.2,0,29,,70,0,D 2–2,0,,5,1,Away,0,Matchweek 8,Arsenal,1
,,,,,Sat,,Premier League,,,,,,,2021-10-23,,,N,Crystal Palace,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 9,Newcastle Utd,
0,1,12,0,1,Sat,0,Premier League,0,1,23,0.2,RW,18,2021-10-30,0,10,Y,Crystal Palace,1,2,0.1,0.2,66.7,1,15,,64,0,W 2–0,0,,2,1,Away,0,Matchweek 10,Manchester City,0
0,0,7,0,0,Sat,0,Premier League,0,0,6,0.1,FW,2,2021-11-06,0,0,N,Crystal Palace,1,2,0.0,0.1,,0,0,,2,1,W 2–0,0,,0,0,Home,0,Matchweek 11,Wolves,0
0,,,0,,Thu,,WCQ,0,,,,RW,,2021-11-11,,,Y,Ghana,,,,,,0,,,81,,D 1–1,0,,,,Away,0,Second round,Ethiopia,
0,,,0,,Sun,,WCQ,0,,,,FW,,2021-11-14,,,Y,Ghana,,,,,,0,,,90,,W 1–0,0,,,,Home,0,Second round,South Africa,
0,3,40,0,2,Sat,0,Premier League,0,3,47,0.0,RW,9,2021-11-20,0,28,Y,Crystal Palace,1,3,0.2,0.0,71.8,0,39,,57,1,D 3–3,0,,8,1,Away,0,Matchweek 12,Burnley,1
0,0,10,0,0,Sat,0,Premier League,0,0,9,0.0,RW,1,2021-11-27,0,3,N,Crystal Palace,1,2,0.0,0.0,50.0,0,6,,4,1,L 1–2,0,,3,0,Home,0,Matchweek 13,Aston Villa,0
0,3,37,0,0,Tue,0,Premier League,0,1,47,0.1,RW,21,2021-11-30,0,16,Y,Crystal Palace,1,9,0.3,0.1,64.0,0,25,,89,5,L 0–1,0,,10,3,Away,0,Matchweek 14,Leeds United,0
0,2,23,0,4,Sun,0,Premier League,0,0,38,0.3,RW,20,2021-12-05,0,9,Y,Crystal Palace,2,3,0.0,0.3,50.0,0,18,,83,2,L 0–1,0,,2,3,Away,0,Matchweek 15,Manchester Utd,2
0,5,48,0,0,Sun,2,Premier League,1,6,67,0.1,RW,17,2021-12-12,1,36,Y,Crystal Palace,1,3,0.4,0.1,73.5,0,49,,90,1,W 3–1,0,,11,2,Home,0,Matchweek 16,Everton,2
0,1,26,0,0,Wed,0,Premier League,0,2,38,0.1,"RW,RM",14,2021-12-15,1,16,Y,Crystal Palace,1,3,0.1,0.1,66.7,0,24,,74,1,D 2–2,0,,4,4,Home,1,Matchweek 17,Southampton,0
0,0,41,0,0,Sun,0,Premier League,0,1,45,0.2,RW,21,2021-12-26,0,20,Y,Crystal Palace,3,2,0.0,0.2,87.0,0,23,,90,1,L 0–3,0,,6,2,Away,0,Matchweek 19,Tottenham,0
0,3,39,0,2,Tue,0,Premier League,0,2,49,0.0,RW,18,2021-12-28,0,22,Y,Crystal Palace,0,3,0.0,0.0,66.7,0,33,,90,1,W 3–0,0,,6,3,Home,0,Matchweek 20,Norwich City,0
0,6,64,0,1,Sat,1,Premier League,0,6,81,0.1,"RW,LM,RM",23,2022-01-01,1,43,Y,Crystal Palace,2,9,0.7,0.1,76.8,0,56,,90,6,L 2–3,0,,17,3,Home,0,Matchweek 21,West Ham,2
0,,,0,,Mon,,Africa Cup of Nations,0,,,,FW,,2022-01-10,0,,Y,Ghana,0,,,,,0,,,85,,L 0–1,0,,,,Neutral,0,Group stage,Morocco,0
0,,,0,,Fri,,Africa Cup of Nations,0,,,,FW,,2022-01-14,0,,Y,Ghana,1,,,,,0,,,89,,D 1–1,0,,,,Neutral,0,Group stage,Gabon,0
0,,,0,,Tue,,Africa Cup of Nations,0,,,,,,2022-01-18,0,,Y,Ghana,1,,,,,0,,,90,,L 2–3,0,,,,Neutral,0,Group stage,Comoros,1
0,0,2,0,0,Sun,0,Premier League,0,0,4,0.0,LW,4,2022-01-23,0,1,N,Crystal Palace,0,0,0.0,0.0,33.3,0,3,,14,0,L 1–3,0,,0,0,Home,0,Matchweek 23,Liverpool,0
,,,,,Sat,,FA Cup,,,,,,,2022-02-05,,,N,Crystal Palace,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Fourth round proper,Hartlepool Utd,
0,0,14,0,0,Wed,0,Premier League,0,0,16,0.0,RW,3,2022-02-09,0,10,N,Crystal Palace,0,1,0.0,0.0,66.7,0,15,,21,1,D 1–1,0,,3,1,Away,0,Matchweek 24,Norwich City,0
0,0,36,0,1,Sat,0,Premier League,0,0,49,0.3,RW,22,2022-02-12,0,29,Y,Crystal Palace,1,0,0.0,0.3,80.6,0,36,,76,0,D 0–0,0,,5,3,Away,0,Matchweek 25,Brentford,0
0,0,32,0,1,Sat,0,Premier League,0,0,42,0.0,RW,27,2022-02-19,0,21,Y,Crystal Palace,0,3,0.0,0.0,77.8,0,27,,84,2,L 0–1,0,,2,0,Home,0,Matchweek 26,Chelsea,2
0,1,6,0,0,Wed,1,Premier League,1,0,7,0.0,RW,7,2022-02-23,0,5,N,Crystal Palace,0,0,0.1,0.0,100.0,0,5,,18,0,W 4–1,0,,2,0,Away,0,Matchweek 18,Watford,0
,,,,,Sat,,Premier League,,,,,,,2022-02-26,,,N,Crystal Palace,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 27,Burnley,
0,,,0,,Tue,,FA Cup,0,,,,AM,,2022-03-01,0,,Y,Crystal Palace,0,,,,,0,,,63,,W 2–1,0,,,,Home,0,Fifth round proper,Stoke City,1
,,,,,Sat,,Premier League,,,,,,,2022-03-05,,,N,Crystal Palace,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Away,,Matchweek 28,Wolves,
0,0,9,0,0,Mon,0,Premier League,0,2,14,0.0,RW,9,2022-03-14,0,7,N,Crystal Palace,0,1,0.0,0.0,70.0,0,10,,26,1,D 0–0,0,,0,1,Home,0,Matchweek 29,Manchester City,1
0,,,0,,Fri,,WCQ,0,,,,FW,,2022-03-25,,,Y,Ghana,,,,,,0,,,89,,D 0–0,0,,,,Home,0,Third round,Nigeria,
0,,,0,,Tue,,WCQ,0,,,,AM,,2022-03-29,,,Y,Ghana,,,,,,0,,,45,,D 1–1,0,,,,Away,0,Third round,Nigeria,
0,0,26,0,2,Mon,0,Premier League,0,3,32,0.3,RW,24,2022-04-04,1,15,Y,Crystal Palace,1,1,0.0,0.3,83.3,0,18,,75,1,W 3–0,0,,5,4,Home,1,Matchweek 31,Arsenal,1
0,2,34,0,1,Sun,0,Premier League,0,0,43,0.1,RW,36,2022-04-10,0,19,Y,Crystal Palace,2,1,0.1,0.1,70.4,0,27,,90,1,L 1–2,0,,6,3,Away,0,Matchweek 32,Leicester City,2
0,,,0,,Sun,,FA Cup,0,,,,,,2022-04-17,0,,N,Crystal Palace,2,,,,,0,,,36,,L 0–2,0,,,,Away,0,Semi-finals,Chelsea,0
0,1,14,0,0,Wed,0,Premier League,0,0,29,0.0,"AM,RW",16,2022-04-20,0,13,N,Crystal Palace,0,1,0.0,0.0,76.5,0,17,,51,0,L 0–1,0,,3,2,Away,0,Matchweek 30,Newcastle Utd,1
0,1,17,0,4,Mon,0,Premier League,0,2,24,0.0,RW,13,2022-04-25,0,13,Y,Crystal Palace,0,1,0.0,0.0,100.0,0,13,,66,1,D 0–0,0,,3,1,Home,0,Matchweek 34,Leeds United,3
0,3,48,0,0,Sat,1,Premier League,0,6,57,0.1,"RW,LW",18,2022-04-30,1,28,Y,Crystal Palace,2,4,0.1,0.1,77.8,0,36,,90,3,W 2–1,0,,5,2,Away,0,Matchweek 35,Southampton,0
,,,,,Sat,,Premier League,,,,,,,2022-05-07,,,N,Crystal Palace,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 36,Watford,
