pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,Community Shield,,,,,,2021-08-07,,,,N,Leicester City,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Neutral,,FA Community Shield,Manchester City,
,,,,,Sat,,Premier League,,,,,,2021-08-14,,,,N,Leicester City,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 1,Wolves,
,,,,,Mon,,Premier League,,,,,,2021-08-23,,,,N,Leicester City,,,,,,,,,,,L 1–4,,"On matchday squad, but did not play",,,Away,,Matchweek 2,West Ham,
,,,,,Sat,,Premier League,,,,,,2021-08-28,,,,N,Leicester City,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 3,Norwich City,
0,,,0,,Wed,,Friendlies (M),0,,,,GK,2021-09-01,,,,Y*,Wales,,,,,,0,,,45,,D 0–0,0,,,,Away,0,Friendlies (M),Finland,
0,,,0,,Sun,,WCQ,0,,,,GK,2021-09-05,,0,,Y,Wales,0,,,,,0,,,90,,W 3–2,0,,,,Away,0,First round,Belarus,0
0,,,0,,Wed,,WCQ,0,,,,GK,2021-09-08,,0,,Y,Wales,0,,,,,0,,,90,,D 0–0,0,,,,Home,0,First round,Estonia,0
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Leicester City,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 4,Manchester City,
,,,,,Thu,,Europa Lg,,,,,,2021-09-16,,,,N,Leicester City,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Group stage,Napoli,
,,,,,Sun,,Premier League,,,,,,2021-09-19,,,,N,Leicester City,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Away,,Matchweek 5,Brighton,
0,,,0,,Wed,,EFL Cup,0,,,,GK,2021-09-22,,0,,Y,Leicester City,0,,,,,0,,,90,,W 2–0,0,,,,Away,0,Third round,Millwall,0
,,,,,Sat,,Premier League,,,,,,2021-09-25,,,,N,Leicester City,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Home,,Matchweek 6,Burnley,
,,,,,Thu,,Europa Lg,,,,,,2021-09-30,,,,N,Leicester City,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Group stage,Legia Warsaw,
,,,,,Sun,,Premier League,,,,,,2021-10-03,,,,N,Leicester City,,,,,,,,,,,D 2–2,,"On matchday squad, but did not play",,,Away,,Matchweek 7,Crystal Palace,
0,,,0,,Fri,,WCQ,0,,,,GK,2021-10-08,,0,,Y,Wales,0,,,,,0,,,90,,D 2–2,0,,,,Away,0,First round,Czech Republic,0
0,,,0,,Mon,,WCQ,0,,,,GK,2021-10-11,,0,,Y,Wales,0,,,,,0,,,90,,W 1–0,0,,,,Away,0,First round,Estonia,0
,,,,,Sat,,Premier League,,,,,,2021-10-16,,,,N,Leicester City,,,,,,,,,,,W 4–2,,"On matchday squad, but did not play",,,Home,,Matchweek 8,Manchester Utd,
,,,,,Wed,,Europa Lg,,,,,,2021-10-20,,,,N,Leicester City,,,,,,,,,,,W 4–3,,"On matchday squad, but did not play",,,Away,,Group stage,Spartak Moscow,
,,,,,Sun,,Premier League,,,,,,2021-10-24,,,,N,Leicester City,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Matchweek 9,Brentford,
0,,,0,,Wed,,EFL Cup,0,,,,GK,2021-10-27,,0,,Y,Leicester City,0,,,,,0,,,90,,D 2 ,0,,,,Home,0,Fourth round,Brighton,0
,,,,,Sat,,Premier League,,,,,,2021-10-30,,,,N,Leicester City,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 10,Arsenal,
