pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,7,0,0,Sat,0,UEFA Euro,0,0,8,0.0,FW,0,2021-07-03,0,2,N,Czech Republic,0,2,0.0,0.0,50.0,0,4,,12,1,L 1–2,0,1,0,Home,0,Quarter-finals,Denmark,0
0,0,3,0,0,Sat,0,Premier League,0,0,4,0.1,RM,0,2021-08-14,0,1,N,Burnley,2,0,0.0,0.1,50.0,0,2,,6,0,L 1–2,0,0,0,Home,0,Matchweek 1,Brighton,0
0,0,3,0,0,Sun,0,Premier League,0,0,5,0.0,FW,0,2021-08-29,0,2,N,Burnley,0,0,0.0,0.0,100.0,0,2,,12,0,D 1–1,0,0,1,Home,0,Matchweek 3,Leeds United,0
0,,,0,,Thu,,WCQ,0,,,,,,2021-09-02,0,,N,Czech Republic,0,,,,,0,,,28,,W 1–0,0,,,Home,0,First round,Belarus,0
0,,,0,,Sun,,WCQ,0,,,,FW,,2021-09-05,1,,Y,Czech Republic,1,,,,,0,,,64,,L 0–3,0,,,Away,0,First round,Belgium,1
0,,,0,,Wed,,Friendlies (M),0,,,,,,2021-09-08,,,N,Czech Republic,,,,,,0,,,45,,D 1–1,0,,,Home,1,Friendlies (M),Ukraine,
0,0,3,0,0,Mon,0,Premier League,0,0,3,0.0,FW,6,2021-09-13,0,0,N,Burnley,0,0,0.0,0.0,,0,0,,15,0,L 1–3,0,0,0,Away,0,Matchweek 4,Everton,0
0,0,3,0,0,Sat,0,Premier League,0,0,11,0.0,FW,12,2021-09-18,0,3,N,Burnley,1,2,0.0,0.0,60.0,0,5,,34,0,L 0–1,0,0,0,Home,0,Matchweek 5,Arsenal,1
0,,,0,,Tue,,EFL Cup,1,,,,FW,,2021-09-21,1,,Y,Burnley,2,,,,,0,,,90,,W 4–1,0,,,Home,0,Third round,Rochdale,0
0,2,17,0,0,Sat,1,Premier League,1,0,25,0.1,FW,14,2021-09-25,1,9,Y,Burnley,2,1,0.2,0.1,75.0,0,12,,74,1,D 2–2,0,1,1,Away,0,Matchweek 6,Leicester City,0
0,1,4,0,1,Sat,0,Premier League,0,0,9,0.2,FW,7,2021-10-02,1,4,Y,Burnley,1,2,0.0,0.2,80.0,0,5,,33,1,D 0–0,0,1,1,Home,0,Matchweek 7,Norwich City,0
0,,,0,,Fri,,WCQ,0,,,,,,2021-10-08,0,,N,Czech Republic,0,,,,,0,,,15,,D 2–2,0,,,Home,0,First round,Wales,0
0,,,0,,Mon,,WCQ,0,,,,AM,,2021-10-11,0,,Y,Czech Republic,1,,,,,0,,,45,,W 2–0,0,,,Away,0,First round,Belarus,1
0,0,0,0,0,Sat,0,Premier League,0,0,2,0.0,FW,1,2021-10-23,0,1,N,Burnley,0,0,0.0,0.0,100.0,0,1,,1,0,D 2–2,0,0,0,Away,0,Matchweek 9,Southampton,1
0,,,0,,Wed,,EFL Cup,0,,,,FW,,2021-10-27,0,,Y,Burnley,0,,,,,0,,,59,,L 0–1,0,,,Home,0,Fourth round,Tottenham,0
0,0,4,0,0,Sat,0,Premier League,0,1,4,0.0,FW,6,2021-10-30,0,2,N,Burnley,0,0,0.0,0.0,100.0,0,2,,23,0,W 3–1,0,0,0,Home,0,Matchweek 10,Brentford,0
0,0,2,0,1,Sat,0,Premier League,0,1,7,0.9,FW,4,2021-11-06,1,2,N,Burnley,2,0,0.0,0.9,66.7,0,3,,21,0,D 1–1,0,0,1,Away,1,Matchweek 11,Chelsea,0
0,,,0,,Thu,,Friendlies (M),1,,,,,,2021-11-11,,,N,Czech Republic,,,,,,0,,,30,,W 7–0,0,,,Home,0,Friendlies (M),Kuwait,
0,,,0,,Tue,,WCQ,0,,,,FW,,2021-11-16,0,,Y,Czech Republic,2,,,,,0,,,68,,W 2–0,0,,,Home,0,First round,Estonia,0
0,0,1,0,0,Sat,0,Premier League,0,0,2,0.4,FW,1,2021-11-20,1,0,N,Burnley,1,0,0.0,0.4,0.0,0,1,,7,0,D 3–3,0,0,0,Home,0,Matchweek 12,Crystal Palace,0
