pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,5,37,0,0,Sun,2,Premier League,1,3,44,0.2,AM,10,2021-08-15,1,23,Y,West Ham,3,3,0.2,0.2,67.6,0,34,,87,1,W 4–2,0,,6,1,Away,1,Matchweek 1,Newcastle Utd,0
0,3,40,0,1,Mon,1,Premier League,1,0,50,0.6,LW,15,2021-08-23,2,31,Y,West Ham,2,2,0.3,0.6,83.8,0,37,,87,1,W 4–1,0,,5,0,Home,1,Matchweek 2,Leicester City,0
0,1,31,0,0,Sat,0,Premier League,0,7,39,0.2,"LW,AM",10,2021-08-28,1,26,Y,West Ham,1,2,0.0,0.2,89.7,0,29,,90,1,D 2–2,0,,2,2,Home,0,Matchweek 3,Crystal Palace,0
0,,,0,,Thu,,WCQ,0,,,,,,2021-09-02,,,N,Algeria,,,,,,0,,,31,,W 8–0,0,,,,Home,0,Second round,Djibouti,
0,,,0,,Tue,,WCQ,0,,,,,,2021-09-07,,,N,Algeria,,,,,,0,,,23,,D 1–1,0,,,,Away,0,Second round,Burkina Faso,
0,4,36,0,0,Sat,0,Premier League,0,1,49,0.0,AM,14,2021-09-11,0,30,Y,West Ham,2,1,0.1,0.0,73.2,0,41,,62,0,D 0–0,0,,6,1,Away,0,Matchweek 4,Southampton,0
0,1,18,0,1,Thu,0,Europa Lg,0,2,27,0.1,AM,13,2021-09-16,0,13,N,West Ham,2,3,0.1,0.1,76.5,0,17,,40,1,W 2–0,0,,1,2,Away,0,Group stage,Dinamo Zagreb,0
0,2,39,0,0,Sun,0,Premier League,0,1,51,0.1,FW,20,2021-09-19,1,28,Y,West Ham,3,2,0.1,0.1,71.8,0,39,,87,2,L 1–2,0,,2,2,Home,1,Matchweek 5,Manchester Utd,0
,,,,,Wed,,EFL Cup,,,,,,,2021-09-22,,,N,West Ham,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Away,,Third round,Manchester Utd,
0,6,39,0,0,Sat,0,Premier League,0,3,48,0.2,"LW,RW",14,2021-09-25,1,27,Y,West Ham,4,3,0.3,0.2,79.4,0,34,,90,2,W 2–1,0,,6,5,Away,0,Matchweek 6,Leeds United,1
0,5,48,0,1,Thu,0,Europa Lg,0,2,54,0.1,"LW,FW",34,2021-09-30,1,31,Y,West Ham,2,4,0.1,0.1,86.1,0,36,,90,2,W 2–0,0,,8,3,Home,1,Group stage,Rapid Wien,2
0,4,27,0,1,Sun,0,Premier League,0,6,43,0.3,AM,7,2021-10-03,2,25,Y,West Ham,5,1,0.1,0.3,75.8,0,33,,90,0,L 1–2,0,,3,1,Home,0,Matchweek 7,Brentford,1
0,,,0,,Fri,,WCQ,0,,,,FW,,2021-10-08,,,Y,Algeria,,,,,,0,,,90,,W 6–1,0,,,,Home,0,Second round,Niger,
,,,,,Tue,,WCQ,,,,,,,2021-10-12,,,N,Algeria,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Away,,Second round,Niger,
0,3,37,0,0,Sun,0,Premier League,0,4,44,0.2,AM,5,2021-10-17,0,29,Y,West Ham,3,2,0.1,0.2,78.4,0,37,,86,1,W 1–0,0,,7,0,Away,0,Matchweek 8,Everton,1
0,0,7,0,0,Thu,0,Europa Lg,0,1,9,0.1,FW,1,2021-10-21,0,2,N,West Ham,2,1,0.0,0.1,40.0,0,5,,8,0,W 3–0,0,,2,1,Home,0,Group stage,Genk,0
0,2,30,0,1,Sun,0,Premier League,0,1,42,0.2,AM,33,2021-10-24,1,24,Y,West Ham,3,3,0.0,0.2,85.7,0,28,,84,0,W 1–0,0,,3,2,Home,0,Matchweek 9,Tottenham,0
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-10-27,0,,N,West Ham,0,,,,,0,,,59,,D 0 ,0,,,,Home,0,Fourth round,Manchester City,1
0,3,24,0,0,Sun,1,Premier League,1,2,29,0.1,LW,7,2021-10-31,0,18,Y,West Ham,2,2,0.0,0.1,85.7,0,21,,63,1,W 4–1,0,,4,1,Away,0,Matchweek 10,Aston Villa,0
0,8,49,0,0,Thu,1,Europa Lg,0,8,59,0.7,RW,8,2021-11-04,3,39,Y,West Ham,5,9,0.2,0.7,92.9,0,42,,90,7,D 2–2,0,,14,2,Away,2,Group stage,Genk,0
0,2,32,0,1,Sun,0,Premier League,0,4,37,0.0,LW,13,2021-11-07,0,22,Y,West Ham,0,2,0.2,0.0,73.3,0,30,,85,2,W 3–2,0,,6,0,Home,0,Matchweek 11,Liverpool,0
0,,,0,,Fri,,WCQ,1,,,,DM,,2021-11-12,,,Y,Algeria,,,,,,0,,,90,,W 4–0,0,,,,Away,1,Second round,Djibouti,
0,,,0,,Tue,,WCQ,0,,,,,,2021-11-16,,,N,Algeria,,,,,,0,,,22,,D 2–2,0,,,,Home,0,Second round,Burkina Faso,
0,1,29,0,2,Sat,0,Premier League,0,2,46,0.0,AM,16,2021-11-20,0,27,Y,West Ham,0,4,0.0,0.0,79.4,0,34,,70,1,L 0–1,0,,3,2,Away,0,Matchweek 12,Wolves,1
0,0,16,0,0,Thu,0,Europa Lg,0,0,19,0.1,"LW,FW",6,2021-11-25,0,10,N,West Ham,1,3,0.0,0.1,66.7,0,15,,26,2,W 2–0,0,,5,0,Away,0,Group stage,Rapid Wien,0
0,0,16,0,0,Sun,0,Premier League,0,0,18,0.1,AM,12,2021-11-28,2,8,Y,West Ham,2,2,0.0,0.1,61.5,0,13,,58,2,L 1–2,0,,1,0,Away,0,Matchweek 13,Manchester City,0
0,2,26,0,5,Wed,0,Premier League,0,2,41,0.0,"LW,AM",22,2021-12-01,0,13,Y,West Ham,1,7,0.0,0.0,54.2,0,24,,75,2,D 1–1,0,,4,2,Home,0,Matchweek 14,Brighton,0
0,1,2,0,0,Sat,0,Premier League,0,0,4,0.0,AM,2,2021-12-04,0,2,N,West Ham,0,0,0.0,0.0,66.7,0,3,,6,0,W 3–2,0,,0,0,Home,0,Matchweek 15,Chelsea,0
0,0,25,0,0,Thu,0,Europa Lg,0,2,35,0.0,"LM,FW",5,2021-12-09,1,20,N,West Ham,2,0,0.0,0.0,71.4,0,28,,45,0,L 0–1,0,,4,0,Home,0,Group stage,Dinamo Zagreb,0
0,3,26,0,1,Sun,0,Premier League,0,2,35,0.2,LW,5,2021-12-12,1,21,Y,West Ham,4,3,0.0,0.2,84.0,0,25,,69,1,D 0–0,0,,5,0,Away,0,Matchweek 16,Burnley,0
0,0,9,0,0,Wed,0,Premier League,0,1,11,0.1,"LW,AM",4,2021-12-15,0,7,N,West Ham,1,1,0.0,0.1,77.8,0,9,,15,0,L 0–2,0,,3,1,Away,0,Matchweek 17,Arsenal,0
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-12-22,1,,N,West Ham,5,,,,,0,,,23,,L 1–2,0,,,,Away,0,Quarter-finals,Tottenham,0
0,0,27,0,1,Sun,0,Premier League,0,1,36,0.5,LW,10,2021-12-26,1,21,Y,West Ham,2,1,0.0,0.5,72.4,0,29,,80,0,L 2–3,0,,2,1,Home,1,Matchweek 19,Southampton,0
0,3,27,0,1,Tue,0,Premier League,0,1,41,0.2,LW,13,2021-12-28,1,17,Y,West Ham,2,2,0.2,0.2,65.4,0,26,,84,1,W 4–1,0,,2,1,Away,1,Matchweek 20,Watford,2
0,2,20,0,1,Sat,1,Premier League,1,1,28,0.3,LW,10,2022-01-01,1,14,Y,West Ham,3,2,0.4,0.3,73.7,0,19,,70,0,W 3–2,0,,5,1,Away,0,Matchweek 21,Crystal Palace,0
0,,,0,,Wed,,Friendlies (M),0,,,,,,2022-01-05,,,N,Algeria,,,,,,0,,,20,,W 3–0,0,,,,Neutral,0,Friendlies (M),Ghana,
0,,,0,,Tue,,Africa Cup of Nations,0,,,,,,2022-01-11,0,,N,Algeria,2,,,,,0,,,7,,D 0–0,0,,,,Neutral,0,Group stage,Sierra Leone,0
,,,,,Sun,,Africa Cup of Nations,,,,,,,2022-01-16,,,N,Algeria,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Neutral,,Group stage,Equatorial Guinea,
0,,,0,,Thu,,Africa Cup of Nations,0,,,,AM,,2022-01-20,0,,Y,Algeria,0,,,,,0,,,45,,L 1–3,0,,,,Neutral,0,Group stage,Côte d'Ivoire,0
0,,,0,,Sat,,FA Cup,0,,,,AM,,2022-02-05,1,,Y,West Ham,4,,,,,0,,,120,,W 2–1,0,,,,Away,0,Fourth round proper,Kidderminster,0
0,2,16,0,0,Tue,0,Premier League,0,0,26,0.4,LW,9,2022-02-08,0,11,Y,West Ham,3,2,0.0,0.4,64.7,0,17,,59,1,W 1–0,0,,2,1,Home,0,Matchweek 24,Watford,2
0,2,15,0,0,Sun,1,Premier League,0,1,14,0.1,AM,0,2022-02-13,1,6,N,West Ham,3,5,0.0,0.1,85.7,0,7,,12,2,D 2–2,0,,2,0,Away,0,Matchweek 25,Leicester City,0
0,3,24,0,1,Sat,0,Premier League,0,4,33,0.0,"AM,LW",22,2022-02-19,0,17,Y,West Ham,0,2,0.2,0.0,73.9,0,23,,72,1,D 1–1,0,,5,2,Home,0,Matchweek 26,Newcastle Utd,0
,,,,,Sun,,Premier League,,,,,,,2022-02-27,,,N,West Ham,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 27,Wolves,
0,,,0,,Wed,,FA Cup,0,,,,,,2022-03-02,0,,N,West Ham,1,,,,,0,,,38,,L 1–3,0,,,,Away,0,Fifth round proper,Southampton,0
0,0,20,0,0,Sat,0,Premier League,0,1,24,0.0,LM,7,2022-03-05,0,10,N,West Ham,0,2,0.0,0.0,52.6,0,19,,38,1,L 0–1,0,,3,2,Away,0,Matchweek 28,Liverpool,0
0,2,15,0,0,Thu,0,Europa Lg,0,0,15,0.1,LW,2,2022-03-10,0,10,N,West Ham,1,2,0.0,0.1,90.9,0,11,,24,1,L 0–1,0,,3,0,Away,0,Round of 16,Sevilla,0
0,3,50,0,0,Sun,2,Premier League,2,3,57,0.2,LW,10,2022-03-13,1,32,Y,West Ham,4,6,0.4,0.2,74.4,0,43,,86,1,W 2–1,0,,9,0,Home,0,Matchweek 29,Aston Villa,1
0,1,38,0,1,Thu,0,Europa Lg,0,6,51,0.0,LW,28,2022-03-17,1,28,Y,West Ham,1,3,0.0,0.0,77.8,0,36,,87,1,W 2–0,0,,7,2,Home,0,Round of 16,Sevilla,2
0,1,30,0,1,Sun,0,Premier League,0,2,31,0.1,"AM,RW,CM",7,2022-03-20,1,16,Y,West Ham,1,5,0.1,0.1,88.9,0,18,,90,2,L 1–3,0,,5,2,Away,1,Matchweek 30,Tottenham,1
,,,,,Tue,,WCQ,,,,,,,2022-03-29,,,N,Algeria,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Home,,Third round,Cameroon,
0,2,37,0,1,Sun,0,Premier League,0,2,57,0.1,"LW,AM",20,2022-04-03,1,31,Y,West Ham,2,2,0.2,0.1,72.1,0,43,,81,1,W 2–1,0,,5,3,Home,0,Matchweek 31,Everton,1
0,0,17,0,1,Thu,0,Europa Lg,0,1,23,0.2,LW,8,2022-04-07,1,7,Y,West Ham,1,2,0.0,0.2,46.7,0,15,,45,0,D 1–1,0,,6,1,Home,0,Quarter-finals,Lyon,1
