pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,16,0,2,Sat,0,UEFA Euro,0,0,23,0.0,LB,8,2021-07-03,0,20,N,England,0,0,0.0,0.0,100.0,0,20,,26,0,W 4–0,0,,0,1,Away,0,Quarter-finals,Ukraine,0
0,0,10,0,0,Wed,0,UEFA Euro,0,1,14,0.0,WB,3,2021-07-07,0,11,N,England,0,0,0.0,0.0,84.6,0,13,,15,0,W 2–1,0,,1,0,Home,0,Semi-finals,Denmark,0
0,2,11,0,2,Sun,1,UEFA Euro,1,0,31,0.0,WB,15,2021-07-11,0,13,Y,England,0,1,0.3,0.0,54.2,0,24,,70,0,D 1 ,0,,1,1,Neutral,0,Final,Italy,2
0,0,1,0,1,Sun,0,La Liga,0,0,14,0.0,WB,5,2021-08-15,0,8,N,Atlético Madrid,0,0,0.0,0.0,72.7,0,11,,25,0,W 2–1,0,,0,1,Away,0,Matchweek 1,Celta Vigo,0
0,0,12,0,1,Sun,0,La Liga,0,1,29,0.0,WB,12,2021-08-22,0,14,N,Atlético Madrid,0,0,0.0,0.0,60.9,0,23,,29,0,W 1–0,0,,0,4,Home,0,Matchweek 2,Elche,1
0,3,55,0,2,Sun,0,La Liga,0,13,73,0.1,"WB,RB",15,2021-08-29,0,57,Y,Atlético Madrid,2,2,0.1,0.1,86.4,0,66,,90,1,D 2–2,0,,2,1,Home,0,Matchweek 3,Villarreal,0
,,,,,Thu,,WCQ,,,,,,,2021-09-02,,,N,England,,,,,,,,,,,W 4–0,,"On matchday squad, but did not play",,,Away,,First round,Hungary,
0,,,0,,Sun,,WCQ,0,,,,LB,,2021-09-05,0,,Y,England,0,,,,,0,,,90,,W 4–0,0,,,,Home,0,First round,Andorra,2
,,,,,Wed,,WCQ,,,,,,,2021-09-08,,,N,England,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,First round,Poland,
0,0,22,0,1,Sun,0,La Liga,0,2,31,0.0,WB,6,2021-09-12,0,21,Y,Atlético Madrid,0,0,0.0,0.0,75.0,0,28,,45,0,W 2–1,0,,2,1,Away,0,Matchweek 4,Espanyol,0
,,,,,Wed,,Champions Lg,,,,,,,2021-09-15,,,N,Atlético Madrid,,,,,,,,,,,D 0–0,,"On matchday squad, but did not play",,,Home,,Group stage,Porto,
0,2,51,0,2,Sat,0,La Liga,0,11,86,0.0,WB,7,2021-09-18,0,62,Y,Atlético Madrid,0,3,0.0,0.0,81.6,0,76,,76,1,D 0–0,0,,4,1,Home,0,Matchweek 5,Athletic Club,1
0,2,50,0,3,Tue,0,La Liga,0,3,87,0.0,RB,14,2021-09-21,0,60,Y,Atlético Madrid,0,1,0.0,0.0,82.2,0,73,,61,0,W 2–1,0,,1,2,Away,0,Matchweek 6,Getafe,2
0,0,38,0,0,Sat,0,La Liga,0,9,49,0.0,WB,6,2021-09-25,0,41,Y,Atlético Madrid,0,1,0.0,0.0,89.1,1,46,,58,1,L 0–1,0,,6,0,Away,0,Matchweek 7,Alavés,0
0,0,24,0,0,Tue,0,Champions Lg,0,2,36,0.0,RB,7,2021-09-28,0,25,Y,Atlético Madrid,0,1,0.0,0.0,78.1,0,32,,39,0,W 2–1,0,,0,2,Away,0,Group stage,Milan,1
0,0,11,0,0,Sat,0,La Liga,0,3,27,0.0,WB,7,2021-10-02,0,19,N,Atlético Madrid,0,0,0.0,0.0,79.2,0,24,,45,0,W 2–0,0,,1,2,Home,0,Matchweek 8,Barcelona,1
