pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,0,3,0,0,Sun,0,Premier League,0,0,9,0.0,LW,12,2021-08-22,1,2,N,Arsenal,1,0,0.0,0.0,40.0,0,5,,30,0,L 0–2,0,0,1,Home,0,Matchweek 2,Chelsea,0
0,,,0,,Wed,,EFL Cup,1,,,,FW,,2021-08-25,4,,Y*,Arsenal,4,,,,,0,,,75,,W 6–0,0,,,Away,3,Second round,West Brom,0
0,0,7,0,0,Sat,0,Premier League,0,0,14,0.0,FW,6,2021-08-28,0,5,Y*,Arsenal,0,1,0.0,0.0,41.7,0,12,,58,0,L 0–5,0,0,0,Away,0,Matchweek 3,Manchester City,0
0,,,0,,Wed,,WCQ,0,,,,FW,,2021-09-01,,,Y*,Gabon,,,,,,1,,,90,,L 1–2,0,,,Away,0,Second round,Libya,
0,,,0,,Sun,,WCQ,0,,,,FW,,2021-09-05,,,Y*,Gabon,,,,,,0,,,90,,D 1–1,0,,,Home,0,Second round,Egypt,
0,6,15,0,2,Sat,0,Premier League,0,2,26,1.3,FW,12,2021-09-11,2,12,Y*,Arsenal,6,1,0.1,1.3,75.0,0,16,,90,1,W 1–0,0,2,0,Home,1,Matchweek 4,Norwich City,0
0,4,23,0,1,Sat,0,Premier League,0,2,29,0.1,FW,10,2021-09-18,0,21,Y*,Arsenal,2,0,0.4,0.1,95.5,0,22,,90,0,W 1–0,0,5,1,Away,0,Matchweek 5,Burnley,0
0,1,12,0,4,Sun,1,Premier League,0,1,34,0.3,FW,20,2021-09-26,2,10,Y*,Arsenal,4,1,0.0,0.3,76.9,0,13,,90,0,W 3–1,0,1,3,Home,1,Matchweek 6,Tottenham,0
0,0,9,0,1,Sat,0,Premier League,0,1,23,0.1,FW,14,2021-10-02,0,6,Y*,Arsenal,1,0,0.0,0.1,54.5,0,11,,71,0,D 0–0,0,1,0,Away,0,Matchweek 7,Brighton,0
0,,,0,,Fri,,WCQ,0,,,,FW,,2021-10-08,,,Y*,Gabon,,,,,,0,,,90,,L 1–3,0,,,Away,0,Second round,Angola,
0,,,0,,Mon,,WCQ,1,,,,FW,,2021-10-11,,,Y*,Gabon,,,,,,0,,,90,,W 2–0,0,,,Home,1,Second round,Angola,
0,2,12,0,2,Mon,0,Premier League,0,3,25,0.2,FW,23,2021-10-18,1,12,Y*,Arsenal,1,1,0.1,0.2,75.0,0,16,,90,0,D 2–2,0,0,2,Home,1,Matchweek 8,Crystal Palace,0
0,4,14,1,0,Fri,2,Premier League,1,3,30,1.0,FW,24,2021-10-22,2,15,Y*,Arsenal,4,0,0.1,0.1,68.2,1,22,,89,0,W 3–1,0,8,1,Home,1,Matchweek 9,Aston Villa,0
0,2,16,0,3,Sat,0,Premier League,0,0,30,0.3,FW,15,2021-10-30,2,12,Y*,Arsenal,2,1,0.0,0.3,63.2,0,19,,90,1,W 2–0,0,4,2,Away,0,Matchweek 10,Leicester City,0
0,1,18,1,0,Sun,0,Premier League,0,0,29,0.8,FW,13,2021-11-07,0,12,Y*,Arsenal,2,0,0.0,0.1,63.2,1,19,,90,0,W 1–0,0,2,1,Home,0,Matchweek 11,Watford,1
1,,,1,,Fri,,WCQ,0,,,,FW,,2021-11-12,,,Y*,Gabon,,,,,,0,,,90,,W 1–0,0,,,Home,1,Second round,Libya,
0,1,7,0,1,Sat,0,Premier League,0,0,21,0.2,FW,22,2021-11-20,1,11,Y*,Arsenal,1,0,0.0,0.2,68.8,0,16,,90,0,L 0–4,0,3,0,Away,0,Matchweek 12,Liverpool,0
0,0,14,0,3,Sat,0,Premier League,0,0,24,0.7,FW,16,2021-11-27,1,12,Y*,Arsenal,2,1,0.0,0.7,75.0,1,16,,75,0,W 2–0,0,0,1,Home,0,Matchweek 13,Newcastle Utd,0
0,2,19,0,2,Thu,0,Premier League,0,1,24,0.5,FW,12,2021-12-02,4,14,Y*,Arsenal,5,0,0.0,0.5,87.5,0,16,,78,0,L 2–3,0,3,0,Away,0,Matchweek 14,Manchester Utd,0
0,0,0,0,0,Mon,0,Premier League,0,0,4,0.3,FW,2,2021-12-06,0,1,N,Arsenal,2,0,0.0,0.3,50.0,0,2,,6,0,L 1–2,0,0,0,Away,0,Matchweek 15,Everton,0
1,,,1,,Tue,,Friendlies (M),0,,,,,,2022-01-04,,,Y*,Gabon,,,,,,0,,,90,,D 1–1,0,,,Neutral,1,Friendlies (M),Mauritania,
0,0,14,0,5,Sun,0,La Liga,0,1,22,0.0,FW,6,2022-02-06,0,9,N,Barcelona,1,1,0.0,0.0,75.0,0,12,,30,0,W 4–2,0,2,0,Home,0,Matchweek 23,Atlético Madrid,0
0,0,3,0,0,Sun,0,La Liga,0,1,4,0.0,FW,2,2022-02-13,0,3,N,Barcelona,0,1,0.0,0.0,75.0,0,4,,29,1,D 2–2,0,0,0,Away,0,Matchweek 24,Espanyol,0
