pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,2,26,0,1,Sun,0,Premier League,0,1,44,0.2,FW,8,2021-08-15,1,25,Y,Tottenham,5,1,0.1,0.2,78.1,0,32,,90,1,W 1–0,0,7,0,Home,1,Matchweek 1,Manchester City,0
0,1,17,0,1,Sun,0,Premier League,0,1,26,0.2,FW,11,2021-08-22,1,10,Y,Tottenham,2,1,0.0,0.2,55.6,0,18,,71,1,W 1–0,0,1,0,Away,0,Matchweek 2,Wolves,0
0,,,0,,Thu,,Conf Lg,0,,,,,,2021-08-26,,,N,Tottenham,,,,,,0,,,19,,W 3–0,0,,,Home,0,Play-off round,Paços,
0,3,39,0,0,Sun,0,Premier League,0,4,55,0.2,"RW,LW",9,2021-08-29,2,32,Y,Tottenham,3,4,0.1,0.2,68.1,0,47,,87,3,W 1–0,0,3,0,Home,1,Matchweek 3,Watford,1
0,,,0,,Thu,,WCQ,0,,,,FW,,2021-09-02,,,Y*,Korea Republic,,,,,,0,,,90,,D 0–0,0,,,Home,0,Third round,Iraq,
0,1,28,0,2,Sun,0,Premier League,0,2,44,0.3,FW,14,2021-09-19,1,27,Y,Tottenham,2,3,0.0,0.3,79.4,0,34,,90,2,L 0–3,0,3,0,Home,0,Matchweek 5,Chelsea,0
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-09-22,0,,N,Tottenham,0,,,,,0,,,59,,D 2 ,0,,,Away,0,Third round,Wolves,0
0,6,26,0,1,Sun,0,Premier League,0,3,43,0.3,"LW,AM",15,2021-09-26,2,29,Y,Tottenham,2,2,0.2,0.3,87.9,0,33,,90,0,L 1–3,0,5,1,Away,1,Matchweek 6,Arsenal,0
0,,,0,,Thu,,Conf Lg,1,,,,,,2021-09-30,,,N,Tottenham,,,,,,0,,,32,,W 5–1,0,,,Home,0,Group stage,NŠ Mura,
0,6,41,0,1,Sun,1,Premier League,1,5,55,0.6,LW,4,2021-10-03,1,31,Y,Tottenham,5,5,0.1,0.6,81.6,0,38,,90,3,W 2–1,0,8,0,Home,0,Matchweek 7,Aston Villa,0
0,,,0,,Thu,,WCQ,0,,,,AM,,2021-10-07,,,Y*,Korea Republic,,,,,,0,,,90,,W 2–1,0,,,Home,1,Third round,Syria,
0,,,0,,Tue,,WCQ,0,,,,LW,,2021-10-12,,,Y*,Korea Republic,,,,,,0,,,90,,D 1–1,0,,,Away,1,Third round,IR Iran,
0,6,43,0,1,Sun,0,Premier League,0,3,62,0.8,LW,6,2021-10-17,1,38,Y,Tottenham,1,4,0.3,0.8,76.0,0,50,,90,0,W 3–2,0,12,0,Away,1,Matchweek 8,Newcastle Utd,0
0,3,37,0,0,Sun,0,Premier League,0,2,53,0.2,LW,12,2021-10-24,1,37,Y,Tottenham,1,1,0.4,0.2,78.7,0,47,,90,1,L 0–1,0,1,2,Away,0,Matchweek 9,West Ham,0
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-10-27,0,,N,Tottenham,0,,,,,1,,,25,,W 1–0,0,,,Away,0,Fourth round,Burnley,0
0,1,48,0,1,Sat,0,Premier League,0,1,67,0.2,"LW,RW",14,2021-10-30,0,39,Y,Tottenham,3,2,0.1,0.2,70.9,0,55,,90,1,L 0–3,0,5,1,Home,0,Matchweek 10,Manchester Utd,2
0,,,0,,Thu,,Conf Lg,0,,,,FW,,2021-11-04,,,Y,Tottenham,,,,,,0,,,71,,W 3–2,0,,,Home,1,Group stage,Vitesse,
0,2,30,0,1,Sun,0,Premier League,0,0,36,0.0,AM,14,2021-11-07,0,23,Y,Tottenham,0,3,0.0,0.0,79.3,0,29,,84,3,D 0–0,0,4,0,Away,0,Matchweek 11,Everton,1
0,,,0,,Thu,,WCQ,0,,,,FW,,2021-11-11,,,Y*,Korea Republic,,,,,,0,,,90,,W 1–0,0,,,Home,0,Third round,United Arab Emirates,
1,,,1,,Tue,,WCQ,0,,,,AM,,2021-11-16,,,Y*,Korea Republic,,,,,,0,,,86,,W 3–0,0,,,Away,1,Third round,Iraq,
0,2,47,0,0,Sun,0,Premier League,0,0,52,0.1,LW,17,2021-11-21,0,32,Y,Tottenham,2,8,0.0,0.1,78.0,0,41,,90,5,W 2–1,0,7,1,Home,0,Matchweek 12,Leeds United,2
0,,,0,,Thu,,Conf Lg,0,,,,,,2021-11-25,,,N,Tottenham,,,,,,0,,,37,,L 1–2,0,,,Away,0,Group stage,NŠ Mura,
0,2,19,0,3,Thu,0,Premier League,0,1,41,0.8,"LW,FW",14,2021-12-02,2,17,Y,Tottenham,2,1,0.0,0.8,56.7,0,30,,86,0,W 2–0,0,8,0,Home,1,Matchweek 14,Brentford,1
0,7,31,0,0,Sun,2,Premier League,1,1,52,0.4,AM,5,2021-12-05,1,36,Y,Tottenham,3,2,0.7,0.4,78.3,0,46,,90,1,W 3–0,0,5,0,Home,1,Matchweek 15,Norwich City,1
0,3,26,0,1,Sun,0,Premier League,0,1,45,0.8,FW,13,2021-12-19,1,23,Y,Tottenham,2,2,0.6,0.8,71.9,0,32,,90,0,D 2–2,0,4,1,Home,1,Matchweek 18,Liverpool,2
0,,,0,,Wed,,EFL Cup,0,,,,,,2021-12-22,0,,N,Tottenham,0,,,,,0,,,30,,W 2–1,0,,,Home,0,Quarter-finals,West Ham,0
0,4,31,0,0,Sun,0,Premier League,0,3,40,0.3,AM,12,2021-12-26,2,32,Y,Tottenham,2,2,0.1,0.3,88.9,0,36,,75,2,W 3–0,0,8,1,Home,1,Matchweek 19,Crystal Palace,1
0,4,32,0,0,Tue,1,Premier League,0,2,53,0.5,LW,12,2021-12-28,2,32,Y,Tottenham,5,1,0.4,0.5,74.4,0,43,,90,1,D 1–1,0,6,0,Away,0,Matchweek 20,Southampton,1
0,5,50,0,0,Sat,2,Premier League,1,3,69,0.7,"LW,FW,WB",15,2022-01-01,1,42,Y,Tottenham,4,7,0.7,0.7,73.7,0,57,,90,5,W 1–0,0,8,1,Away,0,Matchweek 21,Watford,2
0,,,0,,Wed,,EFL Cup,0,,,,FW,,2022-01-05,0,,Y,Tottenham,0,,,,,0,,,78,,L 0–2,0,,,Away,0,Semi-finals,Chelsea,0
0,,,0,,Sat,,FA Cup,0,,,,FW,,2022-02-05,1,,Y,Tottenham,1,,,,,0,,,68,,W 3–1,0,,,Home,0,Fourth round proper,Brighton,0
0,1,29,0,0,Wed,0,Premier League,0,2,37,0.5,"AM,LW",22,2022-02-09,1,21,Y,Tottenham,1,5,0.0,0.5,80.8,0,26,,90,2,L 2–3,0,4,0,Home,1,Matchweek 24,Southampton,1
0,6,37,0,0,Sun,0,Premier League,0,4,58,0.3,"LW,RW",9,2022-02-13,2,33,Y,Tottenham,3,1,0.4,0.3,75.0,0,44,,90,0,L 0–2,0,10,0,Home,0,Matchweek 25,Wolves,1
0,4,19,0,2,Sat,2,Premier League,2,2,27,0.1,LW,9,2022-02-19,1,16,Y,Tottenham,1,1,1.5,0.1,94.1,0,17,,79,0,W 3–2,0,3,0,Away,0,Matchweek 26,Manchester City,0
0,5,31,0,2,Wed,0,Premier League,0,4,36,0.0,LW,5,2022-02-23,0,27,Y,Tottenham,0,2,0.4,0.0,87.1,0,31,,90,2,L 0–1,0,7,0,Away,0,Matchweek 13,Burnley,0
0,5,45,0,4,Sat,0,Premier League,0,4,59,0.7,AM,9,2022-02-26,3,35,Y,Tottenham,4,8,0.0,0.7,81.4,0,43,,86,6,W 4–0,0,5,0,Away,1,Matchweek 27,Leeds United,3
0,,,0,,Tue,,FA Cup,0,,,,AM,,2022-03-01,4,,Y,Tottenham,4,,,,,0,,,120,,L 0–1,0,,,Away,0,Fifth round proper,Middlesbrough,1
0,4,21,0,0,Mon,1,Premier League,0,1,35,0.7,AM,17,2022-03-07,2,16,Y,Tottenham,2,1,0.3,0.7,72.7,1,22,,66,0,W 5–0,0,5,3,Home,1,Matchweek 28,Everton,0
0,3,30,0,2,Sat,0,Premier League,0,3,49,0.2,"AM,LW",10,2022-03-12,0,32,Y,Tottenham,2,2,0.0,0.2,78.0,0,41,,90,2,L 2–3,0,5,0,Away,0,Matchweek 29,Manchester Utd,0
0,4,21,0,1,Wed,0,Premier League,0,0,31,0.1,AM,13,2022-03-16,0,22,Y,Tottenham,1,0,0.1,0.1,84.6,0,26,,79,0,W 2–0,0,2,0,Away,0,Matchweek 16,Brighton,1
0,5,43,0,0,Sun,0,Premier League,0,4,50,1.1,LW,9,2022-03-20,2,33,Y,Tottenham,3,2,0.3,1.1,76.7,0,43,,89,1,W 3–1,0,10,0,Home,2,Matchweek 30,West Ham,2
0,,,0,,Thu,,WCQ,0,,,,FW,,2022-03-24,,,Y*,Korea Republic,,,,,,0,,,90,,W 2–0,0,,,Home,1,Third round,IR Iran,
0,,,0,,Tue,,WCQ,0,,,,AM,,2022-03-29,,,Y*,Korea Republic,,,,,,0,,,90,,L 0–1,0,,,Away,0,Third round,United Arab Emirates,
0,6,33,0,0,Sun,2,Premier League,1,2,44,1.0,"AM,LM",2,2022-04-03,2,29,Y,Tottenham,4,0,0.4,1.0,90.6,0,32,,90,0,W 5–1,0,7,1,Home,1,Matchweek 31,Newcastle Utd,0
0,1,11,0,2,Sat,1,Premier League,0,2,24,0.7,LW,8,2022-04-09,3,6,Y,Tottenham,3,2,0.0,0.7,46.2,0,13,,77,1,W 4–0,0,1,2,Away,3,Matchweek 32,Aston Villa,2
0,3,15,0,0,Sat,0,Premier League,0,1,23,0.1,LW,11,2022-04-16,0,10,Y,Tottenham,2,4,0.0,0.1,66.7,0,15,,86,3,L 0–1,0,4,0,Home,0,Matchweek 33,Brighton,1
0,4,42,0,1,Sat,0,Premier League,0,5,59,0.0,"LW,AM",7,2022-04-23,0,38,Y,Tottenham,0,1,0.1,0.0,73.1,0,52,,90,1,D 0–0,0,10,0,Away,0,Matchweek 34,Brentford,1
0,4,23,0,0,Sun,1,Premier League,1,2,46,0.4,LW,18,2022-05-01,3,26,Y,Tottenham,3,2,0.2,0.4,70.3,0,37,,81,1,W 3–1,0,3,2,Home,2,Matchweek 35,Leicester City,1
0,3,25,0,3,Sat,0,Premier League,0,2,39,0.8,"LW,FW",9,2022-05-07,1,12,Y,Tottenham,2,1,0.1,0.8,54.5,0,22,,89,1,D 1–1,0,4,1,Away,1,Matchweek 36,Liverpool,1
0,4,20,0,1,Thu,1,Premier League,0,1,28,0.6,AM,9,2022-05-12,1,19,Y,Tottenham,2,0,0.4,0.6,95.0,0,20,,71,0,W 3–0,0,1,0,Home,1,Matchweek 22,Arsenal,0
0,7,35,0,0,Sun,1,Premier League,0,1,54,0.5,"AM,LW",6,2022-05-15,2,31,Y,Tottenham,2,2,0.1,0.5,67.4,0,46,,90,1,W 1–0,0,3,2,Home,0,Matchweek 37,Burnley,0
0,2,31,0,1,Sun,0,Premier League,0,3,42,1.9,AM,15,2022-05-22,5,22,Y,Tottenham,7,3,0.1,1.9,88.0,1,25,,90,1,W 5–0,0,6,0,Away,2,Matchweek 38,Norwich City,1
