pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,date,pressures,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
,,,,,Sat,,UEFA Euro,,,,,,2021-07-03,,,,N,Denmark,,,,,,,,,,,W 2–1,,"On matchday squad, but did not play",,,Away,,Quarter-finals,Czech Republic,
,,,,,Wed,,UEFA Euro,,,,,,2021-07-07,,,,N,Denmark,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Away,,Semi-finals,England,
,,,,,Sat,,Premier League,,,,,,2021-09-11,,,,N,Brentford,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Home,,Matchweek 4,Brighton,
0,0,0,0,0,Sat,0,Premier League,0,0,6,0.0,CB,2021-09-18,0,0,2,N,Brentford,0,0,0.0,0.0,66.7,0,3,,9,0,W 2–0,0,,0,0,Away,0,Matchweek 5,Wolves,1
0,,,0,,Tue,,EFL Cup,0,,,,CB,2021-09-21,,0,,Y,Brentford,0,,,,,0,,,90,,W 7–0,0,,,,Home,0,Third round,Oldham Athletic,2
0,0,7,0,0,Sat,0,Premier League,0,0,23,0.0,CB,2021-09-25,8,0,10,N,Brentford,0,0,0.0,0.0,58.8,0,17,,48,0,D 3–3,0,,0,2,Home,0,Matchweek 6,Liverpool,2
0,0,14,0,5,Sun,0,Premier League,0,1,44,0.0,CB,2021-10-03,9,0,19,Y,Brentford,0,0,0.0,0.0,51.4,1,37,,90,0,W 2–1,0,,0,1,Away,0,Matchweek 7,West Ham,1
0,4,35,0,0,Sat,0,Premier League,0,4,78,0.0,CB,2021-10-16,7,0,57,Y,Brentford,0,0,0.1,0.0,79.2,0,72,,90,0,L 0–1,0,,3,1,Home,0,Matchweek 8,Chelsea,1
0,2,30,0,1,Sun,0,Premier League,0,4,68,0.1,CB,2021-10-24,10,1,44,Y,Brentford,2,0,0.0,0.1,78.6,1,56,,90,0,L 1–2,0,,6,5,Home,1,Matchweek 9,Leicester City,2
0,,,0,,Wed,,EFL Cup,0,,,,CB,2021-10-27,,0,,Y,Brentford,0,,,,,0,,,90,,W 2–1,0,,,,Away,0,Fourth round,Stoke City,0
0,0,49,0,0,Sat,0,Premier League,0,4,93,0.0,CB,2021-10-30,10,0,62,Y,Brentford,0,0,0.0,0.0,71.3,0,87,,90,0,L 1–3,0,,1,1,Away,0,Matchweek 10,Burnley,1
0,0,1,0,1,Sat,0,Premier League,0,0,5,0.0,CB,2021-11-06,1,0,2,Y,Brentford,0,0,0.0,0.0,100.0,0,2,,11,0,L 1–2,0,,0,0,Home,0,Matchweek 11,Norwich City,2
,,,,,Sat,,Premier League,,,,,,2022-02-26,,,,N,Brentford,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Home,,Matchweek 27,Newcastle Utd,
,,,,,Sat,,Premier League,,,,,,2022-03-05,,,,N,Brentford,,,,,,,,,,,W 3–1,,"On matchday squad, but did not play",,,Away,,Matchweek 28,Norwich City,
,,,,,Sat,,Premier League,,,,,,2022-03-12,,,,N,Brentford,,,,,,,,,,,W 2–0,,"On matchday squad, but did not play",,,Home,,Matchweek 29,Burnley,
,,,,,Sun,,Premier League,,,,,,2022-03-20,,,,N,Brentford,,,,,,,,,,,L 1–2,,"On matchday squad, but did not play",,,Away,,Matchweek 30,Leicester City,
,,,,,Sat,,Premier League,,,,,,2022-04-02,,,,N,Brentford,,,,,,,,,,,W 4–1,,"On matchday squad, but did not play",,,Away,,Matchweek 31,Chelsea,
0,0,35,0,1,Sun,0,Premier League,0,4,65,0.0,CB,2022-04-10,9,0,51,Y,Brentford,0,0,0.0,0.0,87.9,0,58,,90,0,W 2–0,0,,1,1,Home,0,Matchweek 32,West Ham,0
