pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,1,48,0,0,Sat,0,Premier League,0,5,87,0.0,RB,11,2021-08-14,0,54,Y,Aston Villa,1,0,0.0,0.0,73.0,0,74,,90,0,L 2–3,0,7,3,Away,0,Matchweek 1,Watford,3
0,2,28,0,0,Sat,1,Premier League,0,2,52,0.0,RB,13,2021-08-21,0,28,Y,Aston Villa,1,1,0.0,0.0,70.0,0,40,,90,0,W 2–0,0,5,3,Home,0,Matchweek 2,Newcastle Utd,1
0,2,35,0,3,Sat,0,Premier League,0,4,62,0.0,RB,9,2021-08-28,0,33,Y,Aston Villa,0,1,0.0,0.0,67.3,1,49,,90,1,D 1–1,0,5,5,Home,0,Matchweek 3,Brentford,2
0,0,18,0,0,Sat,0,Premier League,0,1,46,0.0,WB,18,2021-09-11,0,18,Y,Aston Villa,0,0,0.0,0.0,48.6,0,37,,90,0,L 0–3,0,1,1,Away,0,Matchweek 4,Chelsea,4
0,3,25,0,2,Sat,1,Premier League,0,2,46,0.3,WB,13,2021-09-18,1,22,Y,Aston Villa,3,4,0.0,0.3,64.7,0,34,,85,2,W 3–0,0,3,3,Home,1,Matchweek 5,Everton,1
0,,,0,,Wed,,EFL Cup,1,,,,RB,,2021-09-22,0,,Y,Aston Villa,1,,,,,0,,,76,,D 1 ,0,,,Away,0,Third round,Chelsea,0
0,1,20,0,4,Sat,0,Premier League,0,0,41,0.0,WB,15,2021-09-25,0,18,Y,Aston Villa,0,0,0.3,0.0,66.7,1,27,,90,0,W 1–0,0,4,2,Away,0,Matchweek 6,Manchester Utd,1
0,2,23,0,2,Sun,0,Premier League,0,4,49,0.1,"WB,RB",16,2021-10-03,0,23,Y,Aston Villa,2,3,0.0,0.1,59.0,0,39,,90,2,L 1–2,0,7,1,Away,0,Matchweek 7,Tottenham,1
0,3,20,0,1,Sat,1,Premier League,0,3,39,0.2,WB,3,2021-10-16,1,15,Y,Aston Villa,3,1,0.1,0.2,46.9,0,32,,78,0,L 2–3,0,8,0,Home,0,Matchweek 8,Wolves,1
0,0,29,0,1,Fri,0,Premier League,0,4,51,0.0,"RB,WB",12,2021-10-22,0,33,Y,Aston Villa,0,0,0.0,0.0,71.7,0,46,,90,0,L 1–3,0,6,1,Away,0,Matchweek 9,Arsenal,0
0,0,21,0,4,Sun,0,Premier League,0,1,44,0.0,RB,8,2021-10-31,0,17,Y,Aston Villa,2,0,0.0,0.0,53.1,0,32,,90,0,L 1–4,0,6,1,Home,0,Matchweek 10,West Ham,3
0,1,22,0,4,Fri,0,Premier League,0,2,64,0.0,RB,12,2021-11-05,0,31,Y,Aston Villa,0,1,0.0,0.0,70.5,0,44,,90,1,L 0–1,0,1,6,Away,0,Matchweek 11,Southampton,4
0,,,0,,Fri,,WCQ,0,,,,,,2021-11-12,0,,N,Poland,0,,,,,0,,,28,,W 4–1,0,,,Away,0,First round,Andorra,1
0,,,0,,Mon,,WCQ,0,,,,RM,,2021-11-15,0,,Y,Poland,0,,,,,1,,,45,,L 1–2,0,,,Home,0,First round,Hungary,1
0,1,25,0,1,Sat,0,Premier League,0,1,46,0.1,RB,13,2021-11-20,1,27,Y,Aston Villa,1,3,0.0,0.1,81.8,1,33,,90,2,W 2–0,0,1,1,Home,0,Matchweek 12,Brighton,5
0,0,18,0,6,Sat,0,Premier League,0,3,49,0.1,RB,17,2021-11-27,0,20,Y,Aston Villa,1,0,0.0,0.1,69.0,1,29,,90,0,W 2–1,0,0,2,Away,0,Matchweek 13,Crystal Palace,4
0,0,24,0,3,Wed,0,Premier League,0,0,52,0.0,RB,23,2021-12-01,0,29,Y,Aston Villa,0,2,0.0,0.0,76.3,0,38,,90,1,L 1–2,0,3,8,Home,0,Matchweek 14,Manchester City,2
0,3,30,0,1,Sun,0,Premier League,0,2,65,0.4,"RB,WB",29,2021-12-05,1,27,Y,Aston Villa,3,0,0.2,0.4,64.3,0,42,,90,0,W 2–1,0,5,10,Home,0,Matchweek 15,Leicester City,6
0,0,25,0,6,Sat,0,Premier League,0,3,61,0.0,RB,17,2021-12-11,0,26,Y,Aston Villa,0,0,0.0,0.0,59.1,0,44,,90,0,L 0–1,0,0,3,Away,0,Matchweek 16,Liverpool,2
0,4,43,0,2,Tue,0,Premier League,0,4,63,0.0,RB,10,2021-12-14,0,35,Y,Aston Villa,0,2,0.2,0.0,74.5,0,47,,90,1,W 2–0,0,12,2,Away,0,Matchweek 17,Norwich City,5
0,4,41,0,4,Sun,0,Premier League,0,8,72,0.1,RB,14,2021-12-26,0,44,Y,Aston Villa,1,0,0.3,0.1,75.9,0,58,,90,0,L 1–3,0,5,1,Home,0,Matchweek 19,Chelsea,5
0,3,36,0,1,Sun,0,Premier League,0,2,57,0.0,RB,10,2022-01-02,0,36,Y,Aston Villa,0,1,0.0,0.0,80.0,0,45,,90,0,L 1–2,0,3,0,Away,0,Matchweek 21,Brentford,1
0,,,0,,Mon,,FA Cup,0,,,,RB,,2022-01-10,1,,Y,Aston Villa,1,,,,,0,,,90,,L 0–1,0,,,Away,0,Third round proper,Manchester Utd,3
0,3,46,0,1,Sat,0,Premier League,0,4,77,0.0,RB,22,2022-01-15,0,49,Y,Aston Villa,0,1,0.1,0.0,76.6,0,64,,90,1,D 2–2,0,7,5,Home,0,Matchweek 22,Manchester Utd,3
0,0,20,0,4,Sat,0,Premier League,0,3,39,0.0,"RB,WB",13,2022-01-22,0,23,Y,Aston Villa,0,1,0.0,0.0,82.1,1,28,,90,0,W 1–0,0,1,1,Away,0,Matchweek 23,Everton,0
0,2,10,0,4,Wed,1,Premier League,1,1,40,0.1,RB,17,2022-02-09,0,21,Y,Aston Villa,1,0,0.1,0.1,80.8,1,26,,90,0,D 3–3,0,2,3,Home,0,Matchweek 24,Leeds United,3
