pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,2,12,0,0,Sun,0,Serie A,0,0,17,0.2,FW,0,2021-08-22,0,9,N,Juventus,1,0,0.0,0.2,75.0,1,12,,31,0,D 2–2,0,2,0,Away,0,Matchweek 1,Udinese,1
0,,,1,,Wed,,WCQ,0,,,,FW,,2021-09-01,4,,Y*,Portugal,8,,,,,1,,,90,,W 2–1,0,,,Home,2,First round,Republic of Ireland,0
0,2,49,0,1,Sat,0,Premier League,0,4,65,1.3,FW,2,2021-09-11,2,43,Y,Manchester Utd,6,0,0.0,1.3,89.6,0,48,,90,0,W 4–1,0,7,0,Home,2,Matchweek 4,Newcastle Utd,1
0,0,12,0,0,Tue,0,Champions Lg,0,1,28,0.5,FW,9,2021-09-14,2,18,Y,Manchester Utd,2,0,0.0,0.5,90.0,0,20,,71,0,L 1–2,0,2,1,Away,1,Group stage,Young Boys,0
0,2,31,0,0,Sun,1,Premier League,0,2,45,1.3,FW,2,2021-09-19,5,25,Y,Manchester Utd,7,3,0.0,1.3,86.2,0,29,,90,0,W 2–1,0,5,0,Away,1,Matchweek 5,West Ham,0
0,5,17,0,1,Sat,0,Premier League,0,1,35,0.1,"FW,LW",4,2021-09-25,0,18,Y,Manchester Utd,4,1,0.0,0.1,69.2,0,26,,90,1,L 0–1,0,7,0,Home,0,Matchweek 6,Aston Villa,0
0,4,30,0,0,Wed,1,Champions Lg,0,2,43,0.5,"FW,LW",5,2021-09-29,2,23,Y,Manchester Utd,3,3,0.3,0.5,85.2,1,27,,90,1,W 2–1,0,3,0,Home,1,Group stage,Villarreal,1
0,2,11,0,0,Sat,0,Premier League,0,2,17,0.1,FW,1,2021-10-02,0,12,N,Manchester Utd,1,0,0.1,0.1,85.7,0,14,,34,0,D 1–1,0,4,0,Home,0,Matchweek 7,Everton,0
0,,,0,,Sat,,Friendlies (M),0,,,,FW,,2021-10-09,,,Y*,Portugal,,,,,,0,,,45,,W 3–0,0,,,Home,1,Friendlies (M),Qatar,
2,,,2,,Tue,,WCQ,0,,,,FW,,2021-10-12,5,,Y*,Portugal,7,,,,,0,,,90,,W 5–0,0,,,Home,3,First round,Luxembourg,0
