pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,bench_explain,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,,,0,,Fri,,PL2 — Div. 1,0,,,,AM,,2021-08-27,,,Y,Leeds Utd U23,,,,,,0,,,90,,W 3–2,0,,,,Away,0,Matchweek 3,Derby County,
0,,,0,,Sat,,PL2 — Div. 1,1,,,,CM,,2021-09-11,,,Y,Leeds Utd U23,,,,,,1,,,90,,D 2–2,0,,,,Home,0,Matchweek 4,West Ham,
,,,,,Fri,,Premier League,,,,,,,2021-09-17,,,N,Leeds United,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Away,,Matchweek 5,Newcastle Utd,
0,,,0,,Sun,,PL2 — Div. 1,1,,,,,,2021-09-19,,,N,Leeds Utd U23,,,,,,0,,,45,,W 4–0,0,,,,Away,0,Matchweek 5,Liverpool,
0,,,0,,Tue,,EFL Cup,0,,,,,,2021-09-21,0,,N,Leeds United,0,,,,,0,,,46,,D 0 ,0,,,,Away,0,Third round,Fulham,0
0,,,0,,Fri,,PL2 — Div. 1,0,,,,,,2021-09-24,,,N,Leeds Utd U23,,,,,,0,,,35,,D 4–4,0,,,,Home,0,Matchweek 6,Blackburn,
0,,,0,,Fri,,PL2 — Div. 1,0,,,,RM,,2021-10-01,,,Y,Leeds Utd U23,,,,,,0,,,45,,L 0–1,0,,,,Away,0,Matchweek 7,Leicester City,
,,,,,Sat,,Premier League,,,,,,,2021-10-02,,,N,Leeds United,,,,,,,,,,,W 1–0,,"On matchday squad, but did not play",,,Home,,Matchweek 7,Watford,
,,,,,Sat,,Premier League,,,,,,,2021-10-16,,,N,Leeds United,,,,,,,,,,,L 0–1,,"On matchday squad, but did not play",,,Away,,Matchweek 8,Southampton,
0,,,0,,Mon,,PL2 — Div. 1,0,,,,,,2021-10-18,,,N,Leeds Utd U23,,,,,,0,,,45,,L 2–4,0,,,,Away,0,Matchweek 8,Everton,
,,,,,Tue,,EFL Cup,,,,,,,2021-10-26,,,N,Leeds United,,,,,,,,,,,L 0–2,,"On matchday squad, but did not play",,,Away,,Fourth round,Arsenal,
0,,,0,,Fri,,PL2 — Div. 1,0,,,,,,2021-10-29,,,N,Leeds Utd U23,,,,,,0,,,45,,L 2–4,0,,,,Home,0,Matchweek 10,Arsenal,
0,,,0,,Sat,,PL2 — Div. 1,0,,,,,,2021-11-06,,,N,Leeds Utd U23,,,,,,1,,,32,,L 2–3,0,,,,Away,0,Matchweek 11,Manchester Utd,
,,,,,Sun,,Premier League,,,,,,,2021-11-07,,,N,Leeds United,,,,,,,,,,,D 1–1,,"On matchday squad, but did not play",,,Home,,Matchweek 11,Leicester City,
,,,,,Fri,,PL2 — Div. 1,,,,,,,2021-11-19,,,N,Leeds Utd U23,,,,,,,,,,,L 1–3,,"On matchday squad, but did not play",,,Home,,Matchweek 12,Chelsea,
0,0,4,0,0,Sun,0,Premier League,0,0,5,0.0,RM,1,2021-11-21,0,3,N,Leeds United,0,0,0.0,0.0,75.0,0,4,,4,0,L 1–2,0,,0,0,Away,0,Matchweek 12,Tottenham,0
0,,,0,,Mon,,PL2 — Div. 1,1,,,,AM,,2021-11-29,,,Y,Leeds Utd U23,,,,,,0,,,90,,L 2–3,0,,,,Away,0,Matchweek 13,Manchester City,
0,,,0,,Fri,,PL2 — Div. 1,0,,,,AM,,2021-12-03,,,Y,Leeds Utd U23,,,,,,0,,,90,,L 1–3,0,,,,Home,0,Matchweek 14,Leicester City,
,,,,,Sat,,Premier League,,,,,,,2021-12-11,,,N,Leeds United,,,,,,,,,,,L 2–3,,"On matchday squad, but did not play",,,Away,,Matchweek 16,Chelsea,
0,,,0,,Mon,,PL2 — Div. 1,0,,,,,,2021-12-20,,,N,Leeds Utd U23,,,,,,0,,,45,,D 0–0,0,,,,Home,0,Matchweek 15,Everton,
