pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,,,0,,Wed,,EFL Cup,0,,,,FW,,2021-08-25,3,,Y,Southampton,3,,,,,0,,,64,,W 8–0,0,,,Away,2,Second round,Newport County,0
0,0,3,0,0,Sat,0,Premier League,0,0,5,0.0,FW,3,2021-08-28,0,5,N,Southampton,0,0,0.0,0.0,100.0,0,5,,20,0,D 2–2,0,0,0,Away,0,Matchweek 3,Newcastle Utd,0
0,,,0,,Sun,,WCQ,0,,,,,,2021-09-05,1,,N,Albania,1,,,,,1,,,13,,W 1–0,0,,,Home,1,First round,Hungary,0
0,,,0,,Wed,,WCQ,2,,,,,,2021-09-08,2,,N,Albania,4,,,,,0,,,45,,W 5–0,0,,,Home,1,First round,San Marino,0
0,0,4,0,0,Sat,0,Premier League,0,0,5,0.4,FW,6,2021-09-11,0,0,N,Southampton,2,1,0.0,0.4,0.0,0,1,,17,1,D 0–0,0,1,0,Home,0,Matchweek 4,West Ham,0
0,0,5,0,0,Sat,0,Premier League,0,0,7,0.1,"FW,CM",1,2021-09-18,0,1,N,Southampton,1,0,0.0,0.1,33.3,0,3,,23,0,D 0–0,0,1,0,Away,0,Matchweek 5,Manchester City,0
0,,,0,,Tue,,EFL Cup,0,,,,FW,,2021-09-21,2,,Y,Southampton,2,,,,,0,,,120,,D 2 ,0,,,Away,0,Third round,Sheffield Utd,0
0,0,6,0,0,Sun,0,Premier League,0,0,9,0.0,FW,7,2021-09-26,0,5,N,Southampton,0,0,0.0,0.0,83.3,0,6,,27,0,L 0–1,0,0,2,Home,0,Matchweek 6,Wolves,1
0,,,0,,Sat,,WCQ,0,,,,,,2021-10-09,1,,N,Albania,1,,,,,0,,,25,,W 1–0,0,,,Away,1,First round,Hungary,1
0,,,0,,Tue,,WCQ,0,,,,,,2021-10-12,1,,N,Albania,1,,,,,0,,,33,,L 0–1,0,,,Home,0,First round,Poland,0
0,2,19,0,1,Sat,0,Premier League,0,0,34,0.9,FW,27,2021-10-16,2,11,Y,Southampton,5,5,0.0,0.9,61.1,0,18,,80,1,W 1–0,0,3,2,Home,1,Matchweek 8,Leeds United,1
0,2,7,0,1,Sat,0,Premier League,0,0,21,0.2,FW,8,2021-10-23,1,10,Y,Southampton,2,1,0.8,0.2,71.4,0,14,,78,0,D 2–2,0,3,0,Home,1,Matchweek 9,Burnley,0
0,0,4,0,0,Fri,0,Premier League,0,0,5,0.0,FW,4,2021-11-05,0,1,N,Southampton,0,0,0.0,0.0,50.0,0,2,,10,0,W 1–0,0,1,1,Home,0,Matchweek 11,Aston Villa,0
0,0,1,0,2,Sat,0,Premier League,0,0,5,0.0,FW,3,2021-11-20,0,0,N,Southampton,0,0,0.0,0.0,0.0,0,1,,34,0,L 1–2,0,1,0,Away,0,Matchweek 12,Norwich City,0
0,2,18,0,1,Sat,0,Premier League,0,3,34,0.2,"FW,AM",26,2021-11-27,1,11,Y,Southampton,1,4,0.0,0.2,50.0,0,22,,90,2,L 0–4,0,5,0,Away,0,Matchweek 13,Liverpool,1
0,1,7,0,0,Wed,0,Premier League,0,2,12,0.0,"FW,LM",5,2021-12-01,0,6,N,Southampton,0,1,0.0,0.0,85.7,0,7,,26,1,D 2–2,0,1,0,Home,0,Matchweek 14,Leicester City,0
0,2,23,0,2,Sat,1,Premier League,0,1,35,0.7,FW,21,2021-12-04,3,10,Y,Southampton,4,4,0.0,0.7,66.7,0,15,,80,2,D 1–1,0,3,0,Home,1,Matchweek 15,Brighton,1
0,0,11,0,1,Sat,0,Premier League,0,1,23,0.0,FW,14,2021-12-11,0,10,Y,Southampton,0,1,0.0,0.0,55.6,0,18,,69,0,L 0–3,0,1,0,Away,0,Matchweek 16,Arsenal,0
0,3,20,0,0,Wed,1,Premier League,0,1,30,0.1,FW,14,2021-12-15,2,6,Y,Southampton,2,1,0.1,0.1,40.0,0,15,,69,1,D 2–2,0,3,3,Away,1,Matchweek 17,Crystal Palace,0
0,2,25,0,0,Sun,1,Premier League,0,0,34,0.0,FW,14,2021-12-26,0,9,Y,Southampton,1,4,0.0,0.0,56.3,1,16,,80,2,W 3–2,0,4,0,Away,0,Matchweek 19,West Ham,1
0,1,3,0,0,Tue,0,Premier League,0,0,5,0.0,FW,3,2021-12-28,0,1,N,Southampton,1,1,0.0,0.0,50.0,0,2,,20,0,D 1–1,0,1,0,Home,0,Matchweek 20,Tottenham,2
0,,,0,,Sat,,FA Cup,0,,,,FW,,2022-01-08,0,,Y,Southampton,0,,,,,0,,,77,,W 3–2,0,,,Away,0,Third round proper,Swansea City,0
0,1,13,0,2,Tue,0,Premier League,0,1,20,0.4,FW,9,2022-01-11,1,5,Y,Southampton,1,5,0.0,0.4,45.5,0,11,,77,3,W 4–1,0,4,0,Home,1,Matchweek 18,Brentford,0
0,0,11,0,0,Sat,0,Premier League,0,0,17,0.1,FW,7,2022-01-15,1,6,Y,Southampton,1,0,0.0,0.1,54.5,0,11,,77,0,L 1–3,0,3,0,Away,0,Matchweek 22,Wolves,0
0,1,18,0,0,Sat,0,Premier League,0,1,30,0.7,FW,20,2022-01-22,0,11,Y,Southampton,2,3,0.0,0.7,55.0,0,20,,90,1,D 1–1,0,3,1,Home,0,Matchweek 23,Manchester City,0
0,,,0,,Sat,,FA Cup,1,,,,,,2022-02-05,0,,N,Southampton,3,,,,,0,,,57,,W 2–1,0,,,Home,0,Fourth round proper,Coventry City,0
0,3,25,0,0,Wed,0,Premier League,0,1,34,1.1,FW,16,2022-02-09,2,12,Y,Southampton,5,4,0.0,1.1,66.7,0,18,,89,1,W 3–2,0,5,1,Away,1,Matchweek 24,Tottenham,2
0,3,28,0,1,Sat,0,Premier League,0,0,41,0.3,FW,16,2022-02-12,1,14,Y,Southampton,3,5,0.0,0.3,58.3,0,24,,90,4,D 1–1,0,9,0,Away,0,Matchweek 25,Manchester Utd,0
0,1,23,0,1,Sat,0,Premier League,0,1,37,0.4,FW,18,2022-02-19,2,12,Y,Southampton,4,2,0.0,0.4,63.2,0,19,,82,1,W 2–0,0,6,0,Home,0,Matchweek 26,Everton,0
0,3,21,0,0,Fri,0,Premier League,0,2,32,0.3,FW,14,2022-02-25,1,19,Y,Southampton,3,1,0.0,0.3,73.1,0,26,,80,0,W 2–0,0,2,0,Home,0,Matchweek 27,Norwich City,0
0,,,0,,Wed,,FA Cup,0,,,,,,2022-03-02,1,,N,Southampton,2,,,,,0,,,45,,W 3–1,0,,,Home,1,Fifth round proper,West Ham,0
0,3,22,0,0,Sat,0,Premier League,0,1,29,0.0,FW,8,2022-03-05,0,14,Y,Southampton,0,2,0.0,0.0,70.0,0,20,,90,2,L 0–4,0,5,0,Away,0,Matchweek 28,Aston Villa,2
0,1,15,0,0,Thu,0,Premier League,0,0,21,0.3,FW,8,2022-03-10,1,7,Y,Southampton,2,2,0.0,0.3,63.6,0,11,,72,1,L 1–2,0,1,0,Home,0,Matchweek 21,Newcastle Utd,0
0,0,9,0,0,Sun,0,Premier League,0,0,13,0.0,FW,2,2022-03-13,0,7,N,Southampton,0,0,0.0,0.0,77.8,0,9,,44,0,L 1–2,0,1,0,Home,0,Matchweek 29,Watford,0
0,,,0,,Sun,,FA Cup,0,,,,,,2022-03-20,0,,N,Southampton,0,,,,,0,,,28,,L 1–4,0,,,Home,0,Quarter-finals,Manchester City,0
0,,,0,,Sat,,Friendlies (M),0,,,,FW,,2022-03-26,,,Y,Albania,,,,,,0,,,83,,L 1–2,0,,,Away,0,Friendlies (M),Spain,
0,,,0,,Tue,,Friendlies (M),0,,,,FW,,2022-03-29,,,Y,Albania,,,,,,0,,,45,,D 0–0,0,,,Home,0,Friendlies (M),Georgia,
0,1,23,0,3,Sat,0,Premier League,0,0,36,0.2,FW,17,2022-04-02,0,9,Y,Southampton,1,3,0.0,0.2,50.0,0,18,,89,1,D 1–1,0,1,2,Away,0,Matchweek 31,Leeds United,0
0,2,8,0,2,Sat,0,Premier League,0,0,13,0.0,FW,11,2022-04-16,0,3,Y,Southampton,1,4,0.3,0.0,50.0,1,6,,73,2,W 1–0,0,0,0,Home,0,Matchweek 33,Arsenal,0
0,1,22,0,0,Thu,0,Premier League,0,0,26,0.1,FW,12,2022-04-21,0,12,Y,Southampton,1,4,0.0,0.1,60.0,0,20,,90,2,L 0–2,0,3,0,Away,0,Matchweek 30,Burnley,1
0,0,1,0,0,Sun,0,Premier League,0,0,9,0.0,FW,5,2022-04-24,0,3,N,Southampton,0,0,0.0,0.0,60.0,0,5,,12,0,D 2–2,0,1,1,Away,0,Matchweek 34,Brighton,0
0,0,6,0,2,Sat,0,Premier League,0,0,10,0.0,FW,14,2022-04-30,0,4,N,Southampton,0,0,0.0,0.0,57.1,0,7,,26,0,L 1–2,0,1,0,Home,0,Matchweek 35,Crystal Palace,0
0,0,23,0,1,Sat,0,Premier League,0,1,36,0.3,FW,18,2022-05-07,1,17,Y,Southampton,5,5,0.0,0.3,85.0,0,20,,90,2,L 0–3,0,6,2,Away,0,Matchweek 36,Brentford,1
0,2,11,0,2,Tue,0,Premier League,0,2,29,0.0,FW,25,2022-05-17,0,9,Y,Southampton,0,1,0.0,0.0,64.3,0,14,,81,1,L 1–2,0,0,2,Home,0,Matchweek 37,Liverpool,0
1,,,1,,Fri,,UEFA Nations League,0,,,,FW,,2022-06-10,0,,Y,Albania,0,,,,,0,,,90,,L 1–2,0,,,Home,1,League B,Israel,
0,,,0,,Mon,,Friendlies (M),0,,,,,,2022-06-13,,,N,Albania,,,,,,0,,,45,,D 0–0,0,,,Home,0,Friendlies (M),Estonia,
