pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,5,39,0,2,Sat,4,Premier League,4,5,48,0.2,LW,26,2021-08-14,1,25,Y,Manchester Utd,2,6,0.7,0.2,71.4,0,35,,74,4,W 5–1,0,5,1,Home,0,Matchweek 1,Leeds United,2
0,4,51,0,0,Sun,1,Premier League,1,6,55,0.4,"LW,DM",16,2021-08-22,0,33,Y,Manchester Utd,4,5,0.2,0.4,82.5,1,40,,90,5,D 1–1,0,2,0,Away,0,Matchweek 2,Southampton,1
0,1,63,0,3,Sun,0,Premier League,0,9,90,0.0,DM,13,2021-08-29,1,63,Y,Manchester Utd,1,0,0.0,0.0,81.8,1,77,,90,0,W 1–0,0,5,1,Away,0,Matchweek 3,Wolves,3
0,,,0,,Wed,,WCQ,0,,,,CM,,2021-09-01,0,,Y,France,2,,,,,0,,,90,,D 1–1,0,,,Home,0,First round,Bosnia and Herzegovina,0
0,,,0,,Sat,,WCQ,0,,,,CM,,2021-09-04,2,,Y,France,4,,,,,0,,,90,,D 1–1,0,,,Away,0,First round,Ukraine,0
0,,,0,,Tue,,WCQ,0,,,,DM,,2021-09-07,0,,Y,France,3,,,,,0,,,90,,W 2–0,0,,,Home,0,First round,Finland,3
0,5,102,0,0,Sat,3,Premier League,2,12,124,0.0,DM,19,2021-09-11,0,106,Y,Manchester Utd,0,1,0.0,0.0,93.8,1,113,,90,1,W 4–1,0,18,4,Home,0,Matchweek 4,Newcastle Utd,0
0,0,32,0,0,Tue,0,Champions Lg,0,0,51,0.0,"CM,LW",19,2021-09-14,0,25,Y,Manchester Utd,0,4,0.0,0.0,80.6,0,31,,90,2,L 1–2,0,1,3,Away,0,Group stage,Young Boys,1
0,3,40,0,0,Sun,0,Premier League,0,4,50,0.1,LW,15,2021-09-19,0,35,Y,Manchester Utd,2,9,0.1,0.1,94.6,0,37,,72,7,W 2–1,0,7,2,Away,0,Matchweek 5,West Ham,1
0,7,37,0,1,Sat,0,Premier League,0,6,58,0.4,"LW,DM",13,2021-09-25,1,26,Y,Manchester Utd,6,3,0.2,0.4,68.4,0,38,,90,1,L 0–1,0,8,1,Home,0,Matchweek 6,Aston Villa,2
0,2,31,0,0,Wed,0,Champions Lg,0,4,53,0.1,DM,11,2021-09-29,1,39,Y,Manchester Utd,2,1,0.1,0.1,88.6,0,44,,74,0,W 2–1,0,6,1,Home,0,Group stage,Villarreal,0
0,2,17,0,0,Sat,0,Premier League,0,5,27,0.2,DM,1,2021-10-02,0,17,N,Manchester Utd,2,0,0.1,0.2,73.9,0,23,,21,0,D 1–1,0,1,1,Home,0,Matchweek 7,Everton,1
0,,,0,,Thu,,UEFA Nations League,0,,,,CM,,2021-10-07,0,,Y,France,0,,,,,0,,,90,,W 3–2,0,,,Neutral,0,Semi-finals,Belgium,0
0,,,0,,Sun,,UEFA Nations League,0,,,,DM,,2021-10-10,0,,Y,France,0,,,,,1,,,90,,W 2–1,0,,,Neutral,0,Final,Spain,0
0,3,50,0,2,Sat,0,Premier League,0,9,80,0.3,DM,31,2021-10-16,0,59,Y,Manchester Utd,3,2,0.0,0.3,88.1,1,67,,90,1,L 2–4,0,6,0,Away,0,Matchweek 8,Leicester City,1
0,0,14,0,0,Wed,0,Champions Lg,0,1,20,0.0,DM,2,2021-10-20,0,17,N,Manchester Utd,0,1,0.0,0.0,89.5,0,19,,25,1,W 3–2,0,1,0,Home,0,Group stage,Atalanta,0
