assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
5,7,0,4,0.0,39155,56,0.00000,0.00000,0.00000,0.00000,42,3,0.0,0.0,2230,0,0,0,0,0,2012/13,60,0,0.0,93,2
9,20,199,16,0.0,39155,78,0.00000,0.00000,0.00000,0.00000,41,9,0.0,0.0,3086,0,0,0,0,0,2013/14,60,0,0.0,178,3
3,7,346,9,0.0,39155,83,0.00000,0.00000,0.00000,0.00000,22,5,0.0,0.0,1779,0,0,0,0,0,2014/15,85,0,0.0,93,4
6,10,451,10,0.0,39155,73,0.00000,0.00000,0.00000,0.00000,27,4,0.0,0.0,2109,0,0,0,0,0,2015/16,75,0,0.0,109,2
7,14,543,9,693.0,39155,67,0.00000,0.00000,0.00000,0.00000,32,8,219.5,679.4,2338,0,0,0,0,0,2016/17,70,0,825.0,139,3
0,0,37,1,113.4,39155,73,0.00000,0.00000,0.00000,0.00000,1,0,27.3,32.6,234,0,0,0,0,0,2017/18,75,0,128.0,13,1
1,0,96,3,139.0,39155,69,0.00000,0.00000,0.00000,0.00000,3,0,33.8,85.4,460,0,0,0,0,0,2018/19,70,0,113.0,23,1
1,1,97,1,68.8,39155,57,0.00000,0.00000,0.00000,0.00000,5,1,25.1,107.2,371,0,0,0,0,0,2019/20,60,0,74.0,27,1
1,2,265,5,355.7,39155,62,0.00000,0.00000,0.00000,0.00000,18,1,91.0,255.2,1584,0,0,0,0,0,2020/21,65,0,302.0,58,0
1,0,240,6,162.9,39155,53,0.00000,0.00000,0.00000,0.00000,20,0,54.6,209.4,1559,0,0,0,0,0,2021/22,55,0,173.0,44,4
